P1,P2,...,Pn
[12, 5, 6, 11, 0]
[9, 2, 1, 5, 6]
[10, 7, 6, 1, 8]
[10, 1, 12, 4, 9]
[1, 14, 3, 12, 6]
[9, 0, 5, 4, 7]
[6, 3, 14, 5, 7]
[11, 0, 6, 12, 4]
[11, 9, 4, 5, 6]
[11, 2, 7, 3, 12]
[14, 10, 7, 8, 3]
[1, 11, 3, 8, 9]
[12, 3, 0, 8, 4]
[0, 2, 10, 11, 6]
[7, 0, 4, 14, 9]
[8, 10, 4, 14, 5]
[1, 6, 8, 2, 3]
[1, 11, 9, 13, 12]
[0, 9, 3, 11, 7]
[14, 13, 9, 5, 4]
[12, 13, 9, 8, 5]
[12, 13, 0, 3, 6]
[4, 12, 10, 14, 9]
[2, 8, 13, 4, 3]
[6, 8, 12, 3, 9]
[6, 10, 14, 1, 3]
[9, 1, 3, 5, 11]
[5, 4, 2, 8, 6]
[4, 0, 13, 12, 5]
[10, 2, 0, 9, 11]
[8, 14, 10, 7, 12]
[4, 10, 11, 14, 12]
[6, 2, 3, 7, 5]
[1, 14, 5, 4, 10]
[11, 5, 13, 14, 0]
[1, 13, 14, 0, 10]
[10, 1, 2, 3, 6]
[4, 0, 11, 1, 5]
[3, 0, 7, 4, 8]
[1, 13, 9, 0, 2]
[0, 13, 1, 3, 5]
[12, 3, 1, 11, 7]
[1, 10, 2, 11, 14]
[0, 1, 12, 13, 11]
[6, 8, 5, 11, 13]
[10, 4, 11, 0, 6]
[3, 8, 6, 5, 0]
[13, 7, 4, 0, 3]
[12, 4, 10, 5, 6]
[2, 5, 14, 12, 0]
[10, 4, 5, 3, 7]
[3, 0, 4, 13, 11]
[14, 11, 10, 5, 6]
[5, 13, 3, 4, 7]
[5, 4, 12, 0, 7]
[11, 9, 3, 7, 13]
[9, 1, 7, 14, 5]
[9, 14, 10, 8, 0]
[14, 11, 3, 8, 9]
[4, 2, 6, 5, 11]
[3, 0, 6, 8, 4]
[3, 13, 0, 8, 4]
[8, 10, 7, 1, 0]
[10, 9, 2, 0, 12]
[5, 8, 10, 3, 9]
[3, 9, 6, 10, 11]
[12, 6, 2, 7, 4]
[7, 0, 10, 5, 11]
[8, 0, 6, 7, 1]
[3, 7, 14, 2, 10]
[6, 2, 4, 1, 12]
[1, 2, 0, 13, 8]
[13, 7, 10, 8, 9]
[9, 10, 12, 13, 6]
[7, 0, 3, 6, 1]
[2, 14, 6, 13, 11]
[2, 6, 5, 10, 8]
[11, 12, 8, 6, 5]
[10, 8, 7, 3, 1]
[13, 10, 4, 12, 0]
[7, 8, 14, 10, 3]
[1, 2, 4, 13, 8]
[7, 14, 2, 13, 9]
[0, 7, 3, 10, 12]
[9, 1, 4, 6, 3]
[13, 9, 14, 1, 11]
[12, 13, 1, 4, 8]
[0, 11, 5, 8, 9]
[12, 1, 5, 13, 6]
[0, 4, 2, 8, 12]
[2, 1, 14, 6, 8]
[10, 4, 5, 7, 8]
[9, 0, 12, 8, 13]
[10, 1, 2, 4, 11]
[5, 6, 3, 12, 14]
[3, 11, 9, 13, 8]
[4, 7, 12, 11, 6]
[9, 10, 8, 5, 0]
[0, 8, 1, 9, 12]
[2, 9, 8, 12, 0]
[10, 9, 3, 2, 0]
[6, 5, 9, 13, 11]
[12, 10, 13, 11, 8]
[6, 1, 13, 14, 9]
[7, 11, 8, 10, 9]
[14, 2, 9, 8, 11]
[11, 10, 2, 3, 0]
[13, 8, 12, 4, 11]
[1, 13, 3, 8, 6]
[0, 8, 13, 3, 4]
[12, 4, 3, 10, 7]
[4, 8, 14, 9, 10]
[8, 0, 2, 5, 11]
[13, 12, 1, 9, 2]
[2, 8, 14, 11, 0]
[5, 4, 3, 11, 9]
[11, 6, 1, 3, 10]
[12, 6, 1, 2, 4]
[13, 14, 3, 2, 6]
[5, 8, 4, 12, 13]
[9, 5, 8, 4, 6]
[8, 3, 12, 14, 7]
[9, 4, 11, 12, 2]
[14, 13, 12, 1, 9]
[1, 9, 7, 11, 6]
[12, 13, 0, 3, 9]
[14, 0, 10, 8, 13]
[5, 2, 14, 0, 4]
[3, 6, 1, 11, 8]
[12, 14, 4, 7, 3]
[14, 9, 2, 8, 7]
[8, 12, 9, 7, 0]
[7, 4, 3, 14, 11]
[0, 1, 2, 10, 9]
[10, 6, 3, 13, 5]
[4, 3, 11, 2, 6]
[0, 2, 6, 11, 10]
[10, 13, 4, 12, 1]
[12, 0, 2, 1, 14]
[5, 12, 14, 9, 2]
[7, 3, 6, 13, 14]
[10, 8, 6, 0, 1]
[3, 1, 2, 4, 14]
[1, 13, 10, 2, 8]
[0, 9, 5, 7, 10]
[9, 10, 1, 11, 8]
[3, 14, 5, 0, 6]
[10, 13, 6, 5, 4]
[4, 11, 1, 5, 8]
[13, 1, 10, 9, 4]
[12, 11, 14, 0, 1]
[8, 1, 4, 0, 7]
[0, 4, 8, 10, 14]
[7, 1, 3, 4, 0]
[7, 8, 12, 13, 14]
[7, 13, 8, 5, 3]
[5, 14, 12, 13, 2]
[5, 3, 10, 2, 6]
[9, 3, 14, 11, 5]
[0, 8, 13, 4, 9]
[4, 5, 11, 10, 1]
[2, 11, 12, 1, 8]
[0, 4, 6, 13, 9]
[1, 0, 10, 4, 13]
[8, 11, 14, 13, 5]
[10, 2, 3, 5, 1]
[10, 7, 8, 5, 9]
[0, 5, 10, 3, 6]
[14, 10, 12, 8, 6]
[8, 7, 3, 1, 0]
[4, 1, 10, 2, 14]
[8, 9, 7, 1, 10]
[3, 14, 5, 0, 2]
