P1,P2,...,Pn
[4, 7, 13, 11, 14]
[12, 6, 1, 14, 2]
[1, 6, 8, 0, 3]
[4, 8, 3, 13, 2]
[3, 13, 8, 1, 9]
[5, 7, 13, 4, 14]
[11, 10, 0, 14, 12]
[7, 2, 13, 14, 6]
[2, 1, 5, 8, 3]
[6, 2, 7, 12, 1]
[1, 11, 12, 14, 6]
[7, 8, 11, 2, 3]
[12, 5, 14, 9, 4]
[10, 3, 4, 0, 12]
[5, 1, 12, 2, 3]
[6, 3, 14, 12, 1]
[9, 2, 10, 12, 5]
[6, 8, 0, 10, 11]
[2, 5, 1, 6, 13]
[7, 1, 11, 0, 2]
[6, 2, 3, 4, 9]
[13, 9, 10, 4, 5]
[8, 6, 0, 10, 7]
[1, 14, 7, 9, 12]
[0, 2, 9, 14, 4]
[0, 4, 1, 8, 3]
[14, 13, 10, 5, 3]
[11, 7, 12, 8, 1]
[2, 7, 4, 12, 5]
[2, 13, 4, 14, 11]
[5, 8, 2, 14, 12]
[13, 4, 12, 8, 6]
[12, 10, 5, 9, 0]
[7, 1, 13, 9, 4]
[5, 7, 8, 6, 0]
[11, 2, 9, 14, 4]
[7, 14, 1, 9, 11]
[14, 0, 8, 7, 11]
[7, 0, 14, 12, 10]
[1, 12, 6, 13, 5]
[14, 3, 1, 9, 0]
[3, 4, 10, 12, 11]
[11, 1, 14, 4, 2]
[12, 10, 14, 8, 9]
[1, 9, 4, 3, 5]
[5, 2, 7, 12, 14]
[13, 6, 8, 3, 9]
[1, 3, 10, 14, 13]
[9, 3, 7, 0, 11]
[3, 6, 14, 8, 13]
[6, 9, 1, 10, 5]
[2, 3, 8, 11, 5]
[12, 2, 9, 10, 0]
[3, 12, 7, 8, 6]
[4, 7, 14, 12, 2]
[9, 14, 6, 1, 12]
[10, 4, 6, 12, 5]
[9, 10, 8, 3, 7]
[4, 13, 2, 5, 10]
[6, 13, 7, 4, 14]
[2, 5, 1, 4, 14]
[1, 2, 4, 9, 3]
[5, 12, 3, 8, 13]
[6, 9, 3, 13, 14]
[1, 2, 8, 3, 0]
[3, 12, 1, 7, 5]
[10, 8, 0, 1, 9]
[9, 1, 7, 10, 4]
[11, 12, 14, 9, 4]
[0, 14, 3, 5, 1]
[2, 14, 8, 12, 11]
[2, 14, 1, 13, 10]
[3, 12, 8, 10, 14]
[4, 0, 7, 5, 9]
[12, 7, 13, 9, 10]
[10, 0, 12, 1, 3]
[12, 13, 1, 3, 7]
[5, 0, 1, 13, 7]
[11, 14, 3, 10, 5]
[9, 13, 10, 0, 1]
[7, 3, 12, 14, 6]
[0, 4, 9, 5, 12]
[6, 8, 3, 5, 14]
[2, 9, 0, 3, 14]
[10, 3, 2, 9, 1]
[10, 6, 0, 7, 5]
[12, 0, 14, 5, 7]
[13, 4, 10, 11, 0]
[9, 0, 1, 14, 11]
[5, 13, 6, 4, 1]
[14, 13, 9, 4, 0]
[12, 1, 13, 6, 3]
[2, 4, 5, 10, 3]
[7, 3, 13, 4, 0]
[1, 2, 9, 11, 14]
[9, 2, 10, 5, 11]
[0, 9, 11, 4, 6]
[3, 0, 5, 2, 1]
[3, 11, 4, 8, 6]
[6, 4, 14, 10, 5]
[2, 6, 4, 10, 7]
[3, 10, 6, 8, 7]
[14, 12, 1, 3, 11]
[7, 8, 6, 0, 13]
[14, 4, 5, 11, 9]
[9, 3, 10, 14, 13]
[13, 10, 1, 12, 11]
[12, 9, 2, 0, 8]
[8, 10, 1, 5, 12]
[13, 5, 11, 0, 14]
[11, 5, 12, 10, 3]
[2, 6, 7, 11, 5]
[11, 0, 4, 2, 1]
[0, 12, 14, 13, 5]
[4, 8, 12, 6, 11]
[3, 11, 6, 4, 5]
[3, 10, 13, 2, 4]
[6, 1, 9, 8, 4]
[12, 13, 1, 14, 7]
[6, 5, 14, 12, 9]
[8, 14, 1, 9, 6]
[2, 9, 1, 0, 3]
[4, 5, 1, 7, 14]
[3, 1, 6, 0, 13]
[4, 3, 2, 8, 5]
[0, 8, 5, 3, 11]
[2, 7, 1, 0, 14]
[0, 8, 7, 13, 3]
[11, 5, 4, 0, 12]
[1, 4, 7, 9, 6]
[11, 10, 14, 6, 4]
[1, 8, 13, 12, 14]
[12, 2, 13, 11, 1]
[6, 2, 1, 11, 13]
[5, 11, 14, 12, 2]
[4, 14, 3, 8, 6]
[1, 11, 3, 2, 0]
[1, 0, 14, 9, 5]
[10, 3, 2, 11, 1]
[1, 8, 11, 3, 14]
[13, 8, 14, 12, 6]
[2, 9, 1, 12, 14]
[8, 14, 7, 4, 0]
[10, 6, 2, 14, 4]
[4, 2, 13, 1, 10]
[10, 3, 0, 2, 12]
[4, 8, 0, 2, 5]
[10, 11, 14, 4, 0]
[2, 5, 3, 11, 0]
[13, 14, 1, 12, 10]
[4, 12, 13, 10, 2]
[12, 4, 7, 14, 5]
[1, 2, 8, 6, 7]
[3, 1, 13, 0, 9]
[1, 2, 0, 7, 14]
[7, 3, 12, 4, 13]
[0, 13, 11, 6, 14]
[8, 12, 10, 2, 1]
[6, 7, 8, 2, 14]
[11, 2, 5, 0, 3]
[4, 12, 0, 10, 9]
[8, 0, 4, 1, 11]
