P1,P2,...,Pn
[14, 2, 3, 1]
[6, 8, 12, 4]
[1, 3, 10, 5]
[0, 4, 5, 7]
[3, 10, 4, 11]
[14, 7, 1, 4]
[12, 3, 10, 2]
[10, 5, 3, 14]
[0, 13, 1, 3]
[7, 11, 6, 1]
[13, 0, 7, 4]
[8, 1, 4, 6]
[11, 9, 8, 0]
[5, 7, 2, 3]
[6, 1, 3, 7]
[11, 5, 10, 13]
[12, 3, 6, 4]
[2, 10, 13, 11]
[1, 8, 10, 6]
[14, 0, 7, 5]
[4, 10, 1, 13]
[1, 7, 4, 12]
[12, 13, 6, 2]
[11, 0, 13, 9]
[11, 13, 1, 0]
[14, 6, 11, 1]
[9, 12, 3, 10]
[11, 6, 12, 4]
[6, 9, 8, 0]
[13, 11, 4, 2]
[6, 1, 9, 11]
[10, 3, 7, 13]
[2, 8, 1, 0]
[1, 10, 3, 14]
[14, 9, 8, 10]
[11, 9, 7, 12]
[8, 3, 4, 10]
[8, 11, 1, 6]
[5, 10, 1, 13]
[3, 13, 11, 5]
[4, 8, 6, 7]
[8, 0, 5, 12]
[11, 12, 1, 10]
[0, 13, 11, 12]
[11, 9, 6, 5]
[12, 8, 9, 6]
[9, 1, 7, 5]
[11, 12, 9, 10]
[1, 3, 8, 4]
[13, 6, 2, 11]
[1, 12, 3, 4]
[4, 1, 0, 8]
[10, 6, 13, 4]
[2, 1, 14, 6]
[10, 4, 11, 1]
[3, 14, 8, 12]
[10, 0, 12, 9]
[3, 9, 2, 8]
[2, 4, 14, 5]
[9, 3, 5, 4]
[3, 8, 13, 4]
[11, 1, 5, 10]
[6, 3, 9, 7]
[12, 14, 11, 13]
[14, 7, 11, 10]
[5, 7, 12, 1]
[7, 5, 9, 8]
[13, 11, 0, 9]
[9, 3, 8, 2]
[5, 10, 7, 0]
[9, 8, 7, 3]
[4, 7, 13, 2]
[9, 13, 12, 3]
[3, 11, 14, 10]
[4, 6, 5, 13]
[3, 8, 0, 12]
[9, 4, 10, 5]
[12, 1, 11, 14]
[5, 14, 1, 2]
[5, 12, 9, 0]
[10, 11, 4, 13]
[8, 1, 0, 13]
[14, 9, 1, 6]
[3, 10, 7, 9]
[2, 5, 7, 6]
[5, 14, 0, 8]
[13, 0, 7, 6]
[13, 12, 8, 10]
[2, 13, 14, 10]
[10, 3, 6, 9]
[6, 4, 10, 13]
[8, 7, 1, 10]
[0, 5, 14, 4]
[7, 14, 11, 10]
[7, 3, 9, 13]
[5, 1, 8, 10]
[0, 10, 8, 1]
[1, 11, 10, 12]
[7, 10, 2, 1]
[8, 11, 3, 6]
[1, 2, 0, 12]
[6, 11, 0, 12]
[0, 11, 7, 4]
[9, 3, 4, 0]
[14, 5, 3, 10]
[14, 7, 13, 3]
[9, 13, 1, 12]
[4, 13, 9, 7]
[12, 3, 8, 11]
[1, 12, 11, 9]
[0, 6, 7, 8]
[5, 14, 4, 12]
[14, 7, 12, 4]
[3, 9, 11, 8]
[12, 5, 9, 14]
[8, 10, 11, 14]
[14, 11, 8, 13]
[10, 12, 1, 13]
[4, 3, 7, 5]
[12, 13, 2, 11]
[1, 14, 13, 2]
[12, 4, 10, 3]
[10, 2, 9, 13]
[5, 11, 4, 8]
[13, 10, 2, 12]
[5, 13, 3, 7]
[1, 6, 9, 13]
[3, 8, 4, 12]
[11, 0, 9, 6]
[6, 11, 13, 10]
[3, 11, 2, 8]
[11, 5, 13, 3]
[11, 2, 8, 0]
[6, 7, 1, 3]
[10, 12, 0, 1]
[12, 9, 6, 13]
[9, 11, 12, 8]
[3, 7, 14, 2]
[3, 5, 13, 9]
[13, 3, 1, 14]
[12, 9, 4, 2]
[4, 5, 0, 3]
[13, 7, 12, 1]
[9, 3, 13, 0]
[9, 10, 8, 13]
[0, 11, 12, 8]
[14, 2, 13, 8]
[13, 3, 8, 11]
[10, 2, 7, 0]
[4, 14, 10, 6]
