P1,P2,...,Pn
[6, 4, 12, 13, 8]
[13, 11, 3, 9, 12]
[9, 12, 0, 1, 6]
[1, 10, 11, 14, 6]
[10, 4, 11, 12, 1]
[8, 2, 5, 1, 6]
[7, 9, 6, 5, 13]
[8, 6, 10, 2, 4]
[2, 6, 14, 7, 10]
[5, 10, 9, 11, 1]
[10, 9, 8, 4, 6]
[0, 6, 10, 14, 2]
[6, 5, 2, 1, 4]
[8, 6, 5, 12, 7]
[13, 12, 7, 10, 5]
[10, 8, 5, 13, 12]
[11, 5, 14, 2, 8]
[9, 8, 13, 3, 11]
[12, 14, 10, 7, 2]
[7, 11, 3, 8, 4]
[10, 5, 7, 9, 12]
[11, 7, 5, 12, 6]
[3, 10, 5, 9, 8]
[9, 14, 11, 3, 13]
[3, 4, 9, 0, 10]
[12, 13, 10, 2, 1]
[4, 8, 9, 13, 6]
[14, 0, 3, 9, 8]
[7, 0, 9, 11, 5]
[7, 4, 3, 10, 12]
[0, 12, 13, 1, 5]
[12, 6, 8, 11, 4]
[14, 13, 5, 4, 6]
[8, 9, 10, 0, 5]
[7, 1, 5, 3, 10]
[0, 4, 12, 14, 7]
[14, 7, 6, 9, 12]
[7, 1, 2, 4, 6]
[4, 2, 9, 3, 12]
[13, 10, 2, 8, 1]
[6, 3, 10, 12, 14]
[5, 0, 1, 14, 10]
[8, 14, 5, 10, 6]
[8, 13, 0, 6, 14]
[14, 4, 2, 13, 12]
[13, 3, 14, 5, 10]
[4, 10, 0, 7, 11]
[10, 8, 4, 6, 1]
[1, 8, 7, 2, 12]
[14, 2, 7, 4, 1]
[7, 8, 14, 2, 13]
[12, 2, 4, 11, 7]
[1, 6, 4, 8, 9]
[14, 9, 6, 2, 11]
[5, 0, 1, 14, 8]
[2, 4, 3, 11, 9]
[1, 5, 0, 10, 2]
[11, 5, 4, 13, 2]
[2, 6, 7, 4, 1]
[11, 4, 13, 7, 6]
[1, 14, 11, 5, 9]
[7, 11, 2, 8, 13]
[9, 11, 13, 6, 0]
[8, 0, 12, 10, 13]
[14, 9, 1, 11, 8]
[0, 10, 3, 1, 7]
[3, 11, 8, 10, 5]
[3, 7, 2, 5, 0]
[6, 10, 1, 14, 3]
[0, 3, 14, 6, 7]
[4, 10, 6, 9, 7]
[5, 3, 0, 10, 4]
[10, 9, 2, 5, 3]
[11, 1, 2, 7, 9]
[0, 12, 2, 7, 9]
