P1,P2,...,Pn
[8, 2, 7, 13]
[3, 13, 0, 1]
[5, 13, 4, 8]
[4, 1, 11, 5]
[11, 1, 12, 14]
[0, 3, 10, 4]
[9, 11, 12, 13]
[5, 13, 2, 10]
[13, 9, 10, 7]
[8, 0, 3, 6]
[13, 2, 5, 4]
[13, 2, 12, 6]
[10, 7, 12, 11]
[14, 2, 8, 9]
[3, 9, 14, 5]
[13, 11, 10, 3]
[12, 14, 9, 7]
[6, 2, 4, 12]
[0, 8, 1, 14]
[0, 3, 14, 10]
[3, 14, 1, 13]
[5, 9, 13, 10]
[4, 1, 10, 13]
[4, 7, 2, 13]
[0, 4, 13, 7]
[13, 3, 12, 1]
[11, 8, 10, 3]
[2, 5, 7, 14]
[6, 14, 12, 3]
[9, 14, 2, 11]
[14, 10, 2, 12]
[3, 13, 12, 0]
[8, 5, 4, 11]
[14, 8, 11, 4]
[8, 7, 3, 14]
[13, 11, 8, 0]
[8, 10, 7, 6]
[7, 14, 4, 12]
[5, 14, 1, 4]
[1, 13, 9, 0]
[5, 13, 11, 1]
[12, 1, 9, 10]
[10, 6, 7, 12]
[5, 11, 13, 0]
[7, 12, 0, 2]
[13, 5, 9, 7]
[14, 0, 10, 13]
[10, 9, 7, 1]
[13, 0, 6, 12]
[3, 8, 10, 4]
[5, 10, 7, 14]
[1, 14, 2, 8]
[13, 14, 4, 7]
[6, 7, 11, 2]
[7, 0, 3, 1]
[9, 2, 3, 4]
[12, 0, 1, 13]
[0, 8, 12, 3]
[11, 9, 3, 14]
[10, 2, 6, 14]
[4, 12, 10, 5]
[8, 3, 13, 7]
[1, 7, 11, 8]
[5, 4, 10, 3]
[14, 13, 12, 10]
[13, 10, 3, 5]
[10, 3, 0, 13]
[1, 12, 2, 4]
[14, 2, 7, 8]
[4, 3, 12, 9]
[9, 7, 13, 2]
[8, 10, 14, 13]
[2, 11, 1, 8]
[12, 1, 6, 10]
[6, 12, 9, 10]
[8, 5, 14, 4]
[5, 11, 12, 1]
[4, 8, 7, 11]
[5, 8, 1, 3]
[4, 10, 8, 1]
[3, 8, 13, 2]
[5, 0, 14, 2]
[14, 11, 4, 5]
[4, 9, 1, 5]
[12, 3, 10, 6]
[6, 13, 8, 4]
[1, 6, 10, 13]
[0, 9, 7, 2]
[10, 0, 8, 12]
[10, 13, 4, 9]
[9, 11, 2, 8]
[2, 0, 3, 4]
[6, 5, 10, 8]
[1, 13, 8, 10]
[1, 8, 5, 10]
[0, 11, 10, 1]
[10, 4, 3, 9]
[5, 0, 10, 9]
[0, 4, 12, 8]
[6, 7, 11, 12]
[6, 3, 4, 8]
[4, 13, 12, 10]
[10, 1, 5, 11]
[9, 2, 7, 5]
[4, 5, 11, 2]
[10, 12, 7, 11]
[7, 9, 8, 2]
[12, 1, 10, 4]
[13, 11, 12, 4]
[11, 10, 7, 4]
[4, 1, 6, 8]
[8, 14, 4, 5]
[12, 9, 13, 3]
[10, 11, 5, 0]
[4, 1, 12, 9]
[5, 13, 7, 12]
[6, 11, 14, 13]
[2, 0, 5, 11]
[5, 9, 0, 11]
[1, 3, 2, 12]
[13, 9, 1, 8]
[1, 8, 14, 6]
[9, 13, 14, 7]
[6, 14, 11, 4]
[12, 6, 7, 14]
[7, 1, 14, 6]
[2, 7, 1, 4]
[9, 13, 8, 5]
[1, 8, 5, 6]
[3, 13, 8, 0]
[8, 13, 10, 2]
[3, 13, 6, 9]
[14, 13, 3, 10]
[14, 4, 2, 8]
[2, 5, 7, 12]
[12, 14, 3, 2]
[7, 10, 5, 0]
[3, 10, 7, 2]
[1, 10, 9, 13]
[1, 5, 9, 8]
[7, 13, 4, 0]
[0, 13, 7, 10]
[0, 2, 4, 8]
[0, 14, 11, 5]
[4, 12, 6, 3]
[10, 1, 12, 7]
[7, 4, 13, 5]
[10, 9, 13, 0]
[6, 11, 3, 12]
[4, 1, 10, 9]
[0, 10, 4, 3]
[8, 11, 5, 12]
[9, 12, 13, 11]
[12, 8, 13, 11]
[4, 13, 6, 0]
[12, 9, 3, 14]
[7, 3, 9, 12]
[5, 2, 10, 14]
[1, 4, 5, 11]
[4, 10, 14, 12]
[9, 10, 5, 2]
[8, 9, 2, 10]
[8, 5, 2, 6]
[9, 14, 6, 1]
[7, 13, 11, 3]
[4, 2, 0, 13]
[12, 1, 14, 8]
[10, 14, 0, 1]
[14, 2, 10, 8]
[7, 3, 4, 13]
[2, 3, 10, 12]
[2, 0, 10, 4]
[6, 10, 5, 13]
[8, 2, 1, 13]
[14, 9, 2, 1]
[6, 4, 7, 11]
[3, 13, 12, 4]
[4, 14, 8, 12]
[10, 7, 1, 9]
[9, 10, 4, 14]
[11, 0, 5, 12]
[10, 8, 12, 3]
[5, 11, 6, 2]
[12, 6, 4, 3]
[13, 8, 11, 12]
[6, 9, 0, 10]
[1, 13, 9, 4]
[10, 8, 1, 6]
[2, 9, 14, 7]
[12, 14, 5, 4]
[13, 2, 4, 10]
[7, 8, 3, 12]
[11, 3, 9, 1]
[10, 14, 11, 13]
[4, 9, 13, 0]
[6, 9, 4, 5]
[11, 10, 5, 2]
[3, 6, 8, 10]
[3, 7, 6, 9]
[7, 0, 12, 6]
[14, 4, 12, 11]
[1, 13, 4, 11]
[12, 13, 3, 5]
[12, 5, 4, 9]
[9, 14, 10, 8]
[3, 5, 0, 8]
[0, 8, 14, 13]
[7, 10, 0, 13]
[14, 11, 3, 6]
[0, 1, 4, 11]
[6, 7, 14, 1]
[8, 3, 2, 6]
[8, 1, 13, 4]
[3, 8, 4, 10]
[13, 2, 3, 5]
[13, 4, 5, 12]
[4, 3, 12, 6]
[8, 12, 2, 3]
[14, 13, 12, 3]
[1, 3, 12, 14]
[9, 10, 2, 0]
[11, 13, 5, 1]
[6, 14, 5, 10]
[7, 12, 8, 13]
[3, 7, 6, 9]
[12, 11, 3, 2]
[10, 0, 11, 6]
[10, 7, 11, 3]
[9, 12, 5, 7]
[10, 4, 6, 12]
[5, 12, 9, 0]
[8, 6, 2, 4]
[1, 6, 13, 5]
[12, 4, 11, 3]
[10, 6, 8, 0]
[1, 0, 8, 3]
[13, 1, 3, 14]
[9, 5, 11, 14]
[2, 4, 0, 13]
[4, 1, 6, 8]
[3, 14, 13, 5]
[10, 8, 13, 1]
[4, 8, 12, 13]
[1, 0, 4, 12]
[3, 5, 8, 12]
[13, 11, 10, 5]
[6, 10, 4, 8]
[8, 7, 1, 5]
[7, 6, 12, 13]
[11, 14, 7, 5]
[1, 5, 12, 11]
[13, 5, 11, 1]
