P1,P2,...,Pn
[10, 1, 5, 8]
[14, 8, 2, 6]
[6, 13, 9, 3]
[14, 7, 5, 2]
[0, 14, 9, 4]
[0, 4, 11, 6]
[11, 6, 7, 2]
[8, 11, 4, 1]
[9, 13, 10, 8]
[0, 2, 9, 13]
[9, 8, 6, 3]
[6, 4, 9, 13]
[14, 1, 10, 7]
[1, 3, 6, 2]
[2, 1, 11, 4]
[12, 5, 13, 1]
[12, 4, 11, 8]
[11, 0, 6, 14]
[5, 10, 7, 6]
[10, 11, 3, 7]
[14, 5, 2, 4]
[7, 11, 12, 13]
[1, 6, 4, 8]
[2, 6, 7, 3]
[10, 0, 11, 6]
[6, 5, 12, 2]
[10, 8, 5, 9]
[1, 8, 14, 9]
[10, 2, 14, 9]
[3, 12, 0, 14]
[6, 2, 1, 11]
[14, 9, 10, 7]
[12, 11, 4, 0]
[10, 1, 6, 4]
[1, 5, 14, 2]
[8, 9, 0, 3]
[13, 11, 2, 1]
[9, 4, 11, 5]
[2, 7, 4, 11]
[6, 5, 3, 9]
[9, 14, 11, 4]
[12, 14, 5, 0]
[3, 8, 13, 0]
[2, 9, 5, 10]
[7, 5, 1, 0]
[7, 6, 2, 9]
[0, 11, 7, 8]
[0, 10, 11, 12]
[10, 12, 0, 7]
[7, 14, 9, 13]
[0, 12, 7, 13]
[9, 11, 13, 8]
[2, 6, 11, 8]
[8, 2, 3, 5]
[1, 11, 14, 5]
[9, 6, 10, 11]
[6, 0, 8, 11]
[5, 3, 9, 14]
[13, 2, 1, 9]
[5, 10, 2, 11]
[5, 10, 13, 9]
[13, 4, 9, 0]
[9, 3, 12, 13]
[10, 13, 2, 7]
[13, 1, 9, 11]
[5, 1, 8, 2]
[12, 5, 13, 4]
[3, 1, 9, 0]
[5, 0, 11, 4]
