P1,P2,...,Pn
[13, 1, 0, 10, 8]
[12, 3, 0, 7, 1]
[0, 10, 6, 5, 3]
[12, 0, 11, 1, 14]
[10, 7, 12, 9, 11]
[8, 12, 0, 7, 5]
[11, 14, 4, 10, 8]
[3, 12, 11, 5, 9]
[4, 14, 8, 0, 5]
[1, 12, 8, 2, 13]
[7, 14, 13, 6, 0]
[10, 6, 14, 2, 4]
[7, 1, 4, 6, 3]
[6, 14, 13, 0, 12]
[10, 12, 4, 11, 1]
[4, 12, 3, 11, 13]
[2, 7, 6, 10, 14]
[0, 3, 11, 13, 12]
[6, 5, 3, 7, 4]
[12, 0, 10, 5, 9]
[12, 13, 7, 14, 0]
[12, 6, 3, 5, 8]
[14, 9, 13, 6, 3]
[1, 13, 5, 7, 11]
[10, 8, 9, 14, 1]
[7, 13, 0, 11, 8]
[7, 3, 10, 11, 0]
[8, 14, 13, 3, 10]
[6, 1, 11, 0, 12]
[3, 2, 0, 1, 12]
[7, 5, 10, 14, 12]
[11, 5, 6, 0, 14]
[14, 9, 13, 12, 8]
[2, 14, 12, 6, 5]
[4, 11, 13, 0, 5]
[2, 10, 1, 9, 11]
[1, 4, 11, 10, 2]
[5, 4, 14, 9, 2]
[8, 0, 9, 11, 5]
[13, 6, 12, 2, 5]
[14, 4, 11, 5, 1]
[7, 9, 3, 5, 6]
[9, 10, 6, 11, 8]
[10, 2, 13, 6, 11]
[12, 4, 5, 7, 11]
[2, 3, 14, 5, 8]
[10, 13, 8, 12, 0]
[11, 13, 1, 0, 10]
[10, 0, 3, 6, 11]
[0, 14, 10, 3, 2]
[1, 2, 0, 10, 14]
[10, 5, 4, 3, 6]
[12, 0, 9, 10, 7]
[9, 5, 4, 6, 10]
[14, 1, 8, 11, 5]
[5, 8, 7, 0, 10]
[9, 12, 2, 13, 7]
[14, 2, 11, 7, 4]
[12, 11, 4, 0, 1]
[5, 11, 8, 2, 14]
[7, 11, 1, 12, 14]
[7, 5, 4, 10, 8]
[4, 3, 7, 10, 8]
[0, 8, 14, 10, 12]
[3, 10, 5, 13, 8]
[6, 7, 5, 12, 10]
[8, 7, 1, 4, 13]
[6, 0, 3, 2, 10]
[3, 1, 12, 2, 0]
[12, 2, 6, 0, 14]
[0, 7, 9, 11, 6]
[12, 14, 5, 4, 3]
[9, 8, 5, 4, 11]
[0, 9, 10, 8, 4]
[11, 3, 8, 9, 1]
[6, 10, 13, 3, 8]
[13, 14, 2, 5, 8]
[9, 12, 14, 10, 3]
[10, 8, 6, 0, 3]
[13, 10, 8, 12, 3]
[3, 8, 0, 1, 12]
[11, 10, 1, 8, 2]
[13, 6, 4, 14, 0]
[12, 10, 6, 7, 1]
[2, 7, 6, 1, 14]
[10, 8, 1, 11, 4]
[9, 6, 1, 13, 5]
[6, 8, 14, 2, 5]
[1, 13, 3, 7, 5]
[9, 8, 10, 12, 11]
[0, 13, 1, 2, 10]
[10, 14, 6, 4, 7]
[11, 2, 6, 12, 9]
[5, 11, 2, 7, 13]
[2, 4, 14, 8, 12]
[11, 9, 2, 3, 0]
[1, 13, 7, 4, 2]
[8, 11, 10, 2, 7]
[1, 9, 7, 2, 14]
[11, 3, 0, 9, 10]
[1, 5, 10, 11, 6]
[7, 0, 14, 4, 10]
[1, 3, 13, 11, 0]
[7, 4, 8, 13, 6]
[7, 10, 11, 8, 13]
[4, 9, 8, 0, 10]
[14, 11, 13, 5, 8]
