P1,P2,...,Pn
[14, 0, 4, 11, 1]
[11, 0, 1, 10, 8]
[12, 10, 1, 13, 6]
[9, 8, 6, 7, 1]
[9, 6, 1, 8, 5]
[6, 9, 11, 13, 3]
[10, 0, 14, 2, 9]
[3, 11, 4, 7, 8]
[7, 4, 3, 6, 5]
[4, 6, 3, 10, 11]
[6, 11, 4, 1, 7]
[6, 12, 4, 3, 11]
[9, 14, 2, 7, 5]
[5, 7, 8, 6, 4]
[0, 9, 13, 6, 11]
[11, 10, 0, 5, 7]
[4, 3, 9, 11, 10]
[6, 8, 1, 0, 12]
[6, 13, 10, 4, 11]
[9, 8, 5, 2, 1]
[9, 5, 4, 6, 8]
[1, 13, 11, 14, 8]
[2, 7, 13, 4, 10]
[12, 4, 3, 9, 11]
[9, 8, 10, 6, 7]
[4, 2, 11, 1, 12]
[1, 14, 5, 13, 4]
[9, 13, 8, 3, 6]
[2, 9, 14, 8, 11]
[14, 2, 12, 7, 9]
[10, 7, 6, 11, 5]
[1, 6, 4, 5, 10]
[8, 2, 13, 11, 3]
[0, 2, 8, 11, 4]
[4, 1, 9, 8, 7]
[6, 5, 13, 3, 12]
[5, 2, 9, 4, 1]
[2, 0, 12, 8, 3]
[11, 9, 14, 4, 7]
[1, 5, 10, 12, 8]
[5, 6, 0, 7, 13]
[10, 13, 3, 9, 2]
[14, 7, 9, 5, 3]
[1, 7, 9, 11, 13]
[12, 3, 11, 1, 7]
[10, 9, 3, 6, 2]
[5, 1, 10, 8, 4]
[9, 1, 10, 13, 6]
[10, 2, 11, 13, 5]
[10, 5, 14, 2, 13]
[10, 0, 2, 12, 13]
[10, 12, 0, 9, 6]
[7, 5, 0, 4, 1]
[11, 12, 9, 7, 14]
[7, 13, 1, 9, 11]
[11, 8, 0, 3, 1]
[5, 10, 14, 8, 6]
[11, 7, 4, 13, 12]
[1, 14, 7, 9, 10]
[6, 4, 12, 2, 5]
[5, 6, 8, 11, 7]
[12, 7, 5, 2, 11]
[9, 11, 5, 8, 6]
[8, 1, 2, 7, 9]
[3, 7, 12, 0, 1]
[1, 11, 2, 13, 4]
[13, 2, 11, 10, 6]
[0, 14, 6, 2, 10]
[5, 1, 12, 7, 2]
[9, 11, 7, 8, 12]
[2, 14, 11, 4, 12]
[0, 12, 3, 6, 10]
[0, 8, 13, 10, 14]
[3, 0, 14, 10, 7]
[4, 6, 5, 3, 1]
[11, 1, 10, 14, 9]
[14, 8, 7, 13, 4]
[3, 10, 9, 6, 1]
[7, 6, 12, 8, 11]
[3, 2, 5, 4, 10]
[3, 1, 9, 7, 5]
[12, 2, 4, 5, 0]
[8, 10, 0, 6, 4]
[3, 2, 11, 8, 1]
[10, 14, 13, 9, 2]
[10, 5, 14, 8, 1]
[14, 9, 7, 8, 12]
[4, 8, 13, 11, 7]
[12, 11, 6, 9, 0]
[5, 12, 14, 4, 7]
[11, 13, 2, 5, 3]
[8, 2, 14, 13, 3]
[4, 1, 13, 6, 8]
[13, 9, 6, 4, 7]
[6, 9, 2, 12, 1]
[10, 12, 13, 9, 7]
