P1,P2,...,Pn
[14, 5, 10, 4]
[12, 5, 11, 4]
[3, 9, 8, 11]
[3, 14, 6, 10]
[12, 11, 7, 14]
[11, 6, 5, 0]
[7, 3, 5, 1]
[10, 12, 14, 2]
[12, 9, 11, 13]
[13, 8, 5, 1]
[6, 14, 5, 13]
[13, 5, 2, 1]
[8, 7, 11, 2]
[2, 7, 14, 8]
[4, 12, 2, 13]
[11, 14, 0, 6]
[5, 4, 3, 6]
[7, 12, 8, 11]
[12, 5, 6, 3]
[5, 12, 1, 13]
[4, 5, 13, 6]
[13, 9, 8, 1]
[11, 2, 0, 6]
[11, 14, 1, 3]
[7, 3, 1, 0]
[0, 11, 3, 2]
[3, 11, 14, 6]
[10, 7, 8, 13]
[8, 3, 2, 0]
[9, 7, 12, 0]
[11, 14, 10, 6]
[7, 2, 11, 5]
[7, 9, 3, 4]
[6, 13, 0, 7]
[11, 2, 1, 7]
[9, 1, 11, 3]
[10, 9, 3, 14]
[2, 10, 11, 5]
[2, 12, 11, 9]
[3, 0, 9, 11]
[0, 5, 8, 4]
[10, 13, 6, 5]
[6, 5, 10, 14]
[2, 6, 10, 14]
[1, 12, 13, 11]
[9, 6, 8, 0]
[6, 4, 7, 5]
[12, 14, 1, 8]
[1, 5, 7, 9]
[0, 5, 14, 10]
[13, 4, 10, 5]
[10, 14, 12, 0]
[10, 14, 11, 7]
[6, 14, 4, 13]
[0, 6, 5, 9]
[7, 4, 2, 1]
[13, 11, 0, 8]
[11, 13, 3, 5]
[9, 10, 2, 3]
[9, 10, 2, 13]
[14, 13, 3, 7]
[5, 14, 8, 1]
[4, 11, 6, 0]
[5, 9, 11, 2]
[12, 0, 4, 11]
[12, 8, 3, 13]
[0, 3, 11, 2]
[14, 6, 4, 7]
[2, 9, 3, 4]
[10, 8, 12, 0]
[10, 14, 11, 6]
[4, 13, 11, 1]
[5, 12, 0, 6]
[6, 2, 1, 9]
[0, 12, 7, 2]
[13, 0, 9, 7]
[5, 4, 8, 10]
[7, 11, 5, 6]
[10, 9, 1, 12]
[4, 3, 8, 10]
[0, 12, 8, 4]
[1, 0, 10, 7]
[14, 7, 2, 6]
[8, 7, 2, 11]
[9, 0, 3, 5]
[8, 4, 2, 14]
[0, 6, 13, 4]
[0, 6, 3, 2]
[5, 14, 7, 9]
[9, 1, 7, 11]
[2, 6, 14, 3]
[5, 4, 13, 3]
[3, 1, 9, 12]
[3, 10, 14, 7]
[8, 5, 7, 10]
[0, 10, 14, 5]
[1, 12, 4, 0]
[7, 5, 14, 0]
[3, 13, 12, 10]
[7, 14, 1, 4]
[4, 2, 14, 8]
[14, 11, 9, 4]
[9, 6, 11, 14]
[0, 14, 4, 1]
[5, 14, 0, 11]
[12, 14, 10, 9]
[6, 8, 10, 1]
[1, 6, 5, 3]
[1, 2, 11, 14]
[13, 11, 2, 14]
[1, 10, 0, 13]
[2, 10, 1, 14]
[1, 12, 7, 6]
[12, 5, 9, 13]
[3, 14, 9, 8]
[10, 2, 11, 12]
[3, 12, 13, 9]
[7, 1, 2, 6]
[6, 8, 10, 13]
[9, 4, 7, 12]
[11, 7, 3, 5]
[7, 8, 12, 0]
[7, 1, 8, 13]
[8, 7, 12, 10]
[13, 9, 7, 2]
[1, 11, 10, 2]
[10, 0, 4, 3]
[6, 10, 1, 4]
[7, 4, 12, 3]
[10, 14, 4, 9]
