P1,P2,...,Pn
[7, 3, 4, 10]
[11, 9, 12, 7]
[3, 10, 8, 1]
[8, 2, 1, 7]
[0, 3, 11, 9]
[14, 6, 0, 4]
[3, 6, 12, 4]
[14, 1, 8, 13]
[0, 4, 7, 8]
[2, 4, 5, 9]
[1, 9, 7, 8]
[12, 13, 8, 10]
[7, 11, 5, 3]
[7, 6, 14, 13]
[13, 1, 2, 6]
[14, 6, 10, 13]
[14, 3, 13, 12]
[4, 11, 2, 9]
[5, 2, 14, 8]
[12, 9, 1, 13]
[2, 12, 3, 0]
[2, 11, 13, 0]
[5, 12, 14, 7]
[5, 1, 14, 12]
[2, 1, 9, 5]
[8, 6, 2, 9]
[4, 14, 2, 12]
[0, 12, 5, 8]
[8, 13, 9, 5]
[2, 6, 14, 12]
[1, 9, 0, 13]
[8, 3, 7, 1]
[14, 11, 3, 13]
[11, 7, 14, 12]
[4, 3, 8, 6]
[0, 8, 2, 13]
[3, 7, 11, 6]
[9, 11, 8, 14]
[4, 13, 5, 12]
[4, 1, 13, 2]
[9, 1, 0, 8]
[2, 11, 13, 1]
[7, 4, 14, 13]
[8, 10, 7, 4]
[8, 12, 5, 9]
[0, 10, 4, 3]
[6, 8, 13, 10]
[9, 1, 5, 6]
[11, 4, 1, 6]
[14, 10, 9, 11]
[6, 3, 8, 14]
[9, 8, 5, 4]
[11, 10, 0, 6]
[12, 1, 10, 7]
[3, 2, 14, 8]
[12, 7, 6, 0]
[0, 7, 1, 6]
[2, 11, 12, 1]
[13, 10, 4, 12]
[6, 12, 3, 4]
[4, 6, 14, 5]
[14, 8, 10, 0]
[3, 5, 4, 0]
[12, 7, 5, 2]
[5, 14, 9, 0]
[14, 7, 12, 3]
[2, 1, 10, 9]
[14, 12, 8, 13]
[10, 14, 8, 5]
[14, 10, 11, 5]
[12, 8, 13, 9]
[12, 6, 8, 0]
[14, 3, 4, 13]
[9, 10, 2, 11]
[12, 14, 11, 0]
[12, 2, 4, 8]
[6, 1, 11, 7]
[3, 1, 14, 5]
[3, 13, 0, 7]
[7, 14, 2, 6]
[11, 12, 9, 13]
[2, 1, 13, 4]
[7, 0, 3, 5]
[4, 8, 9, 12]
[7, 12, 1, 5]
[11, 0, 12, 9]
[1, 14, 8, 5]
[14, 0, 10, 7]
[3, 0, 2, 14]
[1, 7, 11, 5]
[4, 1, 6, 5]
[0, 14, 3, 12]
[12, 7, 14, 1]
[8, 13, 1, 4]
[2, 9, 6, 14]
[9, 8, 2, 5]
[11, 2, 9, 7]
[0, 7, 6, 5]
[13, 6, 8, 0]
[0, 12, 13, 3]
[9, 2, 0, 11]
[12, 0, 8, 4]
[4, 13, 12, 3]
[3, 1, 4, 0]
[10, 9, 4, 1]
[8, 10, 11, 1]
[10, 9, 1, 3]
[10, 13, 12, 2]
[3, 0, 13, 4]
[2, 5, 6, 14]
[2, 8, 9, 3]
[10, 0, 3, 12]
[8, 10, 3, 13]
[12, 14, 1, 9]
[10, 12, 0, 5]
[7, 13, 1, 6]
[6, 4, 10, 7]
[6, 0, 1, 9]
[8, 0, 12, 2]
[9, 12, 2, 8]
[1, 2, 5, 13]
[4, 12, 1, 11]
[7, 5, 12, 2]
[10, 5, 0, 2]
[8, 1, 14, 7]
[4, 10, 5, 12]
[3, 4, 1, 9]
[9, 3, 5, 2]
[6, 0, 1, 11]
[14, 3, 9, 5]
[11, 13, 5, 7]
[0, 1, 8, 7]
[12, 10, 5, 13]
[4, 3, 0, 11]
[2, 4, 5, 9]
[1, 3, 12, 9]
[0, 9, 14, 3]
[4, 7, 2, 1]
[9, 14, 12, 4]
[5, 13, 9, 3]
[10, 9, 4, 6]
[12, 14, 2, 4]
[3, 10, 11, 5]
[2, 11, 13, 7]
[0, 10, 14, 8]
[10, 6, 11, 13]
[14, 2, 11, 8]
[1, 7, 12, 8]
[12, 5, 10, 3]
[11, 7, 0, 2]
[13, 7, 9, 8]
[0, 12, 6, 11]
[2, 10, 12, 11]
[5, 0, 2, 7]
[0, 8, 7, 4]
[9, 3, 12, 8]
[0, 12, 3, 7]
[14, 5, 11, 7]
[4, 13, 14, 10]
[10, 6, 7, 4]
[6, 13, 1, 10]
[8, 11, 14, 9]
[10, 9, 0, 11]
[7, 13, 8, 6]
[5, 6, 8, 9]
[7, 3, 4, 5]
[14, 10, 3, 12]
[6, 13, 7, 2]
[11, 10, 6, 14]
[11, 3, 1, 8]
[3, 0, 4, 8]
[6, 5, 12, 3]
[5, 1, 6, 2]
[14, 1, 2, 10]
[6, 1, 0, 10]
[11, 1, 13, 14]
[14, 12, 6, 0]
[14, 9, 8, 12]
[5, 3, 6, 9]
[3, 9, 5, 14]
[8, 9, 12, 2]
[12, 8, 0, 5]
[11, 13, 2, 6]
[12, 2, 10, 13]
[5, 0, 11, 12]
[7, 6, 0, 9]
[10, 14, 0, 6]
[10, 0, 13, 7]
[1, 12, 10, 14]
[14, 12, 3, 10]
[0, 8, 4, 11]
[1, 8, 7, 9]
[5, 14, 13, 10]
[8, 9, 13, 11]
[13, 1, 0, 9]
[12, 5, 2, 10]
[10, 14, 2, 8]
[11, 8, 6, 7]
[11, 10, 5, 9]
[5, 3, 7, 13]
[2, 8, 1, 14]
[12, 3, 6, 5]
[3, 14, 1, 11]
[5, 2, 1, 3]
[2, 7, 13, 5]
[7, 3, 13, 2]
[0, 7, 13, 1]
[9, 11, 6, 3]
[2, 1, 9, 4]
[4, 6, 5, 14]
[5, 0, 4, 6]
[5, 1, 9, 0]
[10, 8, 11, 2]
[0, 8, 9, 12]
[11, 0, 7, 10]
[8, 12, 9, 0]
[14, 1, 3, 10]
[1, 2, 0, 6]
[9, 10, 8, 11]
[0, 11, 12, 7]
[2, 13, 14, 9]
[6, 14, 9, 8]
[10, 7, 6, 2]
[14, 11, 8, 6]
[5, 11, 12, 6]
[6, 4, 14, 2]
[2, 9, 7, 10]
[2, 1, 11, 8]
[2, 8, 5, 11]
[4, 6, 14, 9]
