P1,P2,...,Pn
[11, 12, 5, 1, 7]
[6, 3, 2, 10, 14]
[10, 11, 6, 3, 14]
[9, 12, 6, 11, 8]
[2, 11, 7, 5, 13]
[12, 1, 10, 7, 3]
[2, 5, 6, 11, 4]
[9, 6, 5, 8, 1]
[14, 9, 11, 2, 3]
[8, 14, 10, 4, 9]
[10, 9, 5, 14, 3]
[14, 8, 12, 7, 5]
[13, 8, 4, 9, 7]
[11, 14, 1, 2, 9]
[2, 12, 6, 13, 1]
[9, 8, 11, 3, 7]
[5, 8, 11, 1, 14]
[11, 13, 9, 0, 1]
[10, 6, 3, 0, 4]
[8, 10, 3, 1, 13]
[12, 8, 0, 9, 4]
[6, 8, 4, 14, 3]
[10, 5, 11, 8, 9]
[1, 9, 2, 3, 8]
[8, 10, 2, 1, 6]
[11, 14, 8, 12, 4]
[2, 11, 13, 3, 5]
[6, 9, 14, 2, 5]
[12, 11, 10, 7, 4]
[1, 6, 12, 5, 2]
[11, 1, 10, 5, 0]
[3, 2, 13, 7, 12]
[8, 2, 13, 7, 9]
[10, 11, 1, 7, 6]
[11, 3, 13, 10, 7]
[5, 3, 6, 9, 8]
[13, 8, 10, 11, 5]
[12, 2, 4, 5, 3]
[10, 13, 7, 12, 9]
[2, 1, 11, 7, 0]
[3, 6, 10, 14, 11]
[12, 11, 14, 10, 0]
[5, 1, 7, 0, 2]
[12, 8, 13, 6, 5]
[13, 5, 10, 3, 11]
[10, 5, 13, 12, 14]
[3, 11, 7, 8, 14]
[1, 5, 7, 2, 0]
[14, 2, 5, 12, 9]
[10, 4, 14, 0, 11]
[10, 9, 8, 2, 11]
[2, 3, 13, 9, 6]
[9, 5, 11, 1, 13]
[0, 5, 2, 8, 11]
[2, 13, 10, 11, 9]
[6, 10, 2, 3, 14]
[8, 13, 14, 3, 6]
[5, 13, 14, 9, 2]
[14, 12, 11, 10, 4]
[2, 12, 13, 3, 8]
[8, 5, 3, 9, 14]
[7, 5, 14, 8, 1]
[1, 14, 10, 6, 9]
[9, 10, 11, 5, 8]
[13, 5, 9, 6, 12]
[1, 0, 6, 9, 13]
