P1,P2,...,Pn
[9, 6, 0, 12]
[14, 4, 2, 11]
[3, 2, 14, 10]
[9, 3, 11, 8]
[8, 12, 7, 0]
[7, 12, 1, 8]
[10, 14, 5, 1]
[11, 1, 9, 3]
[5, 7, 11, 1]
[4, 2, 10, 5]
[5, 13, 9, 0]
[6, 7, 0, 5]
[8, 13, 14, 4]
[2, 7, 14, 8]
[8, 3, 12, 10]
[9, 1, 7, 11]
[11, 9, 1, 12]
[10, 9, 4, 2]
[0, 12, 3, 10]
[13, 1, 5, 8]
[12, 11, 0, 4]
[0, 14, 5, 3]
[9, 0, 2, 6]
[0, 10, 9, 8]
[6, 1, 12, 0]
[14, 4, 9, 11]
[13, 4, 0, 8]
[6, 2, 13, 10]
[13, 11, 0, 5]
[4, 0, 3, 11]
[3, 0, 11, 4]
[0, 14, 7, 13]
[1, 5, 9, 6]
[12, 11, 7, 1]
[5, 10, 8, 11]
[8, 14, 3, 5]
[5, 2, 10, 8]
[4, 5, 3, 0]
[0, 8, 13, 6]
[6, 5, 4, 12]
[0, 14, 11, 1]
[0, 13, 7, 1]
[9, 8, 3, 0]
[12, 1, 3, 10]
[11, 13, 14, 10]
[2, 3, 8, 14]
[11, 5, 2, 0]
[13, 0, 3, 9]
[0, 2, 3, 9]
[1, 5, 12, 10]
[10, 12, 2, 7]
[6, 12, 14, 4]
[8, 0, 1, 10]
[12, 13, 1, 3]
[4, 6, 3, 7]
[1, 7, 6, 5]
[0, 4, 8, 1]
[7, 13, 14, 1]
[12, 5, 8, 4]
[4, 6, 3, 13]
[2, 14, 3, 0]
[8, 6, 7, 9]
[5, 6, 2, 11]
[11, 4, 6, 8]
[2, 0, 6, 9]
[8, 1, 9, 7]
[1, 8, 0, 11]
[7, 11, 13, 10]
[6, 10, 11, 0]
[9, 1, 6, 7]
[14, 7, 2, 1]
[5, 1, 7, 8]
[7, 0, 8, 3]
[12, 11, 5, 2]
[6, 13, 5, 8]
[1, 13, 6, 8]
[6, 9, 5, 0]
[6, 14, 2, 11]
[9, 12, 0, 5]
[6, 1, 11, 12]
[11, 9, 14, 5]
[2, 12, 4, 11]
[13, 7, 6, 5]
[11, 3, 14, 5]
[6, 1, 9, 7]
[0, 8, 14, 3]
[13, 0, 2, 4]
[3, 6, 5, 9]
[9, 10, 0, 5]
[12, 3, 9, 8]
[12, 14, 10, 13]
[12, 6, 4, 0]
[3, 14, 1, 11]
[13, 10, 8, 12]
[5, 7, 8, 6]
[1, 4, 13, 7]
[12, 11, 1, 7]
[5, 6, 0, 8]
[1, 5, 9, 4]
[13, 7, 10, 2]
[12, 14, 0, 8]
[14, 6, 0, 8]
[14, 1, 3, 10]
[12, 0, 7, 14]
[9, 11, 4, 1]
[0, 9, 3, 10]
[4, 0, 5, 13]
[6, 13, 1, 11]
[3, 1, 0, 13]
[5, 8, 1, 3]
[7, 4, 14, 5]
[0, 11, 9, 2]
[7, 9, 12, 6]
[6, 4, 10, 0]
[10, 13, 5, 6]
[3, 12, 14, 8]
[12, 10, 9, 0]
[13, 7, 2, 3]
[3, 10, 11, 1]
[0, 14, 1, 3]
[5, 0, 3, 4]
[5, 3, 13, 2]
[5, 2, 1, 7]
[7, 11, 3, 6]
[8, 3, 9, 0]
[12, 1, 14, 11]
[8, 9, 3, 2]
[9, 5, 12, 2]
[11, 6, 7, 8]
[5, 7, 3, 2]
[11, 12, 7, 14]
[12, 7, 8, 11]
[1, 10, 7, 6]
[7, 9, 0, 8]
[0, 3, 7, 9]
[7, 10, 13, 4]
[8, 2, 9, 11]
[11, 10, 4, 8]
[5, 14, 9, 12]
[12, 7, 3, 8]
[2, 3, 11, 6]
[2, 9, 0, 13]
[11, 8, 10, 12]
[0, 12, 4, 3]
[5, 0, 1, 7]
[8, 7, 3, 5]
[5, 9, 1, 0]
[2, 6, 5, 3]
[1, 10, 9, 6]
[6, 10, 5, 3]
[12, 4, 3, 9]
[12, 11, 3, 0]
[3, 6, 13, 8]
[8, 3, 7, 14]
[14, 4, 5, 2]
[7, 12, 3, 14]
[3, 11, 7, 14]
[14, 7, 4, 0]
[7, 0, 1, 5]
[6, 2, 5, 0]
[0, 6, 7, 3]
[2, 8, 4, 6]
[1, 8, 3, 7]
[0, 8, 1, 11]
[6, 13, 3, 4]
[7, 13, 4, 12]
[5, 2, 10, 13]
[1, 8, 3, 7]
[5, 3, 2, 11]
[6, 14, 1, 9]
[12, 3, 9, 7]
[10, 5, 12, 9]
[3, 7, 10, 9]
[12, 8, 11, 0]
[12, 4, 2, 7]
[7, 8, 4, 9]
[14, 4, 2, 9]
[12, 7, 5, 10]
[14, 0, 1, 10]
[9, 13, 0, 10]
[8, 10, 1, 7]
[8, 3, 12, 9]
[13, 0, 10, 12]
[12, 5, 9, 14]
[12, 6, 4, 10]
[1, 4, 12, 9]
[8, 12, 9, 14]
[10, 14, 1, 7]
[4, 12, 10, 13]
[1, 7, 10, 2]
[12, 14, 1, 5]
[9, 4, 6, 0]
[7, 3, 9, 5]
[9, 14, 8, 2]
[12, 9, 14, 5]
[14, 13, 8, 5]
[14, 10, 11, 13]
[13, 5, 4, 11]
[5, 2, 14, 8]
[9, 6, 3, 12]
[13, 6, 11, 0]
[4, 14, 11, 5]
[10, 0, 8, 11]
[7, 10, 0, 14]
[2, 0, 6, 10]
[9, 2, 10, 4]
[9, 6, 13, 12]
[4, 13, 14, 8]
[6, 14, 10, 0]
[5, 8, 12, 2]
[7, 2, 11, 10]
[4, 8, 2, 0]
[1, 9, 7, 2]
[7, 13, 2, 10]
[0, 1, 13, 6]
[0, 3, 12, 13]
[13, 3, 4, 8]
[13, 6, 2, 11]
[6, 2, 13, 1]
[1, 14, 2, 11]
[14, 11, 9, 0]
[5, 8, 14, 1]
[8, 0, 4, 1]
[4, 3, 13, 8]
[11, 12, 5, 13]
[14, 5, 1, 3]
[3, 4, 11, 7]
[0, 1, 10, 7]
[3, 0, 9, 13]
[14, 12, 9, 3]
[10, 4, 12, 3]
[4, 14, 13, 10]
[12, 9, 5, 10]
[11, 10, 3, 6]
[4, 10, 12, 11]
[14, 1, 11, 5]
[11, 1, 13, 0]
[8, 3, 2, 7]
[13, 0, 7, 9]
[14, 9, 7, 3]
[4, 7, 11, 13]
[7, 14, 10, 9]
