P1,P2,...,Pn
[6, 10, 9, 11]
[13, 7, 1, 10]
[11, 14, 0, 7]
[1, 12, 2, 3]
[4, 9, 3, 10]
[4, 7, 0, 14]
[4, 6, 5, 8]
[1, 4, 8, 2]
[8, 10, 6, 12]
[0, 6, 7, 1]
[14, 10, 6, 12]
[10, 13, 14, 3]
[0, 14, 7, 5]
[5, 3, 8, 11]
[2, 3, 8, 6]
[3, 12, 14, 0]
[7, 14, 1, 13]
[4, 0, 2, 3]
[4, 14, 11, 12]
[11, 10, 7, 9]
[3, 11, 8, 5]
[13, 14, 5, 2]
[0, 5, 4, 1]
[4, 3, 12, 0]
[9, 2, 4, 13]
[9, 6, 4, 11]
[3, 6, 12, 0]
[3, 5, 7, 4]
[1, 0, 3, 10]
[11, 3, 12, 8]
[8, 5, 4, 13]
[0, 11, 5, 3]
[4, 14, 12, 7]
[1, 6, 13, 7]
[5, 6, 12, 7]
[11, 13, 2, 12]
[4, 9, 2, 13]
[14, 3, 9, 4]
[1, 11, 5, 12]
[14, 3, 8, 12]
[1, 6, 10, 12]
[2, 3, 1, 13]
[3, 7, 2, 12]
[14, 8, 6, 9]
[1, 7, 3, 2]
[2, 8, 3, 6]
[1, 13, 4, 3]
[8, 10, 5, 9]
[8, 1, 9, 4]
[1, 14, 7, 6]
[14, 4, 5, 13]
[11, 6, 9, 13]
[9, 3, 10, 8]
[2, 14, 9, 12]
[14, 8, 13, 12]
[8, 5, 6, 9]
[5, 11, 13, 14]
[11, 12, 13, 3]
[2, 14, 4, 9]
[8, 11, 3, 9]
[6, 9, 11, 1]
[13, 6, 5, 10]
[8, 0, 7, 3]
[1, 0, 14, 5]
[14, 5, 1, 3]
[13, 0, 6, 9]
[10, 13, 2, 5]
[4, 10, 3, 6]
[6, 12, 1, 11]
[13, 4, 8, 10]
[12, 3, 5, 0]
[6, 0, 10, 7]
[10, 8, 7, 12]
[12, 1, 14, 13]
[1, 0, 12, 5]
[10, 7, 12, 14]
[3, 8, 0, 13]
[5, 13, 6, 8]
[6, 13, 0, 12]
[0, 1, 10, 4]
[0, 8, 12, 2]
[7, 3, 12, 0]
[8, 0, 1, 4]
[6, 13, 1, 9]
[1, 0, 2, 6]
[10, 8, 1, 0]
[3, 13, 10, 9]
[7, 9, 14, 10]
[9, 5, 2, 10]
[10, 6, 8, 3]
[9, 11, 14, 0]
[0, 3, 2, 4]
[8, 2, 0, 11]
[2, 11, 1, 5]
[0, 14, 3, 9]
[7, 12, 9, 3]
[10, 1, 5, 14]
[1, 7, 13, 4]
[0, 6, 3, 2]
[6, 12, 10, 8]
[1, 3, 5, 8]
[4, 10, 2, 6]
[13, 1, 14, 4]
[13, 7, 14, 11]
[11, 14, 10, 4]
[5, 12, 11, 7]
[14, 1, 5, 3]
[1, 5, 13, 2]
[8, 10, 6, 9]
[7, 1, 2, 8]
[3, 8, 13, 11]
[3, 12, 11, 13]
[14, 11, 7, 13]
[2, 4, 0, 7]
[1, 4, 0, 5]
[14, 4, 6, 9]
[7, 4, 2, 12]
[8, 13, 5, 12]
[5, 9, 4, 14]
