P1,P2,...,Pn
[2, 11, 4, 3]
[6, 8, 9, 13]
[0, 11, 4, 9]
[2, 12, 13, 4]
[13, 0, 10, 1]
[5, 8, 14, 2]
[12, 4, 6, 13]
[4, 7, 13, 3]
[5, 12, 14, 11]
[1, 14, 8, 4]
[8, 2, 5, 1]
[14, 2, 12, 4]
[5, 11, 6, 14]
[7, 11, 9, 0]
[5, 9, 4, 10]
[12, 0, 10, 3]
[11, 2, 10, 7]
[5, 11, 7, 6]
[13, 6, 2, 0]
[2, 5, 3, 0]
[8, 10, 1, 0]
[2, 7, 9, 6]
[14, 0, 1, 9]
[4, 8, 1, 14]
[14, 13, 1, 0]
[9, 2, 4, 0]
[6, 0, 12, 9]
[6, 9, 3, 11]
[1, 5, 11, 6]
[11, 6, 14, 9]
[5, 14, 11, 2]
[0, 4, 2, 8]
[2, 4, 0, 8]
[5, 8, 6, 3]
[6, 0, 2, 10]
[10, 0, 6, 3]
[9, 1, 5, 2]
[0, 8, 3, 6]
[5, 14, 1, 7]
[11, 0, 14, 2]
[13, 9, 4, 10]
[0, 10, 14, 8]
[4, 1, 7, 5]
[2, 14, 7, 3]
[12, 5, 10, 1]
[13, 0, 10, 7]
[1, 14, 8, 13]
[12, 8, 13, 11]
[9, 3, 7, 12]
[11, 5, 14, 1]
[14, 1, 9, 4]
[6, 4, 11, 2]
[1, 13, 12, 3]
[7, 4, 11, 5]
[9, 13, 3, 7]
[11, 9, 14, 3]
[5, 10, 3, 1]
[5, 3, 4, 13]
[10, 13, 1, 6]
[4, 10, 7, 8]
[5, 11, 7, 4]
[10, 8, 13, 5]
[14, 4, 7, 10]
[9, 5, 11, 7]
[0, 4, 11, 12]
[3, 7, 13, 9]
[3, 7, 11, 2]
[10, 4, 6, 1]
[3, 7, 6, 8]
[8, 10, 11, 13]
[3, 0, 2, 8]
[4, 12, 10, 7]
[5, 8, 9, 14]
[12, 1, 0, 8]
[0, 13, 9, 6]
[13, 8, 1, 7]
[11, 4, 12, 3]
[11, 3, 8, 9]
[10, 13, 0, 1]
[6, 11, 13, 10]
[10, 6, 3, 14]
[5, 13, 3, 0]
[10, 9, 0, 8]
[0, 13, 11, 8]
[5, 11, 12, 3]
[11, 6, 0, 8]
[12, 2, 13, 3]
[13, 12, 0, 3]
[13, 3, 14, 7]
[5, 4, 3, 9]
[0, 6, 12, 9]
[12, 10, 14, 7]
[3, 13, 8, 1]
[4, 9, 1, 12]
[11, 7, 1, 3]
[11, 8, 13, 5]
[0, 3, 13, 2]
[13, 6, 2, 5]
[8, 4, 6, 5]
[13, 12, 3, 0]
[13, 0, 9, 12]
[14, 0, 3, 11]
[4, 5, 2, 13]
[7, 11, 3, 4]
[7, 5, 12, 4]
[5, 7, 3, 8]
[8, 11, 13, 2]
[10, 3, 12, 0]
[4, 6, 11, 13]
[9, 0, 12, 13]
[4, 8, 5, 10]
[11, 1, 3, 14]
[11, 1, 7, 12]
[6, 5, 11, 1]
[0, 13, 10, 1]
[8, 11, 7, 13]
[5, 10, 0, 11]
[1, 9, 4, 3]
[3, 9, 6, 10]
[9, 14, 7, 4]
[3, 14, 13, 8]
[14, 11, 13, 8]
[3, 7, 4, 5]
[1, 7, 6, 10]
[5, 13, 14, 3]
[14, 5, 3, 4]
[14, 4, 6, 0]
[3, 10, 13, 9]
[9, 2, 6, 10]
[8, 7, 13, 11]
[10, 3, 8, 9]
[8, 7, 14, 13]
[1, 9, 5, 14]
[4, 2, 9, 10]
[13, 4, 8, 3]
[1, 4, 2, 10]
[14, 0, 11, 10]
[14, 8, 13, 5]
[0, 3, 11, 12]
[7, 10, 14, 12]
[8, 14, 13, 2]
[2, 7, 0, 14]
[9, 6, 0, 10]
[2, 11, 3, 9]
[10, 3, 7, 4]
[4, 13, 11, 7]
[3, 12, 8, 6]
[13, 10, 4, 14]
[5, 10, 12, 1]
[6, 12, 1, 3]
[8, 13, 5, 0]
[11, 0, 14, 6]
[2, 1, 0, 9]
[9, 14, 3, 11]
[5, 8, 13, 0]
[5, 3, 4, 11]
[6, 10, 8, 0]
[2, 9, 3, 14]
[10, 1, 12, 14]
[9, 2, 12, 1]
[1, 7, 11, 9]
[6, 9, 4, 3]
[14, 5, 2, 6]
[3, 8, 14, 10]
[3, 9, 10, 11]
[4, 0, 3, 8]
[2, 14, 8, 4]
[10, 9, 1, 5]
[8, 13, 4, 9]
[8, 3, 12, 14]
[3, 12, 2, 10]
[10, 0, 3, 4]
[7, 13, 2, 1]
[2, 13, 1, 6]
[13, 1, 11, 5]
[10, 11, 9, 3]
[0, 14, 5, 13]
[11, 8, 7, 12]
[7, 8, 6, 14]
[9, 6, 4, 14]
[0, 5, 7, 10]
[13, 7, 1, 0]
[7, 8, 14, 5]
[14, 12, 5, 0]
[13, 14, 9, 12]
[11, 0, 12, 13]
[14, 4, 0, 7]
[4, 6, 13, 3]
[5, 8, 12, 11]
[4, 13, 9, 1]
[12, 2, 11, 8]
[2, 1, 9, 8]
[0, 5, 1, 2]
[9, 5, 8, 13]
[2, 14, 13, 5]
[7, 13, 2, 5]
[2, 14, 9, 4]
[10, 8, 3, 14]
[1, 2, 12, 0]
[1, 12, 14, 6]
[12, 6, 10, 11]
[13, 10, 9, 11]
[10, 11, 8, 7]
[0, 7, 1, 9]
[1, 8, 13, 3]
[9, 0, 11, 5]
[1, 2, 9, 7]
[1, 9, 0, 11]
[5, 10, 9, 8]
[10, 4, 3, 5]
[0, 12, 10, 6]
[0, 3, 12, 9]
[8, 2, 4, 7]
[5, 2, 4, 1]
[12, 11, 4, 13]
[14, 3, 7, 9]
[7, 2, 4, 3]
[9, 14, 5, 12]
[12, 3, 14, 7]
[13, 9, 5, 6]
[8, 5, 4, 10]
[3, 12, 8, 6]
[9, 3, 2, 10]
[6, 13, 7, 11]
[1, 6, 11, 12]
[1, 9, 6, 5]
[2, 12, 0, 14]
[4, 14, 7, 1]
[4, 7, 11, 2]
[8, 0, 7, 9]
[4, 6, 14, 8]
[2, 5, 4, 11]
[3, 13, 2, 11]
[2, 13, 11, 8]
[0, 9, 3, 10]
