P1,P2,...,Pn
[9, 11, 7, 8]
[14, 2, 12, 13]
[14, 4, 1, 0]
[1, 9, 3, 13]
[5, 13, 8, 9]
[7, 12, 5, 11]
[1, 11, 9, 10]
[3, 12, 11, 8]
[0, 7, 5, 4]
[9, 12, 0, 11]
[9, 5, 12, 10]
[12, 2, 4, 1]
[5, 1, 14, 0]
[12, 8, 13, 2]
[9, 10, 11, 14]
[1, 4, 0, 7]
[12, 1, 5, 2]
[14, 12, 1, 7]
[4, 12, 11, 0]
[9, 6, 10, 13]
[8, 1, 4, 5]
[1, 13, 8, 2]
[9, 13, 2, 3]
[6, 10, 4, 7]
[5, 13, 4, 11]
[7, 12, 6, 11]
[1, 13, 2, 0]
[10, 3, 6, 11]
[5, 0, 7, 13]
[0, 2, 6, 11]
[11, 9, 12, 4]
[13, 12, 6, 10]
[6, 5, 13, 14]
[7, 8, 4, 2]
[1, 14, 0, 10]
[2, 5, 4, 14]
[13, 6, 9, 12]
[2, 3, 7, 14]
[12, 0, 8, 1]
[7, 4, 14, 6]
[7, 5, 1, 9]
[7, 2, 0, 13]
[12, 4, 11, 3]
[1, 2, 7, 9]
[0, 10, 9, 5]
[2, 7, 14, 10]
[12, 1, 6, 7]
[10, 12, 1, 6]
[6, 5, 0, 4]
[14, 12, 10, 11]
[12, 10, 0, 8]
[1, 11, 6, 0]
[13, 6, 2, 3]
[0, 9, 6, 3]
[9, 1, 14, 0]
[8, 9, 4, 11]
[5, 14, 7, 10]
[10, 13, 5, 11]
[4, 8, 2, 14]
[10, 12, 11, 2]
[2, 3, 14, 13]
[6, 2, 13, 7]
[3, 2, 11, 7]
[8, 13, 5, 12]
[7, 0, 10, 6]
[14, 1, 10, 4]
[13, 2, 5, 9]
[2, 14, 9, 0]
[8, 0, 2, 3]
[0, 14, 6, 3]
[5, 8, 6, 13]
[3, 6, 9, 10]
[14, 9, 12, 3]
[3, 11, 7, 0]
[8, 9, 11, 7]
[13, 8, 5, 9]
[7, 1, 9, 10]
[2, 5, 7, 11]
[7, 0, 13, 11]
[12, 2, 7, 4]
[2, 9, 11, 1]
[7, 2, 1, 6]
[9, 8, 2, 12]
[0, 9, 7, 5]
[14, 9, 6, 4]
[2, 4, 3, 11]
[11, 3, 2, 12]
[1, 13, 7, 10]
[14, 8, 7, 11]
[5, 6, 8, 7]
[3, 8, 6, 2]
[14, 13, 11, 8]
[7, 13, 12, 2]
[11, 9, 3, 12]
[3, 12, 10, 7]
[5, 1, 9, 13]
[5, 9, 1, 10]
[0, 14, 3, 8]
[6, 11, 12, 9]
[8, 0, 3, 2]
[11, 5, 1, 12]
[0, 14, 7, 3]
[11, 9, 5, 8]
[5, 8, 6, 12]
[13, 11, 3, 14]
[11, 1, 0, 2]
[12, 9, 13, 0]
[8, 3, 1, 14]
[1, 8, 13, 3]
[8, 10, 2, 5]
[0, 3, 10, 9]
[1, 2, 6, 7]
[11, 4, 12, 7]
[10, 9, 14, 7]
[1, 7, 0, 11]
[7, 4, 0, 13]
[12, 2, 10, 7]
[0, 13, 11, 7]
[14, 0, 4, 13]
[7, 12, 9, 13]
[7, 13, 9, 4]
[7, 2, 11, 13]
[7, 4, 5, 10]
[4, 10, 11, 5]
[2, 4, 10, 13]
[14, 7, 5, 3]
[0, 10, 8, 1]
[7, 9, 8, 0]
[10, 14, 2, 1]
[4, 0, 7, 5]
[11, 1, 4, 12]
[12, 8, 14, 3]
[2, 11, 0, 13]
[10, 0, 14, 6]
[4, 5, 7, 10]
[2, 13, 14, 8]
[12, 10, 0, 1]
[3, 2, 5, 11]
[4, 2, 0, 1]
[3, 0, 5, 1]
[8, 2, 13, 11]
[6, 13, 1, 14]
[5, 6, 2, 10]
[5, 1, 10, 11]
[6, 8, 4, 11]
[6, 3, 1, 8]
[11, 7, 12, 9]
[8, 2, 14, 9]
[8, 12, 10, 7]
[11, 7, 0, 4]
[0, 9, 10, 3]
[4, 14, 0, 9]
[8, 10, 4, 0]
[14, 0, 9, 13]
[9, 1, 2, 10]
[5, 10, 9, 13]
[14, 0, 4, 8]
[14, 8, 3, 10]
[13, 12, 2, 4]
[3, 13, 8, 5]
[9, 13, 12, 14]
[4, 2, 6, 0]
[3, 0, 11, 14]
[9, 2, 10, 4]
[8, 4, 12, 11]
[12, 0, 1, 4]
[8, 9, 6, 1]
[3, 8, 11, 9]
[8, 12, 4, 3]
[3, 6, 12, 11]
