P1,P2,...,Pn
[3, 9, 5, 7, 4]
[6, 11, 0, 14, 5]
[10, 14, 2, 7, 12]
[3, 12, 14, 1, 8]
[0, 14, 3, 8, 4]
[6, 10, 14, 7, 9]
[13, 11, 4, 6, 1]
[14, 10, 11, 5, 4]
[1, 5, 0, 7, 12]
[10, 9, 13, 6, 8]
[6, 14, 10, 3, 2]
[7, 10, 12, 11, 3]
[10, 11, 0, 13, 9]
[2, 12, 14, 6, 11]
[14, 7, 12, 10, 1]
[13, 6, 1, 8, 14]
[5, 10, 0, 11, 7]
[3, 7, 4, 5, 12]
[0, 3, 4, 13, 8]
[7, 6, 4, 8, 0]
[12, 9, 8, 2, 14]
[4, 13, 11, 9, 8]
[12, 6, 4, 7, 2]
[1, 6, 11, 4, 8]
[2, 4, 6, 10, 11]
[4, 9, 6, 0, 7]
[11, 10, 4, 8, 0]
[11, 4, 14, 7, 0]
[0, 5, 12, 7, 2]
[9, 6, 1, 5, 0]
[9, 1, 3, 13, 5]
[5, 10, 4, 11, 14]
[8, 6, 4, 10, 7]
[2, 14, 8, 11, 0]
[12, 3, 4, 11, 9]
[14, 6, 0, 13, 10]
[8, 3, 11, 4, 1]
[12, 6, 3, 4, 2]
[11, 6, 2, 14, 10]
[2, 13, 14, 0, 8]
[14, 5, 9, 2, 8]
[3, 7, 4, 5, 0]
[9, 6, 14, 13, 10]
[14, 10, 3, 4, 13]
[10, 3, 7, 12, 2]
[5, 12, 7, 8, 4]
[13, 9, 4, 8, 3]
[0, 3, 9, 10, 14]
[10, 6, 5, 11, 13]
[13, 0, 11, 14, 12]
[1, 0, 13, 3, 5]
[2, 10, 11, 14, 7]
[11, 2, 8, 6, 9]
[9, 11, 4, 6, 10]
[8, 6, 11, 14, 10]
[7, 3, 12, 13, 6]
[7, 3, 1, 5, 13]
[3, 14, 1, 11, 7]
[12, 13, 10, 7, 0]
[4, 3, 7, 0, 14]
[14, 11, 4, 1, 0]
[0, 2, 1, 7, 8]
[0, 3, 8, 5, 7]
[13, 1, 12, 4, 11]
[13, 1, 3, 12, 7]
[6, 9, 4, 13, 12]
[11, 14, 12, 13, 9]
[3, 4, 8, 14, 5]
[14, 1, 6, 2, 11]
[2, 10, 1, 0, 8]
[12, 8, 9, 2, 13]
[2, 11, 5, 13, 9]
[3, 14, 11, 5, 13]
[14, 8, 7, 2, 4]
[0, 4, 9, 6, 1]
[3, 0, 9, 8, 6]
[6, 14, 1, 11, 2]
[7, 12, 3, 1, 11]
[0, 12, 13, 14, 7]
[14, 9, 4, 11, 2]
[8, 4, 12, 13, 2]
[4, 3, 6, 1, 2]
[0, 4, 14, 7, 10]
[9, 4, 6, 11, 3]
[4, 3, 0, 8, 11]
