P1,P2,...,Pn
[0, 10, 2, 11]
[7, 0, 1, 9]
[4, 8, 12, 5]
[9, 0, 5, 1]
[12, 0, 13, 10]
[4, 2, 5, 8]
[5, 6, 4, 10]
[5, 13, 2, 6]
[3, 0, 5, 8]
[6, 14, 8, 1]
[0, 3, 8, 7]
[1, 6, 0, 5]
[7, 11, 13, 5]
[12, 3, 1, 7]
[10, 2, 3, 13]
[13, 2, 12, 4]
[10, 5, 9, 12]
[0, 8, 12, 9]
[10, 14, 8, 6]
[9, 1, 13, 7]
[11, 5, 4, 13]
[3, 5, 0, 1]
[12, 5, 7, 13]
[2, 5, 1, 13]
[11, 14, 6, 7]
[10, 9, 14, 5]
[12, 14, 4, 3]
[2, 4, 14, 12]
[11, 2, 9, 3]
[14, 0, 2, 3]
[7, 2, 13, 10]
[14, 4, 13, 10]
[2, 14, 13, 1]
[14, 5, 10, 12]
[9, 6, 0, 5]
[12, 11, 13, 6]
[13, 0, 10, 5]
[7, 2, 3, 1]
[4, 2, 9, 5]
[2, 3, 12, 7]
[7, 5, 14, 12]
[9, 4, 5, 11]
[2, 0, 5, 9]
[10, 1, 13, 12]
[12, 3, 4, 7]
[7, 13, 2, 0]
[3, 11, 6, 10]
[6, 5, 9, 11]
[0, 10, 13, 7]
[14, 4, 1, 2]
[0, 12, 1, 14]
[9, 11, 10, 3]
[11, 9, 1, 8]
[8, 9, 13, 3]
[3, 11, 8, 10]
[10, 8, 11, 0]
[9, 0, 14, 3]
[3, 5, 12, 14]
[13, 1, 6, 14]
[9, 12, 2, 14]
[3, 7, 5, 0]
[1, 4, 14, 5]
[7, 2, 4, 6]
[9, 8, 14, 4]
[12, 2, 4, 8]
[6, 5, 8, 0]
[11, 7, 6, 1]
[6, 3, 7, 1]
[3, 6, 9, 1]
[6, 9, 3, 14]
[7, 12, 13, 4]
[9, 12, 3, 2]
[11, 14, 7, 2]
[12, 8, 0, 4]
[9, 0, 10, 12]
[0, 8, 7, 1]
[1, 14, 9, 7]
[5, 8, 3, 4]
[7, 1, 0, 4]
[6, 3, 5, 14]
[1, 6, 13, 9]
[9, 7, 10, 8]
[5, 14, 3, 2]
[7, 3, 5, 4]
[0, 5, 4, 1]
[13, 5, 9, 7]
[13, 9, 0, 6]
[5, 0, 12, 10]
[13, 2, 4, 5]
[10, 0, 1, 7]
[2, 13, 1, 12]
[14, 5, 9, 2]
[3, 11, 5, 4]
[3, 10, 4, 7]
[12, 6, 5, 9]
[0, 3, 6, 10]
[13, 14, 3, 2]
[0, 11, 5, 4]
[13, 1, 0, 10]
[6, 7, 3, 12]
[3, 12, 4, 9]
[14, 5, 6, 2]
[4, 5, 11, 1]
[13, 10, 4, 3]
[8, 2, 1, 14]
[5, 2, 0, 9]
