P1,P2,...,Pn
[10, 0, 1, 13, 8]
[5, 8, 13, 0, 10]
[8, 3, 13, 4, 0]
[13, 11, 9, 8, 2]
[9, 7, 6, 11, 12]
[1, 10, 6, 3, 11]
[0, 6, 5, 2, 4]
[13, 7, 12, 14, 6]
[5, 12, 7, 4, 8]
[0, 12, 8, 3, 4]
[12, 3, 10, 1, 4]
[7, 13, 9, 0, 6]
[2, 7, 6, 5, 8]
[3, 0, 11, 4, 8]
[14, 2, 0, 13, 10]
[6, 3, 8, 5, 14]
[2, 5, 1, 3, 11]
[2, 9, 3, 7, 4]
[11, 5, 0, 3, 12]
[14, 12, 0, 2, 11]
[14, 7, 8, 2, 11]
[7, 13, 14, 8, 2]
[2, 1, 4, 9, 11]
[0, 8, 6, 7, 4]
[0, 10, 5, 11, 3]
[4, 3, 13, 7, 5]
[2, 11, 8, 14, 7]
[10, 8, 4, 6, 13]
[7, 4, 13, 5, 11]
[10, 8, 1, 14, 11]
[10, 0, 2, 8, 4]
[12, 8, 10, 2, 9]
[0, 5, 2, 12, 3]
[8, 10, 3, 14, 5]
[12, 11, 4, 2, 9]
[8, 1, 9, 10, 13]
[12, 13, 11, 4, 6]
[4, 1, 5, 13, 2]
[4, 6, 9, 11, 3]
[9, 6, 1, 5, 7]
[11, 1, 2, 5, 7]
[13, 9, 0, 7, 14]
[9, 5, 4, 10, 13]
[13, 2, 14, 6, 11]
[11, 8, 4, 5, 1]
[2, 14, 9, 5, 11]
[5, 2, 9, 1, 3]
[13, 8, 10, 11, 9]
[6, 9, 12, 2, 7]
[14, 11, 2, 1, 9]
[9, 7, 12, 1, 11]
[1, 13, 10, 7, 8]
[11, 0, 12, 4, 2]
[7, 0, 13, 6, 1]
[2, 10, 11, 7, 12]
[12, 5, 9, 0, 8]
[3, 5, 0, 8, 2]
[1, 11, 13, 5, 6]
[6, 4, 13, 12, 0]
[4, 1, 14, 10, 12]
[0, 13, 4, 10, 11]
[1, 2, 5, 4, 9]
[3, 11, 8, 2, 6]
[7, 9, 6, 10, 1]
[7, 11, 10, 14, 12]
[5, 8, 11, 4, 0]
[8, 4, 6, 11, 14]
[0, 13, 8, 10, 5]
[4, 2, 14, 7, 8]
[6, 3, 14, 1, 2]
[7, 5, 9, 6, 12]
[2, 12, 14, 11, 3]
[11, 4, 2, 13, 3]
[9, 7, 0, 2, 10]
[7, 13, 2, 5, 3]
[14, 10, 7, 13, 9]
[13, 12, 11, 4, 3]
[0, 3, 8, 7, 2]
[14, 13, 11, 8, 4]
[7, 0, 4, 12, 9]
[14, 4, 12, 6, 2]
[3, 14, 9, 10, 12]
[8, 10, 5, 6, 7]
[0, 12, 6, 7, 4]
[13, 5, 12, 11, 14]
[8, 2, 5, 11, 7]
[2, 4, 0, 14, 10]
[4, 3, 9, 5, 10]
[1, 6, 9, 11, 5]
[5, 10, 2, 0, 11]
[0, 10, 6, 13, 2]
[4, 3, 5, 7, 13]
[12, 1, 4, 9, 13]
[8, 5, 0, 1, 12]
[13, 4, 14, 12, 3]
[8, 4, 12, 11, 13]
[12, 10, 3, 8, 0]
[1, 0, 4, 13, 2]
[11, 3, 7, 2, 8]
[4, 12, 2, 1, 10]
[1, 5, 7, 13, 4]
[14, 0, 2, 3, 8]
[5, 10, 13, 3, 14]
[3, 0, 2, 4, 11]
[7, 0, 12, 6, 2]
[14, 13, 7, 0, 5]
[9, 6, 13, 3, 0]
[0, 9, 8, 2, 13]
[13, 11, 1, 7, 10]
[9, 0, 1, 5, 10]
[11, 1, 0, 4, 9]
[0, 13, 12, 3, 9]
[9, 5, 3, 2, 4]
[2, 9, 6, 13, 10]
[14, 9, 2, 8, 3]
[6, 9, 11, 5, 8]
[8, 4, 14, 11, 9]
[13, 10, 6, 14, 0]
[10, 3, 14, 5, 9]
[3, 8, 13, 5, 11]
[14, 13, 12, 4, 0]
[3, 2, 4, 0, 12]
[14, 11, 7, 2, 6]
[6, 4, 0, 14, 8]
[1, 10, 7, 8, 14]
[14, 1, 3, 12, 0]
[12, 14, 9, 10, 13]
[9, 13, 3, 2, 0]
[8, 7, 5, 4, 10]
[6, 13, 1, 8, 9]
[5, 13, 1, 3, 7]
[0, 9, 13, 10, 3]
[8, 5, 14, 11, 10]
[10, 11, 7, 12, 6]
[9, 4, 1, 2, 11]
[1, 8, 14, 5, 3]
[12, 4, 10, 13, 0]
