P1,P2,...,Pn
[7, 14, 4, 10, 6]
[7, 9, 2, 0, 10]
[13, 10, 3, 5, 1]
[3, 10, 13, 4, 5]
[8, 10, 4, 1, 3]
[14, 2, 4, 9, 12]
[12, 5, 3, 14, 10]
[14, 10, 7, 1, 13]
[0, 8, 7, 6, 4]
[10, 1, 7, 3, 2]
[10, 13, 1, 11, 0]
[9, 8, 6, 11, 12]
[14, 7, 3, 9, 0]
[3, 1, 12, 9, 10]
[2, 8, 11, 6, 0]
[12, 11, 8, 2, 6]
[12, 1, 4, 6, 8]
[0, 6, 7, 14, 13]
[11, 10, 8, 14, 1]
[4, 10, 5, 14, 2]
[4, 13, 0, 14, 6]
[4, 14, 2, 11, 7]
[9, 12, 4, 14, 2]
[12, 8, 2, 10, 6]
[0, 9, 12, 8, 11]
[12, 3, 9, 7, 11]
[1, 14, 12, 11, 13]
[2, 13, 10, 9, 12]
[1, 0, 7, 3, 13]
[2, 6, 1, 10, 0]
[14, 7, 2, 13, 3]
[4, 12, 14, 0, 11]
[9, 4, 3, 6, 1]
[7, 9, 1, 13, 4]
[5, 3, 11, 8, 14]
[10, 4, 13, 9, 5]
[5, 10, 1, 12, 0]
[1, 10, 14, 6, 9]
[3, 2, 1, 9, 11]
[12, 1, 10, 8, 14]
[9, 2, 7, 6, 10]
[4, 10, 8, 12, 1]
[5, 1, 11, 4, 8]
[9, 7, 3, 14, 13]
[1, 8, 5, 2, 13]
[5, 14, 9, 4, 13]
[12, 7, 6, 2, 8]
[0, 11, 10, 8, 1]
[7, 14, 4, 3, 2]
[11, 9, 7, 6, 3]
[3, 0, 8, 5, 12]
[8, 1, 11, 5, 4]
[5, 10, 13, 6, 7]
[9, 1, 6, 7, 14]
[12, 11, 1, 6, 3]
[8, 2, 0, 9, 3]
[11, 5, 8, 10, 13]
[7, 4, 8, 6, 9]
[1, 2, 7, 14, 0]
[4, 14, 10, 6, 8]
[13, 6, 11, 3, 4]
[9, 2, 3, 10, 6]
[2, 13, 6, 10, 14]
[13, 3, 0, 9, 1]
[8, 1, 5, 13, 14]
[10, 3, 11, 12, 0]
[3, 7, 6, 14, 10]
[1, 11, 2, 8, 5]
[10, 13, 5, 7, 4]
[6, 10, 4, 5, 3]
[14, 6, 12, 5, 9]
[7, 9, 10, 11, 13]
[1, 7, 13, 11, 6]
[10, 9, 4, 0, 1]
[1, 9, 10, 4, 14]
[12, 11, 10, 2, 13]
[11, 5, 8, 13, 0]
[7, 4, 5, 3, 9]
[7, 3, 5, 11, 4]
[8, 11, 5, 14, 4]
[6, 8, 14, 5, 0]
[6, 8, 2, 13, 10]
[10, 3, 11, 0, 9]
[6, 8, 2, 7, 0]
[3, 12, 2, 9, 5]
[1, 4, 11, 9, 14]
[6, 2, 9, 10, 13]
[2, 10, 1, 6, 14]
[14, 11, 2, 6, 7]
[13, 10, 5, 8, 0]
[10, 3, 13, 6, 12]
[7, 8, 9, 2, 5]
[13, 14, 0, 10, 6]
[10, 11, 14, 6, 3]
[0, 12, 13, 2, 6]
[1, 7, 0, 14, 12]
[11, 5, 4, 6, 9]
[14, 7, 13, 11, 3]
[6, 11, 1, 4, 14]
[8, 7, 14, 0, 1]
[1, 12, 6, 11, 14]
[0, 9, 14, 7, 3]
[7, 14, 8, 0, 5]
[13, 1, 3, 5, 9]
[9, 6, 8, 13, 2]
[12, 8, 6, 1, 4]
[1, 11, 3, 4, 2]
[2, 7, 6, 5, 9]
[8, 14, 7, 9, 13]
[10, 2, 3, 9, 0]
[2, 13, 1, 6, 14]
[13, 12, 11, 4, 2]
[5, 13, 9, 3, 10]
[2, 0, 10, 5, 14]
[7, 4, 5, 12, 9]
[13, 8, 0, 14, 7]
[7, 11, 9, 2, 4]
[10, 2, 13, 14, 3]
[2, 12, 14, 5, 6]
[13, 1, 10, 6, 3]
[11, 7, 4, 0, 8]
[11, 0, 2, 8, 10]
[0, 5, 9, 8, 11]
[11, 10, 4, 1, 7]
[9, 12, 4, 0, 13]
[13, 10, 0, 3, 12]
[5, 6, 7, 13, 14]
[2, 7, 6, 9, 8]
[14, 8, 9, 6, 5]
[3, 11, 12, 14, 1]
[9, 6, 13, 5, 2]
[2, 6, 11, 0, 1]
[0, 7, 2, 14, 10]
[3, 0, 8, 5, 1]
[12, 8, 7, 0, 11]
[2, 10, 6, 5, 4]
[7, 3, 8, 0, 2]
[0, 11, 2, 6, 10]
[13, 1, 3, 5, 10]
[14, 3, 5, 11, 1]
[1, 7, 6, 9, 2]
[9, 12, 5, 1, 7]
[2, 11, 5, 12, 6]
[7, 9, 10, 12, 6]
[4, 0, 6, 12, 11]
[1, 2, 9, 10, 11]
[9, 4, 12, 7, 11]
[14, 0, 7, 12, 2]
[4, 9, 2, 5, 8]
[5, 1, 8, 4, 9]
[9, 4, 3, 6, 5]
