P1,P2,...,Pn
[6, 9, 0, 14]
[7, 4, 14, 5]
[9, 10, 6, 8]
[1, 10, 7, 0]
[4, 9, 0, 5]
[12, 1, 9, 7]
[5, 6, 1, 12]
[2, 11, 9, 6]
[13, 5, 11, 4]
[1, 6, 2, 9]
[1, 3, 10, 11]
[2, 8, 11, 9]
[10, 0, 11, 14]
[10, 9, 7, 6]
[3, 5, 9, 7]
[3, 5, 13, 12]
[8, 3, 10, 4]
[12, 5, 10, 11]
[7, 4, 11, 12]
[1, 11, 10, 3]
[3, 12, 5, 8]
[4, 0, 7, 11]
[12, 11, 7, 6]
[10, 2, 4, 11]
[11, 14, 7, 8]
[12, 8, 6, 13]
[12, 5, 14, 7]
[7, 3, 8, 12]
[0, 8, 9, 13]
[2, 13, 9, 11]
[11, 4, 0, 14]
[6, 0, 9, 12]
[12, 5, 6, 8]
[6, 1, 8, 11]
[13, 9, 1, 10]
[3, 10, 2, 11]
[1, 6, 14, 12]
[2, 7, 6, 13]
[1, 3, 7, 4]
[14, 6, 4, 11]
[14, 10, 8, 13]
[10, 8, 5, 2]
[9, 12, 11, 7]
[13, 3, 2, 11]
[3, 7, 4, 12]
[1, 3, 4, 6]
[1, 12, 14, 0]
[0, 11, 7, 8]
[7, 14, 13, 8]
[8, 2, 12, 0]
[14, 9, 2, 1]
[1, 4, 3, 2]
[12, 4, 14, 7]
[6, 12, 2, 14]
[9, 4, 1, 11]
[2, 10, 6, 5]
[5, 4, 11, 1]
[6, 10, 12, 4]
[14, 6, 0, 4]
[6, 1, 8, 7]
[10, 9, 7, 11]
[12, 13, 10, 11]
[5, 8, 4, 0]
[0, 6, 5, 7]
[8, 2, 6, 10]
[3, 0, 12, 13]
[11, 12, 5, 6]
[0, 8, 9, 1]
[3, 8, 13, 0]
[13, 6, 12, 5]
[2, 3, 1, 13]
[2, 12, 0, 8]
[7, 4, 10, 11]
[5, 0, 6, 11]
[5, 12, 1, 3]
[7, 12, 9, 8]
[13, 11, 12, 4]
[2, 0, 5, 14]
[2, 4, 11, 7]
[14, 9, 8, 5]
[4, 7, 11, 12]
[4, 11, 2, 0]
[11, 0, 8, 14]
[5, 2, 10, 6]
[12, 9, 4, 3]
[9, 11, 5, 12]
[13, 10, 9, 7]
[10, 9, 6, 3]
[1, 3, 13, 14]
[10, 11, 3, 5]
[2, 7, 11, 6]
[13, 14, 7, 9]
[11, 7, 5, 13]
[0, 1, 11, 13]
[6, 9, 11, 8]
[12, 2, 13, 1]
[9, 10, 0, 8]
[4, 7, 3, 9]
[14, 3, 11, 7]
[14, 11, 4, 0]
[5, 1, 14, 9]
[13, 10, 0, 8]
[7, 1, 14, 9]
[11, 6, 4, 7]
[3, 5, 12, 11]
[5, 4, 6, 2]
[3, 12, 11, 10]
[7, 13, 14, 1]
[9, 13, 3, 4]
[1, 2, 10, 3]
[5, 6, 14, 9]
[1, 14, 6, 13]
[2, 5, 4, 3]
[14, 13, 7, 8]
[7, 8, 13, 1]
[7, 11, 8, 2]
[11, 2, 7, 12]
[11, 9, 3, 1]
[10, 0, 9, 14]
[6, 0, 14, 13]
[14, 2, 13, 11]
[2, 14, 8, 11]
[1, 10, 0, 13]
[5, 0, 11, 12]
[2, 4, 10, 5]
[6, 10, 2, 9]
[12, 3, 9, 5]
[8, 1, 10, 2]
[0, 13, 14, 1]
[1, 0, 7, 10]
[3, 14, 1, 8]
[5, 9, 8, 1]
[10, 7, 6, 12]
[13, 14, 7, 10]
[5, 12, 11, 14]
[14, 0, 5, 2]
[9, 11, 6, 14]
[13, 7, 3, 0]
[2, 13, 0, 11]
[0, 13, 7, 5]
[4, 14, 5, 13]
[9, 12, 10, 4]
[3, 5, 7, 9]
[10, 11, 12, 3]
[13, 14, 0, 6]
[5, 1, 7, 12]
[7, 2, 11, 0]
[5, 8, 11, 6]
[6, 0, 1, 8]
[0, 11, 3, 12]
[11, 0, 12, 13]
[11, 14, 12, 13]
[4, 11, 5, 0]
[2, 4, 12, 7]
[2, 13, 7, 1]
[0, 6, 2, 11]
[7, 13, 14, 5]
[9, 4, 5, 8]
[2, 7, 4, 5]
[3, 14, 2, 10]
[4, 14, 1, 0]
[0, 9, 3, 7]
[11, 10, 13, 7]
[5, 12, 11, 9]
[10, 3, 11, 8]
[3, 10, 9, 8]
[5, 12, 13, 11]
[13, 12, 1, 9]
[14, 4, 5, 12]
[0, 10, 11, 13]
[14, 5, 9, 0]
[5, 10, 8, 11]
[8, 6, 14, 13]
[4, 0, 3, 8]
[0, 13, 7, 10]
[3, 4, 9, 10]
[8, 13, 11, 12]
[0, 7, 8, 3]
[1, 8, 14, 2]
[2, 10, 6, 11]
[11, 7, 8, 0]
[1, 0, 3, 8]
[7, 13, 12, 14]
[10, 12, 4, 3]
