P1,P2,...,Pn
[10, 4, 14, 2, 12]
[11, 8, 10, 12, 9]
[4, 0, 12, 14, 9]
[2, 12, 5, 8, 1]
[8, 5, 13, 7, 11]
[1, 13, 9, 10, 8]
[3, 11, 14, 0, 9]
[14, 0, 2, 11, 6]
[11, 4, 9, 12, 13]
[13, 7, 5, 2, 10]
[3, 14, 2, 1, 13]
[6, 5, 10, 7, 4]
[1, 14, 9, 4, 8]
[13, 10, 1, 6, 9]
[1, 3, 8, 5, 13]
[4, 0, 13, 8, 9]
[4, 12, 9, 14, 7]
[1, 13, 6, 9, 2]
[13, 6, 4, 3, 7]
[14, 9, 11, 10, 4]
[12, 6, 5, 11, 4]
[5, 13, 7, 8, 10]
[4, 1, 14, 5, 6]
[12, 5, 3, 4, 8]
[7, 11, 10, 2, 5]
[1, 6, 11, 2, 13]
[0, 14, 9, 5, 3]
[10, 2, 12, 9, 5]
[4, 3, 11, 8, 14]
[9, 0, 12, 4, 7]
[2, 1, 13, 6, 4]
[1, 6, 11, 7, 2]
[13, 4, 6, 8, 1]
[2, 4, 12, 10, 7]
[8, 0, 6, 10, 2]
[11, 13, 4, 2, 7]
[8, 1, 12, 11, 5]
[9, 8, 13, 4, 1]
[9, 14, 11, 0, 7]
[12, 11, 0, 4, 1]
[12, 13, 3, 0, 10]
[7, 13, 4, 12, 6]
[1, 3, 2, 14, 4]
[5, 12, 7, 11, 2]
[14, 9, 8, 2, 5]
