P1,P2,...,Pn
[7, 1, 0, 8]
[12, 11, 13, 4]
[2, 6, 5, 11]
[12, 1, 7, 10]
[4, 2, 9, 14]
[7, 10, 2, 11]
[1, 7, 14, 13]
[3, 6, 1, 9]
[8, 1, 7, 13]
[5, 7, 12, 0]
[10, 2, 5, 8]
[1, 10, 4, 0]
[11, 12, 10, 9]
[4, 10, 6, 1]
[13, 14, 3, 6]
[4, 5, 1, 7]
[5, 8, 11, 13]
[14, 13, 4, 1]
[7, 2, 8, 3]
[8, 2, 10, 7]
[9, 4, 10, 8]
[7, 8, 12, 14]
[13, 0, 11, 3]
[0, 14, 4, 12]
[3, 6, 9, 5]
[8, 1, 0, 5]
[4, 3, 2, 12]
[2, 8, 13, 4]
[14, 0, 3, 8]
[0, 4, 1, 12]
[13, 5, 9, 3]
[0, 1, 13, 5]
[7, 5, 12, 11]
[8, 1, 0, 5]
[4, 5, 14, 10]
[6, 9, 14, 4]
[3, 0, 5, 1]
[0, 2, 14, 9]
