P1,P2,...,Pn
[2, 8, 5, 10, 11]
[0, 6, 8, 9, 7]
[1, 9, 6, 14, 5]
[0, 1, 2, 13, 5]
[5, 1, 6, 13, 12]
[2, 12, 11, 1, 5]
[3, 7, 6, 0, 9]
[8, 14, 2, 13, 5]
[11, 5, 2, 0, 13]
[2, 11, 12, 10, 6]
[5, 11, 2, 8, 13]
[14, 2, 10, 3, 9]
[12, 9, 1, 2, 13]
[4, 14, 3, 6, 11]
[14, 12, 6, 10, 0]
[11, 2, 3, 14, 9]
[13, 4, 8, 3, 1]
[5, 11, 6, 13, 10]
[5, 6, 1, 9, 13]
[10, 14, 8, 4, 6]
[10, 12, 5, 7, 3]
[8, 4, 2, 14, 11]
[3, 13, 12, 10, 6]
[14, 6, 0, 3, 10]
[7, 5, 8, 3, 10]
[10, 0, 6, 4, 8]
[3, 12, 11, 14, 0]
[2, 4, 11, 3, 7]
[0, 1, 3, 14, 6]
[5, 1, 14, 7, 4]
[5, 12, 4, 14, 10]
[12, 0, 1, 9, 7]
[1, 6, 4, 11, 8]
[0, 10, 6, 5, 7]
[9, 13, 4, 10, 3]
[13, 2, 9, 11, 6]
[13, 0, 6, 2, 10]
[3, 0, 13, 5, 7]
[7, 3, 14, 13, 10]
[4, 5, 11, 13, 6]
[8, 2, 10, 12, 4]
[14, 10, 2, 3, 6]
[6, 7, 5, 12, 1]
[13, 11, 1, 7, 9]
[12, 7, 11, 13, 4]
[11, 2, 13, 6, 10]
[8, 6, 4, 14, 9]
[1, 5, 4, 13, 3]
[13, 2, 7, 12, 6]
[1, 12, 6, 4, 2]
[5, 2, 10, 1, 7]
[1, 11, 0, 6, 4]
[7, 2, 9, 10, 12]
[7, 9, 13, 10, 0]
[11, 13, 14, 10, 6]
[0, 1, 14, 3, 11]
[1, 12, 3, 0, 4]
[14, 11, 1, 3, 8]
[8, 11, 6, 1, 12]
[7, 9, 10, 1, 5]
[13, 12, 4, 9, 14]
[1, 9, 13, 12, 3]
[14, 10, 9, 4, 0]
[11, 1, 10, 5, 8]
[3, 14, 12, 13, 7]
[4, 10, 2, 3, 6]
[7, 2, 1, 10, 9]
[4, 13, 1, 10, 3]
[7, 8, 0, 6, 9]
[2, 1, 3, 9, 4]
[4, 6, 1, 0, 14]
[14, 13, 5, 6, 2]
[6, 11, 7, 1, 12]
[10, 12, 0, 7, 14]
[3, 5, 1, 12, 7]
[9, 10, 2, 14, 1]
[8, 0, 5, 6, 9]
[6, 4, 13, 5, 2]
[11, 12, 10, 14, 2]
[8, 3, 14, 9, 2]
[9, 7, 1, 3, 8]
[7, 8, 10, 4, 6]
[14, 0, 7, 5, 1]
[6, 11, 9, 3, 13]
[4, 13, 8, 1, 6]
[6, 5, 3, 10, 11]
[12, 6, 1, 8, 0]
[9, 11, 10, 3, 7]
[4, 10, 11, 7, 1]
[8, 4, 7, 13, 14]
[7, 8, 0, 11, 1]
[4, 9, 11, 8, 14]
[3, 9, 0, 2, 1]
