P1,P2,...,Pn
[1, 2, 13, 14, 3]
[2, 4, 5, 11, 0]
[5, 4, 7, 6, 9]
[2, 12, 3, 14, 0]
[0, 9, 3, 2, 14]
[12, 1, 4, 8, 6]
[3, 11, 12, 2, 8]
[9, 10, 1, 7, 11]
[13, 14, 9, 4, 2]
[12, 6, 3, 7, 11]
[0, 10, 14, 1, 5]
[1, 6, 4, 14, 10]
[2, 7, 8, 5, 13]
[4, 7, 14, 6, 0]
[8, 14, 11, 4, 2]
[1, 3, 11, 13, 10]
[2, 3, 14, 6, 4]
[9, 0, 1, 3, 10]
[5, 9, 14, 8, 3]
[1, 12, 6, 9, 7]
[12, 6, 8, 11, 13]
[8, 14, 9, 7, 12]
[13, 3, 12, 2, 0]
[1, 5, 13, 3, 10]
[1, 10, 13, 8, 9]
[14, 1, 4, 0, 7]
[10, 2, 8, 13, 5]
[5, 3, 12, 8, 2]
[7, 1, 13, 12, 4]
[2, 10, 3, 4, 12]
[9, 3, 7, 0, 10]
[4, 11, 1, 5, 8]
[11, 5, 1, 8, 2]
[14, 8, 4, 9, 5]
[13, 12, 7, 14, 11]
[4, 3, 6, 14, 11]
[2, 3, 8, 4, 9]
[8, 7, 14, 1, 10]
[9, 1, 5, 14, 13]
[7, 9, 3, 13, 6]
[2, 4, 7, 11, 9]
[4, 13, 8, 10, 12]
[11, 13, 4, 9, 7]
[14, 1, 2, 13, 7]
[12, 14, 11, 1, 2]
[1, 10, 9, 6, 8]
[7, 6, 5, 11, 13]
[2, 8, 6, 14, 0]
[9, 14, 13, 12, 0]
[6, 3, 2, 9, 13]
[4, 11, 1, 8, 12]
[14, 13, 7, 3, 4]
[5, 7, 6, 1, 13]
[0, 11, 13, 10, 14]
[2, 11, 12, 1, 8]
[8, 2, 10, 3, 12]
[13, 4, 1, 14, 8]
[10, 8, 2, 1, 12]
[4, 0, 11, 14, 10]
[3, 8, 12, 5, 1]
[3, 4, 5, 7, 12]
[12, 10, 8, 14, 4]
[10, 13, 9, 3, 8]
[0, 4, 11, 8, 10]
[11, 7, 8, 10, 13]
[4, 6, 13, 12, 11]
[11, 5, 10, 7, 4]
[5, 4, 9, 0, 11]
[14, 8, 11, 9, 6]
[11, 12, 2, 9, 10]
[10, 5, 8, 3, 2]
[7, 1, 6, 13, 12]
[3, 6, 8, 0, 4]
[12, 11, 8, 14, 4]
[14, 9, 12, 8, 11]
[5, 10, 4, 0, 8]
[12, 11, 10, 8, 5]
[3, 10, 13, 7, 5]
[3, 5, 6, 9, 8]
[12, 5, 3, 2, 8]
[3, 6, 5, 10, 7]
[2, 10, 3, 0, 1]
[13, 4, 11, 14, 9]
[8, 14, 1, 7, 11]
[1, 4, 6, 12, 13]
[6, 2, 13, 8, 4]
[4, 7, 11, 12, 9]
[11, 9, 10, 4, 7]
[2, 12, 1, 10, 14]
[0, 4, 12, 9, 6]
[8, 0, 12, 10, 6]
[10, 11, 0, 13, 12]
[11, 1, 2, 14, 10]
[14, 12, 6, 9, 10]
[13, 0, 8, 7, 14]
[0, 2, 1, 5, 12]
[9, 0, 12, 10, 7]
[8, 2, 0, 4, 5]
[13, 6, 5, 7, 14]
[9, 14, 13, 11, 5]
[0, 7, 9, 2, 13]
[4, 5, 6, 9, 12]
[5, 12, 6, 11, 10]
[0, 7, 1, 14, 13]
[7, 14, 1, 6, 4]
[12, 1, 14, 8, 6]
[5, 6, 11, 10, 1]
[0, 12, 3, 9, 4]
[11, 10, 6, 1, 12]
[14, 2, 4, 1, 3]
