P1,P2,...,Pn
[10, 11, 14, 13]
[0, 7, 11, 14]
[13, 5, 0, 1]
[0, 14, 1, 5]
[13, 6, 10, 0]
[4, 7, 13, 5]
[2, 8, 9, 0]
[10, 0, 2, 7]
[3, 4, 13, 9]
[8, 6, 13, 5]
[4, 10, 1, 2]
[2, 5, 4, 11]
[2, 6, 11, 12]
[14, 12, 7, 5]
[14, 1, 8, 2]
[3, 9, 2, 14]
[11, 10, 9, 1]
[0, 11, 7, 14]
[12, 5, 1, 10]
[11, 9, 2, 14]
[1, 2, 5, 6]
[11, 9, 5, 12]
[14, 10, 8, 7]
[5, 13, 11, 8]
[12, 9, 13, 4]
[4, 10, 2, 11]
[14, 8, 5, 13]
[14, 0, 5, 13]
[13, 4, 11, 8]
[9, 11, 13, 0]
[11, 2, 5, 7]
[0, 9, 4, 13]
[2, 5, 8, 12]
[14, 1, 0, 10]
[10, 12, 7, 5]
[6, 10, 3, 14]
[12, 8, 14, 1]
[0, 13, 10, 9]
[10, 0, 2, 12]
[0, 13, 3, 2]
[7, 4, 0, 3]
[11, 4, 10, 13]
[6, 10, 0, 5]
[11, 4, 10, 7]
[0, 11, 3, 4]
[10, 14, 11, 7]
[0, 14, 10, 12]
[0, 12, 10, 1]
[1, 3, 12, 8]
[0, 6, 2, 5]
[6, 2, 3, 13]
[7, 1, 8, 5]
[5, 3, 12, 7]
[11, 7, 6, 13]
[8, 5, 13, 6]
[1, 5, 4, 6]
[12, 10, 6, 11]
[11, 7, 1, 2]
[3, 7, 0, 11]
[9, 2, 14, 0]
[7, 4, 2, 9]
[7, 9, 10, 3]
[6, 12, 7, 8]
[5, 12, 0, 2]
[9, 13, 5, 14]
[7, 4, 1, 14]
[8, 6, 0, 4]
[0, 5, 12, 10]
[9, 0, 7, 14]
[2, 9, 11, 4]
[13, 0, 14, 10]
[7, 2, 0, 13]
[2, 9, 10, 6]
[14, 2, 13, 0]
[6, 11, 13, 2]
[11, 0, 8, 6]
[7, 3, 8, 5]
[12, 1, 9, 6]
[14, 5, 11, 1]
[12, 8, 5, 2]
[13, 2, 5, 7]
[14, 4, 12, 1]
[8, 12, 13, 14]
[0, 13, 6, 5]
[1, 10, 4, 2]
[6, 5, 3, 12]
[12, 0, 9, 11]
[3, 5, 8, 7]
[10, 4, 8, 3]
[4, 13, 7, 9]
[10, 7, 5, 4]
[5, 9, 3, 7]
[6, 13, 11, 1]
[8, 13, 11, 14]
[0, 6, 4, 9]
[2, 5, 0, 14]
[1, 13, 0, 11]
[1, 10, 11, 7]
[7, 9, 4, 14]
[3, 9, 12, 6]
[6, 0, 4, 2]
[10, 7, 13, 1]
[5, 14, 12, 2]
[0, 6, 8, 14]
[8, 9, 1, 2]
[3, 14, 4, 2]
[2, 8, 6, 10]
[2, 1, 8, 3]
[14, 12, 2, 1]
[11, 9, 12, 6]
[2, 10, 6, 11]
[6, 0, 10, 14]
[7, 11, 6, 8]
[2, 9, 6, 14]
[0, 4, 10, 6]
[12, 2, 6, 11]
[13, 9, 1, 11]
[0, 10, 12, 1]
[13, 2, 11, 9]
[12, 2, 3, 14]
[13, 6, 11, 9]
[1, 7, 10, 3]
[5, 1, 2, 8]
[0, 3, 4, 13]
[7, 0, 10, 6]
[0, 1, 4, 12]
[8, 4, 9, 6]
[10, 4, 0, 5]
[6, 13, 5, 14]
[6, 0, 5, 1]
[3, 5, 7, 14]
[3, 7, 10, 14]
[0, 12, 8, 13]
[0, 10, 11, 9]
[3, 13, 12, 2]
[0, 12, 13, 7]
[14, 4, 10, 8]
[8, 7, 6, 11]
[12, 14, 1, 7]
[3, 0, 12, 10]
[12, 9, 11, 0]
[6, 3, 2, 11]
[13, 14, 7, 3]
[14, 2, 7, 9]
[9, 0, 5, 4]
[3, 1, 9, 6]
[12, 1, 13, 3]
[1, 14, 11, 0]
[0, 12, 7, 8]
[10, 1, 3, 14]
[4, 11, 10, 7]
[6, 7, 5, 11]
[12, 2, 5, 14]
[3, 8, 12, 9]
[10, 6, 12, 0]
[7, 0, 8, 9]
[14, 1, 3, 7]
[5, 12, 3, 7]
[11, 3, 6, 7]
[2, 5, 7, 10]
[14, 3, 7, 1]
[1, 12, 10, 7]
[0, 10, 6, 3]
[2, 12, 5, 14]
[8, 0, 14, 3]
[3, 11, 8, 1]
[14, 13, 10, 12]
[8, 4, 2, 1]
[9, 3, 10, 14]
[12, 9, 10, 8]
[7, 0, 10, 9]
[11, 5, 14, 7]
[6, 8, 5, 12]
[11, 0, 2, 10]
[10, 12, 14, 13]
[1, 2, 11, 10]
[1, 0, 5, 14]
[9, 8, 7, 4]
[4, 13, 2, 7]
[11, 13, 5, 10]
[1, 7, 6, 12]
[9, 6, 10, 8]
[4, 1, 13, 9]
[0, 5, 3, 4]
[13, 6, 11, 4]
[7, 11, 14, 13]
[12, 3, 8, 7]
[0, 1, 6, 3]
[5, 0, 11, 1]
[2, 14, 13, 10]
[8, 9, 11, 7]
[5, 13, 11, 3]
[9, 7, 11, 3]
[2, 13, 9, 4]
[4, 5, 13, 14]
[11, 13, 6, 1]
[5, 14, 13, 0]
[1, 4, 3, 13]
[3, 0, 8, 9]
[10, 6, 5, 1]
[11, 5, 8, 2]
[14, 10, 6, 5]
[8, 12, 11, 5]
[14, 0, 3, 11]
[9, 4, 2, 3]
[6, 2, 10, 11]
[11, 12, 4, 14]
[9, 6, 13, 2]
[6, 0, 12, 1]
[11, 6, 5, 2]
[3, 12, 1, 6]
[14, 12, 6, 13]
[9, 5, 3, 4]
[14, 0, 1, 13]
[4, 8, 11, 12]
[9, 3, 14, 1]
[6, 14, 1, 4]
[4, 11, 0, 2]
[4, 3, 9, 8]
[8, 11, 14, 6]
[14, 12, 2, 13]
[12, 0, 11, 9]
[3, 9, 7, 4]
[0, 13, 3, 1]
[2, 10, 4, 3]
[3, 5, 0, 4]
[12, 8, 1, 6]
[13, 14, 7, 4]
[12, 8, 3, 11]
[6, 0, 9, 4]
[0, 9, 8, 3]
[6, 1, 9, 0]
[11, 8, 5, 13]
[14, 2, 3, 6]
[8, 1, 7, 11]
[5, 11, 10, 0]
[4, 0, 11, 5]
[7, 10, 0, 1]
[5, 4, 12, 6]
[10, 1, 5, 11]
[11, 14, 7, 1]
[8, 2, 10, 5]
[5, 12, 3, 4]
[6, 10, 13, 8]
