P1,P2,...,Pn
[9, 8, 14, 2]
[4, 13, 6, 3]
[12, 13, 11, 4]
[14, 3, 5, 2]
[0, 13, 2, 1]
[3, 9, 11, 10]
[4, 11, 8, 7]
[8, 9, 5, 6]
[9, 10, 4, 12]
[6, 2, 8, 14]
[14, 8, 7, 5]
[10, 13, 3, 4]
[6, 0, 3, 8]
[6, 3, 8, 2]
[5, 7, 2, 12]
[11, 12, 14, 1]
[9, 5, 3, 11]
[2, 10, 8, 12]
[13, 2, 10, 12]
[11, 10, 2, 7]
[14, 6, 9, 7]
[14, 8, 7, 10]
[11, 9, 6, 1]
[8, 2, 1, 12]
[0, 8, 11, 14]
[13, 10, 8, 12]
[13, 14, 5, 4]
[9, 14, 5, 10]
[5, 0, 12, 10]
[11, 0, 4, 1]
[8, 6, 3, 2]
[12, 9, 8, 2]
[8, 2, 14, 0]
[6, 0, 13, 9]
[1, 11, 7, 8]
[7, 14, 4, 9]
[7, 5, 1, 14]
[0, 2, 13, 1]
[5, 10, 2, 7]
[11, 9, 10, 2]
[3, 14, 12, 5]
[7, 12, 3, 0]
