P1,P2,...,Pn
[4, 8, 0, 1, 3]
[4, 13, 6, 0, 1]
[6, 3, 14, 2, 4]
[5, 3, 13, 9, 4]
[6, 3, 10, 1, 14]
[14, 12, 7, 4, 0]
[3, 6, 7, 2, 13]
[3, 0, 7, 12, 4]
[10, 0, 7, 14, 5]
[4, 2, 3, 6, 7]
[13, 5, 11, 2, 9]
[8, 10, 9, 12, 1]
[14, 1, 9, 8, 0]
[5, 6, 10, 13, 11]
[7, 8, 3, 12, 14]
[3, 14, 7, 6, 4]
[11, 2, 6, 9, 10]
[9, 8, 12, 14, 6]
[12, 3, 9, 6, 0]
[1, 0, 12, 7, 5]
[5, 0, 3, 12, 14]
[3, 12, 5, 4, 8]
[9, 6, 10, 13, 14]
[10, 9, 14, 12, 4]
[2, 1, 4, 9, 3]
[10, 8, 13, 11, 4]
[1, 10, 0, 9, 11]
[4, 11, 5, 14, 9]
[7, 11, 1, 9, 5]
[12, 3, 14, 5, 13]
[5, 7, 10, 9, 3]
[11, 7, 8, 4, 1]
[3, 7, 8, 1, 13]
[10, 9, 5, 4, 1]
[8, 3, 6, 4, 2]
[1, 10, 13, 7, 11]
[2, 12, 8, 5, 7]
[2, 1, 12, 4, 0]
[5, 12, 2, 1, 10]
[14, 0, 11, 10, 7]
[13, 7, 10, 3, 2]
[10, 8, 2, 11, 3]
[0, 10, 11, 1, 12]
[9, 12, 2, 3, 6]
[9, 8, 10, 12, 7]
[6, 5, 11, 9, 7]
[10, 4, 11, 3, 5]
[9, 13, 12, 6, 14]
[12, 6, 8, 13, 4]
[12, 8, 2, 10, 5]
[1, 5, 8, 3, 6]
[10, 3, 5, 14, 7]
[1, 0, 2, 14, 6]
[7, 12, 3, 6, 2]
[8, 13, 10, 11, 12]
[7, 14, 12, 8, 13]
[11, 13, 14, 1, 8]
[3, 9, 12, 4, 7]
[1, 10, 9, 12, 2]
[8, 9, 3, 7, 6]
[6, 10, 3, 5, 13]
[2, 12, 10, 11, 1]
[8, 4, 7, 11, 13]
[9, 10, 3, 14, 0]
[6, 5, 7, 11, 9]
[0, 8, 1, 12, 6]
[3, 6, 11, 7, 14]
[2, 13, 6, 0, 4]
[8, 10, 0, 11, 13]
[12, 10, 8, 7, 6]
[9, 7, 3, 1, 11]
[2, 9, 13, 11, 7]
[4, 9, 3, 2, 1]
[0, 4, 2, 7, 14]
[14, 9, 4, 7, 5]
[3, 11, 1, 0, 5]
[14, 7, 6, 3, 8]
[2, 0, 9, 8, 12]
[4, 12, 9, 2, 8]
[3, 12, 5, 13, 2]
[13, 1, 3, 14, 6]
[11, 3, 8, 0, 9]
[6, 10, 14, 11, 5]
[14, 0, 11, 6, 7]
[8, 13, 9, 2, 14]
[9, 2, 4, 7, 8]
[0, 10, 3, 6, 5]
[5, 7, 10, 11, 8]
[13, 11, 9, 3, 6]
[5, 7, 11, 13, 8]
[8, 5, 13, 0, 9]
[11, 14, 1, 2, 12]
[1, 14, 11, 2, 4]
[4, 10, 7, 5, 8]
[1, 12, 3, 0, 14]
[14, 10, 9, 11, 8]
[8, 10, 0, 14, 5]
[8, 2, 4, 10, 5]
[9, 0, 10, 11, 6]
[5, 7, 0, 3, 1]
[5, 4, 10, 14, 11]
[10, 5, 0, 4, 8]
[2, 6, 14, 12, 4]
[6, 2, 13, 14, 8]
[4, 7, 8, 9, 1]
[4, 2, 14, 5, 12]
[7, 11, 3, 0, 6]
[1, 14, 11, 10, 2]
[7, 13, 10, 2, 0]
[4, 2, 3, 8, 11]
[12, 14, 3, 6, 9]
[13, 0, 9, 3, 12]
[8, 11, 10, 5, 14]
[10, 5, 9, 2, 0]
[14, 0, 5, 7, 3]
[3, 10, 1, 11, 13]
[3, 8, 13, 14, 1]
[13, 8, 11, 7, 10]
[3, 14, 12, 2, 13]
[3, 11, 1, 9, 10]
[4, 9, 14, 11, 3]
[2, 9, 14, 3, 1]
[3, 8, 12, 5, 7]
[10, 14, 12, 3, 8]
[14, 6, 7, 11, 9]
[7, 12, 3, 9, 10]
[14, 8, 10, 9, 12]
[1, 10, 11, 4, 6]
[9, 7, 3, 13, 2]
[7, 9, 11, 14, 10]
[13, 3, 8, 10, 6]
[0, 5, 1, 13, 3]
[11, 10, 2, 9, 0]
[10, 11, 7, 2, 4]
[12, 1, 2, 7, 10]
[2, 11, 13, 8, 4]
[9, 10, 13, 14, 8]
[8, 6, 0, 11, 1]
[0, 6, 4, 8, 12]
[7, 1, 14, 13, 0]
[10, 14, 2, 12, 8]
[12, 14, 0, 13, 9]
[9, 11, 12, 4, 7]
[14, 0, 1, 2, 8]
[10, 4, 8, 14, 13]
[1, 4, 9, 3, 14]
[12, 8, 2, 11, 4]
[5, 4, 3, 1, 13]
[4, 11, 0, 5, 2]
[4, 9, 12, 3, 7]
[0, 1, 7, 11, 13]
[4, 0, 8, 7, 3]
[5, 3, 1, 8, 2]
[14, 10, 2, 8, 13]
[5, 13, 8, 11, 3]
[7, 0, 9, 6, 4]
[5, 11, 3, 13, 1]
[13, 1, 2, 8, 0]
[3, 2, 7, 13, 14]
