P1,P2,...,Pn
[1, 4, 9, 3, 0]
[2, 0, 10, 8, 7]
[9, 2, 4, 11, 6]
[14, 11, 1, 2, 12]
[1, 6, 12, 4, 10]
[0, 13, 6, 14, 1]
[7, 0, 14, 13, 5]
[0, 11, 6, 13, 2]
[7, 8, 9, 2, 6]
[9, 12, 5, 0, 1]
[11, 10, 0, 4, 12]
[12, 11, 3, 7, 5]
[8, 3, 11, 1, 7]
[6, 4, 0, 7, 14]
[1, 4, 12, 0, 5]
[1, 2, 5, 0, 11]
[0, 13, 4, 8, 11]
[7, 8, 13, 1, 5]
[8, 11, 0, 13, 7]
[8, 9, 11, 2, 10]
[0, 1, 10, 5, 14]
[11, 3, 9, 0, 13]
[14, 0, 9, 1, 8]
[10, 7, 3, 2, 4]
[1, 8, 10, 13, 14]
[5, 9, 8, 7, 14]
[11, 13, 1, 0, 14]
[7, 6, 13, 11, 5]
[0, 1, 13, 4, 7]
[1, 9, 7, 11, 5]
[10, 9, 13, 14, 7]
[1, 6, 0, 10, 13]
[4, 11, 12, 3, 14]
[1, 11, 10, 3, 8]
[5, 6, 3, 8, 12]
[4, 10, 5, 9, 14]
[3, 13, 12, 5, 14]
[7, 13, 0, 11, 9]
[1, 10, 0, 6, 2]
[11, 13, 10, 2, 8]
[14, 13, 3, 12, 0]
[8, 11, 5, 4, 13]
[4, 12, 3, 8, 7]
[10, 2, 6, 0, 12]
[1, 4, 9, 12, 14]
[7, 5, 12, 2, 3]
[13, 5, 7, 9, 10]
[3, 14, 2, 13, 9]
[1, 7, 13, 9, 5]
[13, 4, 5, 8, 1]
[2, 10, 9, 1, 3]
[9, 2, 0, 5, 4]
[14, 12, 5, 6, 1]
[7, 11, 14, 0, 8]
[12, 0, 3, 6, 9]
[5, 2, 0, 8, 14]
[7, 8, 6, 0, 2]
[4, 1, 2, 3, 6]
[12, 3, 11, 10, 8]
[5, 12, 1, 2, 10]
[12, 14, 0, 8, 3]
[9, 2, 7, 4, 11]
[10, 6, 11, 8, 2]
[8, 13, 5, 4, 3]
[10, 7, 11, 8, 3]
[2, 0, 9, 13, 6]
[9, 8, 3, 12, 10]
[14, 1, 8, 7, 10]
[8, 10, 7, 1, 14]
[8, 3, 2, 10, 13]
[8, 5, 3, 2, 0]
[1, 10, 5, 13, 11]
[9, 8, 0, 5, 3]
[5, 2, 4, 14, 6]
[10, 9, 13, 7, 4]
[12, 6, 5, 13, 2]
[9, 8, 12, 10, 3]
[6, 4, 11, 7, 8]
[9, 11, 3, 0, 12]
[4, 0, 6, 10, 8]
[11, 9, 8, 6, 7]
[6, 4, 14, 13, 8]
[13, 1, 0, 4, 14]
[4, 8, 12, 14, 7]
[6, 9, 7, 3, 1]
[8, 7, 1, 11, 3]
[8, 13, 9, 11, 6]
[0, 14, 10, 12, 13]
[0, 5, 12, 4, 10]
[4, 13, 3, 11, 10]
[5, 13, 7, 6, 2]
[11, 12, 5, 14, 7]
[3, 5, 0, 4, 8]
[6, 1, 3, 7, 13]
[8, 3, 0, 14, 10]
[13, 7, 9, 4, 12]
[2, 11, 9, 0, 10]
[6, 1, 4, 11, 9]
[5, 12, 13, 1, 4]
[4, 3, 5, 11, 1]
[13, 1, 9, 11, 10]
[12, 3, 4, 9, 0]
[3, 11, 10, 0, 9]
[8, 0, 4, 7, 12]
[0, 7, 13, 12, 8]
[13, 1, 10, 0, 8]
[9, 1, 8, 3, 10]
[0, 5, 7, 13, 10]
[11, 10, 0, 3, 9]
[3, 6, 10, 12, 5]
[13, 0, 7, 1, 12]
[6, 8, 3, 10, 11]
[11, 2, 0, 14, 3]
[12, 14, 11, 3, 7]
[11, 12, 4, 9, 7]
[3, 7, 0, 6, 5]
[5, 3, 1, 14, 0]
[13, 1, 4, 10, 5]
[11, 0, 7, 14, 12]
[12, 14, 11, 0, 2]
[2, 9, 12, 11, 4]
[11, 10, 14, 1, 2]
[1, 2, 0, 7, 3]
[8, 5, 7, 2, 1]
[4, 7, 2, 8, 10]
[2, 3, 8, 6, 13]
[2, 9, 4, 6, 7]
[13, 12, 5, 9, 14]
[7, 13, 5, 10, 1]
[10, 11, 3, 8, 12]
[4, 11, 14, 7, 5]
[0, 12, 14, 1, 7]
[8, 12, 3, 5, 10]
[6, 3, 7, 10, 1]
[7, 10, 8, 2, 0]
[13, 0, 3, 9, 5]
[12, 5, 3, 9, 11]
[13, 11, 7, 3, 2]
[13, 14, 3, 8, 9]
