P1,P2,...,Pn
[4, 0, 13, 5, 12]
[0, 4, 5, 2, 6]
[3, 9, 5, 8, 4]
[10, 6, 14, 11, 1]
[10, 7, 8, 11, 12]
[7, 4, 10, 9, 8]
[8, 10, 4, 5, 14]
[9, 12, 11, 7, 0]
[11, 14, 1, 7, 3]
[0, 1, 9, 3, 13]
[1, 4, 12, 14, 13]
[0, 13, 8, 11, 9]
[13, 9, 14, 6, 8]
[2, 13, 12, 14, 7]
[14, 0, 3, 7, 1]
[6, 2, 9, 0, 1]
[4, 1, 5, 6, 9]
[8, 14, 7, 3, 11]
[12, 9, 14, 2, 7]
[5, 8, 12, 0, 4]
[4, 12, 9, 10, 0]
[14, 4, 5, 13, 11]
[7, 6, 4, 12, 9]
[4, 1, 7, 9, 0]
[9, 4, 3, 1, 12]
[4, 11, 9, 14, 6]
[1, 6, 5, 7, 0]
[13, 2, 12, 4, 0]
[1, 2, 3, 14, 13]
[14, 7, 13, 10, 8]
[2, 7, 4, 8, 13]
[5, 1, 10, 8, 4]
[5, 13, 2, 1, 10]
[9, 3, 6, 14, 7]
[5, 9, 7, 2, 10]
[8, 5, 6, 11, 2]
[13, 0, 11, 12, 6]
[9, 13, 10, 2, 4]
[8, 7, 2, 13, 11]
[3, 8, 9, 13, 6]
[7, 10, 6, 3, 0]
[7, 12, 2, 1, 5]
[7, 12, 13, 6, 10]
[5, 9, 10, 1, 13]
[10, 9, 2, 8, 1]
[2, 7, 0, 3, 8]
[4, 13, 2, 9, 12]
[3, 0, 7, 8, 6]
[11, 12, 6, 3, 0]
[8, 13, 7, 4, 6]
[10, 14, 7, 2, 5]
[6, 5, 2, 14, 4]
[11, 5, 7, 6, 12]
[13, 2, 4, 8, 1]
[3, 13, 2, 6, 8]
[2, 6, 5, 11, 13]
[11, 10, 3, 0, 13]
[0, 12, 3, 2, 6]
[4, 2, 5, 14, 10]
[11, 13, 6, 5, 3]
[9, 3, 12, 13, 5]
[9, 7, 3, 14, 2]
[2, 3, 6, 0, 11]
[4, 1, 12, 8, 6]
[1, 3, 13, 7, 10]
[3, 6, 2, 7, 9]
[12, 11, 8, 3, 10]
[4, 1, 11, 8, 6]
[13, 10, 1, 3, 4]
[11, 1, 6, 9, 14]
[6, 0, 2, 13, 11]
[13, 0, 11, 7, 8]
[2, 12, 8, 14, 7]
[9, 13, 10, 6, 2]
[8, 11, 5, 1, 4]
[11, 14, 13, 12, 7]
[4, 11, 8, 10, 14]
[5, 11, 0, 8, 12]
[4, 5, 1, 2, 6]
[2, 5, 8, 7, 14]
[5, 4, 13, 7, 1]
[7, 1, 8, 9, 10]
[11, 12, 8, 1, 7]
[12, 1, 13, 6, 3]
[2, 6, 4, 11, 12]
[10, 6, 1, 13, 4]
[13, 0, 10, 4, 12]
[9, 8, 3, 5, 10]
[6, 3, 9, 7, 12]
[7, 13, 3, 0, 10]
[11, 7, 8, 14, 0]
[0, 9, 12, 5, 4]
[0, 3, 13, 7, 10]
[8, 1, 10, 0, 2]
[13, 10, 11, 0, 3]
[4, 0, 13, 2, 3]
[14, 9, 1, 2, 6]
[13, 12, 6, 14, 0]
[13, 0, 11, 14, 12]
[2, 10, 5, 13, 11]
[6, 9, 2, 1, 14]
[1, 12, 8, 11, 9]
[7, 0, 5, 1, 9]
[13, 14, 1, 0, 7]
