P1,P2,...,Pn
[6, 1, 14, 3]
[12, 8, 13, 7]
[4, 8, 7, 0]
[12, 1, 6, 7]
[9, 6, 11, 7]
[2, 0, 1, 6]
[11, 2, 7, 13]
[6, 12, 7, 11]
[14, 13, 8, 12]
[11, 10, 3, 5]
[2, 9, 14, 5]
[4, 9, 1, 11]
[4, 11, 7, 2]
[3, 1, 14, 0]
[9, 14, 0, 5]
[8, 1, 2, 14]
[9, 6, 1, 8]
[7, 11, 8, 5]
[6, 8, 12, 0]
[4, 10, 11, 3]
[1, 6, 0, 3]
[4, 8, 13, 1]
[6, 8, 12, 1]
[8, 0, 6, 12]
[5, 3, 2, 4]
[0, 4, 8, 13]
[8, 5, 6, 7]
[5, 1, 11, 7]
[7, 14, 3, 6]
[9, 3, 0, 11]
[2, 5, 6, 1]
[7, 13, 10, 4]
[12, 7, 8, 1]
[1, 9, 12, 7]
[11, 9, 4, 3]
[11, 7, 9, 13]
[8, 0, 2, 3]
[8, 14, 9, 12]
[9, 11, 0, 8]
[3, 5, 8, 13]
[1, 0, 9, 8]
[4, 1, 11, 3]
[5, 14, 4, 13]
[1, 9, 6, 5]
[3, 14, 8, 9]
[11, 2, 13, 7]
[4, 7, 14, 0]
[12, 8, 11, 2]
[11, 14, 13, 2]
[10, 9, 12, 6]
[5, 13, 11, 6]
[12, 2, 5, 0]
[8, 1, 6, 14]
[4, 1, 12, 10]
[9, 4, 3, 11]
[6, 1, 0, 12]
[7, 10, 1, 5]
[2, 12, 9, 7]
[7, 10, 12, 2]
[6, 5, 1, 10]
[2, 3, 5, 14]
[8, 1, 6, 14]
[6, 5, 14, 9]
[4, 2, 1, 9]
[1, 10, 3, 7]
[4, 13, 6, 2]
[4, 13, 9, 1]
[4, 2, 12, 14]
[6, 13, 5, 11]
[7, 13, 5, 6]
[11, 1, 4, 2]
[2, 8, 11, 3]
[4, 10, 5, 11]
[9, 12, 7, 11]
[3, 2, 4, 13]
[1, 0, 9, 12]
[3, 9, 2, 11]
[2, 11, 14, 9]
[14, 10, 2, 11]
[13, 4, 5, 6]
[12, 14, 6, 7]
[9, 4, 0, 13]
[11, 6, 4, 3]
[4, 12, 11, 1]
[3, 11, 2, 12]
[12, 4, 7, 1]
[12, 9, 11, 14]
[1, 14, 4, 0]
[14, 9, 3, 13]
[10, 11, 9, 8]
[0, 8, 6, 3]
[11, 5, 3, 7]
[5, 12, 8, 4]
[14, 2, 1, 5]
[3, 12, 5, 13]
[3, 7, 14, 6]
[13, 5, 4, 14]
[5, 3, 1, 7]
[12, 8, 1, 4]
[11, 12, 1, 14]
[6, 12, 5, 8]
[8, 4, 5, 12]
[13, 10, 1, 12]
[7, 11, 9, 4]
[14, 12, 9, 2]
[1, 12, 8, 2]
[6, 4, 1, 9]
[0, 14, 6, 1]
[9, 8, 11, 14]
[3, 2, 8, 14]
[11, 1, 12, 2]
[2, 9, 6, 7]
[12, 10, 13, 7]
[7, 13, 5, 3]
[2, 13, 7, 6]
[2, 9, 10, 1]
[7, 12, 6, 9]
[0, 6, 8, 10]
[3, 7, 11, 14]
[7, 6, 11, 3]
[11, 2, 7, 8]
[3, 1, 13, 8]
[6, 2, 4, 10]
[8, 1, 5, 12]
[2, 4, 13, 12]
[8, 0, 12, 6]
[1, 8, 10, 7]
[10, 2, 5, 14]
[0, 5, 2, 4]
[4, 9, 12, 2]
[1, 6, 11, 2]
[8, 5, 6, 13]
[5, 13, 3, 6]
[14, 2, 3, 11]
[6, 13, 8, 10]
[12, 6, 5, 0]
[8, 4, 14, 1]
[0, 13, 11, 8]
[11, 2, 13, 12]
[0, 9, 10, 6]
[3, 14, 12, 1]
[6, 13, 7, 4]
[10, 6, 12, 14]
[9, 1, 4, 14]
[5, 0, 8, 2]
[6, 10, 7, 3]
[0, 9, 11, 13]
[10, 14, 3, 2]
[5, 11, 3, 13]
[10, 5, 11, 12]
[14, 0, 5, 13]
[1, 2, 3, 0]
[6, 13, 4, 0]
[5, 9, 4, 0]
[4, 9, 11, 8]
[6, 10, 1, 14]
[14, 13, 7, 10]
[10, 14, 2, 6]
[10, 9, 1, 7]
[14, 6, 2, 0]
[10, 14, 0, 1]
[12, 7, 2, 0]
[5, 13, 14, 4]
[0, 3, 12, 5]
[9, 1, 13, 12]
[12, 9, 14, 1]
[10, 8, 5, 12]
[14, 1, 3, 6]
[6, 9, 1, 2]
[5, 9, 1, 10]
[11, 8, 14, 13]
[8, 4, 1, 12]
[12, 13, 11, 8]
[10, 5, 11, 13]
[6, 2, 8, 13]
[2, 14, 13, 0]
[12, 14, 2, 1]
[8, 2, 7, 10]
[2, 13, 9, 5]
[5, 13, 8, 10]
[8, 9, 1, 5]
[2, 3, 5, 1]
[1, 8, 4, 2]
[14, 10, 1, 2]
[6, 11, 13, 0]
[0, 12, 14, 1]
[2, 5, 12, 10]
[9, 10, 11, 6]
[2, 4, 11, 0]
[2, 7, 8, 3]
