P1,P2,...,Pn
[6, 9, 5, 8]
[11, 8, 7, 9]
[9, 13, 11, 14]
[14, 2, 5, 6]
[0, 3, 4, 12]
[7, 5, 11, 8]
[0, 7, 5, 10]
[8, 6, 0, 3]
[7, 0, 2, 4]
[3, 1, 9, 4]
[11, 13, 10, 12]
[11, 14, 4, 5]
[7, 12, 6, 5]
[14, 6, 2, 7]
[6, 2, 3, 8]
[0, 4, 9, 7]
[7, 13, 8, 9]
[4, 0, 9, 1]
[13, 9, 2, 11]
[3, 13, 7, 4]
[1, 4, 11, 8]
[10, 11, 6, 9]
[9, 2, 1, 3]
[1, 6, 4, 2]
[10, 6, 11, 12]
[8, 2, 4, 14]
[14, 4, 13, 5]
[13, 4, 9, 7]
[2, 11, 3, 5]
[6, 8, 10, 4]
[3, 10, 6, 2]
[13, 10, 8, 0]
[10, 8, 4, 11]
[8, 14, 5, 7]
[13, 10, 3, 7]
[0, 1, 2, 14]
[1, 6, 10, 0]
[14, 6, 12, 10]
[10, 11, 12, 7]
[12, 2, 9, 8]
[11, 6, 10, 8]
[8, 7, 11, 14]
[1, 12, 6, 9]
[13, 9, 7, 14]
[3, 9, 14, 13]
[2, 6, 1, 5]
[9, 8, 6, 1]
[1, 5, 7, 2]
[14, 6, 5, 11]
[9, 4, 13, 1]
[3, 7, 0, 11]
[13, 4, 7, 3]
[11, 5, 9, 10]
[14, 8, 6, 9]
[14, 7, 12, 2]
[7, 3, 11, 14]
[3, 13, 12, 14]
[3, 2, 0, 11]
[12, 10, 6, 7]
[10, 8, 2, 6]
[7, 12, 6, 9]
[13, 11, 7, 0]
[1, 5, 2, 14]
[1, 6, 3, 0]
[2, 0, 11, 14]
[10, 4, 0, 3]
[13, 8, 10, 14]
[7, 5, 10, 1]
[12, 7, 9, 6]
[2, 14, 10, 11]
[12, 13, 10, 11]
[1, 0, 5, 6]
[11, 4, 1, 14]
[12, 14, 10, 11]
[9, 13, 8, 3]
[8, 1, 13, 7]
[11, 5, 8, 14]
[5, 13, 14, 11]
[12, 3, 10, 14]
[3, 4, 11, 5]
[8, 4, 10, 7]
[1, 13, 9, 10]
[8, 9, 14, 10]
[11, 10, 14, 1]
[2, 12, 14, 7]
[13, 8, 9, 7]
[7, 10, 12, 4]
[10, 8, 6, 14]
[14, 10, 4, 8]
[4, 10, 0, 14]
[6, 11, 10, 1]
[2, 4, 10, 14]
[11, 12, 8, 9]
[0, 10, 11, 14]
[5, 2, 1, 14]
[4, 13, 3, 5]
[0, 1, 10, 7]
[10, 6, 4, 3]
[9, 11, 13, 7]
[6, 0, 7, 4]
[5, 6, 0, 11]
[9, 2, 3, 6]
[1, 13, 8, 2]
[6, 8, 0, 9]
[0, 11, 10, 9]
[14, 12, 13, 9]
[3, 6, 5, 4]
[5, 10, 6, 12]
[0, 6, 13, 4]
[7, 4, 1, 0]
[12, 1, 13, 2]
[13, 7, 3, 11]
[10, 5, 6, 4]
[3, 6, 8, 10]
[5, 12, 0, 14]
[9, 0, 10, 5]
[0, 12, 3, 6]
[1, 11, 7, 6]
[9, 14, 1, 13]
[7, 1, 10, 0]
[11, 9, 12, 6]
[1, 12, 14, 13]
[14, 7, 10, 13]
[10, 7, 3, 6]
[12, 8, 7, 13]
[9, 4, 2, 13]
[13, 11, 9, 14]
[7, 4, 13, 3]
[13, 14, 4, 10]
[7, 5, 13, 1]
[9, 12, 2, 0]
[8, 4, 14, 11]
[8, 2, 6, 4]
[6, 10, 14, 13]
[0, 11, 8, 5]
[5, 10, 13, 12]
[2, 8, 3, 10]
[4, 11, 0, 1]
[3, 13, 7, 14]
[2, 10, 4, 1]
[4, 11, 5, 12]
[14, 0, 7, 9]
[3, 12, 4, 13]
[1, 11, 9, 2]
[4, 5, 3, 11]
[6, 2, 3, 8]
[8, 14, 3, 10]
[12, 14, 13, 3]
[14, 13, 6, 9]
[8, 4, 10, 5]
[7, 4, 2, 6]
[13, 6, 8, 11]
[0, 1, 8, 11]
[7, 6, 3, 8]
[0, 9, 11, 14]
[0, 11, 9, 6]
[12, 2, 6, 5]
[3, 7, 8, 4]
[2, 3, 0, 12]
[7, 11, 9, 1]
[9, 2, 11, 10]
[3, 7, 1, 11]
[7, 5, 10, 13]
[1, 3, 2, 5]
[10, 8, 2, 4]
[13, 14, 1, 8]
[4, 8, 10, 13]
[6, 5, 8, 10]
[2, 10, 8, 9]
[14, 1, 2, 4]
[7, 13, 6, 8]
[5, 13, 12, 9]
[0, 10, 4, 2]
[6, 9, 1, 0]
[13, 9, 1, 6]
[1, 3, 10, 5]
[1, 13, 0, 14]
[3, 5, 14, 2]
[1, 6, 9, 13]
[14, 7, 0, 9]
[5, 11, 7, 8]
[8, 7, 2, 4]
[8, 10, 7, 3]
[6, 7, 13, 10]
[8, 4, 12, 7]
[13, 14, 12, 1]
[3, 10, 5, 12]
[5, 9, 2, 3]
[4, 13, 3, 11]
[11, 14, 7, 1]
[9, 10, 14, 1]
[5, 11, 13, 10]
[14, 2, 5, 6]
[11, 0, 8, 14]
[6, 4, 7, 3]
[13, 10, 5, 2]
[10, 1, 5, 11]
[14, 3, 7, 5]
[1, 0, 9, 2]
[11, 12, 3, 9]
[8, 6, 7, 14]
[9, 5, 1, 12]
[5, 0, 14, 4]
[9, 10, 1, 12]
[13, 0, 3, 9]
[2, 13, 6, 3]
[8, 1, 11, 2]
[7, 6, 10, 8]
[12, 4, 3, 0]
[5, 6, 2, 9]
[12, 4, 13, 9]
[6, 5, 3, 13]
[6, 4, 5, 2]
[9, 10, 1, 3]
[9, 7, 5, 2]
[11, 10, 4, 5]
[0, 1, 14, 8]
[7, 11, 9, 6]
[5, 3, 4, 11]
[8, 11, 14, 10]
