P1,P2,...,Pn
[7, 13, 6, 8, 2]
[14, 6, 12, 8, 5]
[11, 9, 12, 2, 8]
[8, 0, 4, 10, 1]
[2, 13, 4, 6, 3]
[8, 6, 12, 9, 11]
[6, 9, 1, 12, 14]
[11, 14, 7, 4, 2]
[11, 9, 6, 5, 7]
[4, 10, 3, 0, 5]
[7, 1, 8, 9, 0]
[11, 1, 2, 6, 0]
[1, 0, 13, 3, 11]
[9, 8, 14, 1, 12]
[10, 0, 4, 6, 7]
[1, 0, 14, 4, 8]
[2, 3, 1, 10, 9]
[12, 1, 4, 10, 6]
[9, 14, 4, 6, 2]
[12, 10, 5, 14, 2]
[12, 2, 9, 13, 3]
[3, 5, 6, 4, 1]
[11, 7, 2, 6, 5]
[1, 13, 6, 8, 9]
[10, 8, 13, 14, 3]
[11, 10, 7, 3, 1]
[1, 3, 8, 14, 6]
[2, 14, 3, 0, 6]
[3, 0, 10, 11, 13]
[14, 6, 5, 12, 1]
[11, 2, 5, 10, 4]
[6, 7, 14, 9, 2]
[6, 9, 7, 3, 1]
[13, 9, 10, 4, 5]
[3, 4, 10, 8, 9]
[13, 2, 11, 6, 3]
[0, 3, 14, 10, 6]
[12, 4, 0, 5, 13]
[1, 11, 5, 3, 0]
[8, 5, 10, 14, 13]
[3, 10, 7, 12, 9]
[14, 4, 3, 11, 9]
[14, 5, 9, 4, 3]
[5, 0, 10, 8, 11]
[10, 5, 9, 12, 3]
[11, 9, 12, 1, 0]
[5, 2, 11, 10, 13]
[9, 4, 14, 2, 10]
[7, 12, 5, 0, 8]
[0, 3, 7, 1, 2]
[6, 4, 0, 2, 13]
[10, 1, 5, 14, 7]
[9, 13, 0, 14, 6]
[10, 14, 11, 12, 6]
[6, 0, 10, 7, 11]
[12, 14, 0, 11, 13]
[12, 13, 5, 14, 8]
[4, 1, 5, 6, 12]
[5, 14, 3, 9, 0]
[6, 7, 0, 2, 9]
[3, 0, 4, 5, 9]
[14, 13, 11, 6, 3]
[5, 9, 4, 6, 13]
[11, 4, 12, 9, 3]
[8, 14, 1, 11, 4]
[11, 8, 4, 5, 0]
[9, 8, 14, 1, 3]
[11, 5, 7, 14, 3]
[13, 3, 5, 1, 11]
[14, 10, 13, 9, 4]
[7, 12, 8, 5, 0]
[12, 6, 3, 4, 11]
[3, 9, 8, 0, 1]
[4, 7, 5, 1, 0]
[10, 4, 2, 6, 14]
[11, 4, 5, 2, 14]
[7, 3, 0, 12, 11]
[12, 13, 14, 2, 5]
[10, 12, 14, 1, 13]
[12, 0, 2, 11, 6]
[13, 7, 6, 9, 3]
[7, 11, 13, 4, 3]
[2, 13, 0, 7, 1]
