P1,P2,...,Pn
[1, 13, 14, 2]
[2, 3, 14, 13]
[1, 11, 7, 5]
[9, 3, 14, 7]
[14, 2, 8, 11]
[8, 3, 13, 5]
[14, 1, 3, 10]
[14, 3, 9, 10]
[3, 13, 0, 11]
[9, 4, 3, 0]
[4, 11, 7, 5]
[11, 1, 8, 13]
[4, 11, 2, 7]
[12, 14, 2, 11]
[1, 6, 14, 12]
[8, 9, 0, 5]
[3, 1, 9, 0]
[6, 8, 14, 10]
[4, 13, 12, 6]
[3, 14, 7, 11]
[0, 10, 7, 5]
[4, 5, 9, 7]
[0, 10, 8, 14]
[0, 4, 1, 11]
[3, 12, 4, 13]
[14, 12, 10, 9]
[6, 9, 4, 12]
[11, 3, 2, 13]
[12, 2, 14, 13]
[6, 3, 14, 1]
[0, 7, 1, 14]
[13, 7, 4, 6]
[3, 2, 11, 0]
[2, 5, 3, 1]
[9, 10, 1, 5]
[5, 6, 8, 9]
[12, 6, 9, 7]
[12, 9, 7, 5]
[10, 9, 12, 6]
[1, 2, 11, 3]
[12, 4, 8, 11]
[2, 14, 9, 8]
[0, 13, 11, 9]
[2, 1, 10, 5]
[5, 11, 12, 0]
[6, 5, 1, 9]
[9, 2, 0, 8]
[7, 2, 12, 5]
[4, 9, 12, 14]
[1, 5, 11, 2]
[8, 10, 11, 3]
[11, 14, 1, 12]
[1, 0, 6, 8]
[1, 5, 14, 6]
[0, 11, 5, 9]
[4, 6, 9, 8]
[14, 3, 11, 8]
[3, 2, 8, 14]
[9, 0, 14, 4]
[12, 2, 1, 8]
[5, 2, 7, 3]
[2, 9, 4, 12]
[8, 13, 2, 0]
[11, 3, 4, 7]
[6, 9, 1, 14]
[11, 8, 3, 9]
[0, 11, 9, 1]
[2, 13, 4, 1]
[8, 12, 0, 9]
[1, 13, 8, 14]
[2, 1, 4, 8]
[10, 4, 2, 13]
[7, 4, 5, 2]
[13, 5, 10, 6]
[13, 2, 10, 1]
[4, 10, 1, 11]
[11, 13, 7, 3]
[7, 2, 0, 14]
[8, 6, 11, 3]
[1, 4, 7, 9]
[13, 6, 3, 14]
[3, 8, 12, 0]
[5, 0, 13, 6]
[2, 14, 3, 4]
[12, 14, 4, 8]
[10, 12, 2, 0]
[0, 4, 14, 8]
[3, 7, 0, 4]
[12, 1, 8, 4]
[6, 7, 4, 1]
[3, 5, 10, 0]
[1, 0, 12, 10]
[11, 13, 2, 1]
[0, 11, 8, 13]
[11, 9, 0, 2]
[4, 2, 12, 13]
[5, 12, 0, 9]
