P1,P2,...,Pn
[4, 14, 1, 8, 7]
[7, 5, 3, 10, 12]
[3, 12, 8, 13, 10]
[7, 8, 1, 10, 11]
[6, 9, 8, 14, 0]
[6, 2, 4, 1, 13]
[0, 12, 2, 14, 6]
[7, 12, 13, 3, 2]
[3, 13, 14, 8, 9]
[7, 8, 2, 9, 10]
[10, 14, 3, 9, 7]
[9, 1, 8, 2, 5]
[12, 13, 1, 6, 4]
[1, 6, 0, 9, 11]
[4, 1, 14, 8, 6]
[5, 1, 0, 4, 2]
[8, 7, 10, 14, 4]
[0, 9, 11, 3, 12]
[7, 10, 4, 8, 0]
[12, 1, 8, 9, 0]
[11, 0, 5, 14, 7]
[7, 9, 13, 10, 5]
[12, 7, 5, 9, 1]
[8, 11, 3, 2, 6]
[2, 1, 11, 0, 7]
[14, 0, 1, 4, 2]
[3, 1, 9, 7, 12]
[6, 11, 7, 2, 9]
[5, 7, 14, 12, 2]
[12, 8, 1, 0, 6]
[6, 8, 14, 7, 1]
[13, 2, 0, 5, 9]
[7, 13, 5, 8, 2]
[5, 3, 11, 4, 13]
[0, 14, 8, 3, 9]
[8, 5, 3, 13, 1]
[4, 2, 3, 0, 11]
[10, 11, 7, 3, 0]
[11, 7, 13, 4, 12]
[0, 10, 2, 14, 6]
[2, 4, 11, 13, 0]
[9, 0, 5, 7, 1]
[0, 1, 9, 6, 7]
[7, 11, 5, 13, 6]
[10, 1, 4, 9, 8]
[1, 9, 12, 13, 4]
[8, 2, 4, 9, 5]
[0, 9, 2, 6, 10]
[1, 11, 0, 6, 10]
[4, 5, 9, 10, 3]
[0, 1, 13, 12, 4]
[11, 10, 4, 0, 14]
[6, 7, 13, 11, 12]
[14, 6, 5, 8, 7]
[8, 3, 9, 12, 13]
[5, 11, 12, 9, 10]
[3, 11, 6, 13, 2]
[6, 4, 10, 2, 12]
[2, 5, 4, 9, 8]
[7, 12, 11, 9, 4]
[5, 13, 10, 12, 8]
[9, 14, 11, 3, 12]
[1, 11, 13, 4, 8]
[9, 5, 3, 14, 7]
[4, 9, 5, 1, 14]
[14, 6, 13, 1, 4]
[5, 7, 13, 10, 14]
[14, 9, 3, 11, 0]
[6, 8, 5, 3, 2]
[13, 8, 12, 3, 0]
[2, 9, 0, 5, 3]
[2, 14, 4, 0, 10]
[6, 4, 9, 0, 10]
[12, 6, 14, 1, 9]
[4, 14, 2, 0, 9]
[7, 14, 4, 13, 0]
[5, 7, 13, 3, 4]
[10, 7, 11, 6, 8]
[14, 6, 5, 0, 1]
[9, 4, 5, 13, 11]
[0, 3, 2, 1, 7]
[8, 13, 2, 5, 1]
[11, 10, 3, 13, 9]
[4, 11, 12, 9, 8]
[7, 4, 0, 3, 11]
[7, 11, 1, 12, 6]
[1, 4, 9, 3, 13]
[10, 8, 9, 2, 11]
[2, 10, 9, 4, 0]
[7, 8, 5, 4, 13]
[0, 13, 1, 12, 4]
[5, 6, 11, 7, 2]
[4, 8, 9, 3, 10]
[6, 9, 0, 14, 7]
[6, 3, 10, 13, 5]
[13, 3, 0, 12, 6]
[12, 5, 7, 6, 13]
[1, 12, 7, 0, 4]
[3, 12, 8, 2, 14]
[10, 0, 7, 11, 6]
[1, 2, 3, 10, 12]
[10, 6, 11, 13, 3]
[9, 12, 4, 10, 3]
[7, 13, 5, 10, 9]
[12, 7, 14, 13, 3]
[0, 14, 1, 5, 8]
[5, 10, 1, 6, 4]
[10, 6, 2, 8, 13]
[8, 10, 11, 5, 2]
[7, 4, 14, 9, 5]
[2, 12, 4, 0, 7]
[3, 11, 8, 4, 2]
[14, 8, 11, 13, 5]
[11, 10, 14, 7, 8]
[8, 9, 3, 14, 0]
[12, 5, 8, 11, 10]
[1, 6, 9, 10, 2]
[7, 0, 13, 2, 4]
[0, 6, 1, 12, 11]
[3, 14, 13, 12, 2]
[1, 3, 10, 7, 5]
[1, 6, 2, 11, 14]
[8, 0, 4, 14, 13]
[7, 14, 4, 11, 12]
[9, 2, 12, 3, 8]
[5, 13, 6, 1, 0]
[3, 7, 1, 8, 6]
[6, 13, 12, 8, 5]
[10, 8, 14, 4, 11]
[4, 3, 7, 12, 5]
[1, 14, 11, 3, 9]
[0, 12, 5, 13, 6]
[0, 13, 5, 2, 1]
[7, 4, 8, 3, 9]
[2, 4, 3, 7, 11]
[1, 7, 2, 8, 4]
[3, 10, 13, 4, 1]
[12, 1, 6, 9, 3]
[9, 14, 10, 8, 0]
[4, 14, 5, 1, 8]
[5, 12, 8, 4, 1]
[14, 13, 11, 5, 12]
[3, 5, 9, 11, 6]
