P1,P2,...,Pn
[0, 11, 7, 14, 4]
[8, 1, 6, 2, 3]
[9, 2, 14, 4, 5]
[2, 10, 13, 9, 1]
[7, 6, 2, 13, 5]
[3, 6, 13, 8, 0]
[14, 8, 7, 9, 13]
[9, 12, 10, 4, 2]
[14, 6, 11, 13, 9]
[10, 12, 1, 13, 2]
[2, 14, 10, 0, 9]
[9, 7, 8, 1, 12]
[2, 14, 3, 4, 1]
[1, 7, 8, 11, 6]
[7, 1, 5, 6, 10]
[4, 5, 3, 11, 7]
[7, 4, 10, 5, 13]
[2, 6, 3, 11, 10]
[6, 1, 5, 0, 12]
[10, 9, 2, 13, 11]
[10, 12, 13, 7, 2]
[4, 1, 6, 12, 5]
[4, 11, 12, 1, 14]
[3, 2, 6, 10, 1]
[12, 0, 6, 4, 13]
[6, 13, 3, 9, 11]
[4, 5, 9, 10, 8]
[6, 5, 1, 13, 14]
[13, 0, 5, 3, 14]
[11, 14, 2, 8, 4]
[2, 4, 13, 14, 8]
[7, 8, 1, 2, 3]
[14, 0, 9, 13, 3]
[4, 10, 8, 1, 6]
[6, 11, 0, 2, 9]
[9, 8, 0, 4, 3]
[4, 13, 0, 6, 12]
[3, 13, 8, 0, 6]
[1, 9, 4, 6, 7]
[2, 4, 5, 0, 14]
[14, 12, 3, 4, 6]
[11, 1, 0, 10, 6]
[11, 8, 12, 10, 0]
[3, 7, 1, 12, 14]
[10, 7, 11, 6, 3]
[8, 3, 10, 6, 11]
[12, 5, 7, 4, 9]
[2, 5, 12, 0, 4]
[0, 3, 11, 12, 8]
[11, 4, 0, 7, 3]
[12, 5, 13, 10, 3]
[1, 4, 0, 5, 14]
[8, 3, 9, 11, 13]
[8, 2, 7, 4, 12]
[7, 8, 13, 10, 4]
[8, 13, 4, 11, 2]
[1, 9, 3, 7, 6]
[2, 13, 1, 10, 7]
[9, 10, 3, 7, 0]
[13, 11, 2, 0, 4]
[13, 14, 11, 1, 2]
[10, 4, 2, 1, 14]
[5, 11, 0, 9, 3]
[4, 12, 8, 1, 13]
[6, 2, 7, 12, 10]
[6, 9, 8, 11, 2]
[11, 12, 1, 13, 10]
[9, 2, 5, 7, 8]
[2, 6, 13, 12, 11]
[3, 6, 0, 10, 13]
[5, 10, 7, 6, 14]
[0, 3, 10, 7, 9]
[2, 1, 13, 14, 9]
[7, 11, 10, 14, 1]
[1, 0, 6, 7, 4]
[3, 8, 0, 10, 6]
[1, 0, 3, 9, 5]
[2, 0, 5, 14, 13]
[1, 14, 9, 10, 6]
[6, 12, 1, 4, 5]
[2, 8, 14, 7, 13]
[11, 5, 0, 2, 1]
[1, 12, 2, 4, 5]
[13, 2, 6, 10, 14]
[9, 0, 2, 3, 4]
[13, 11, 7, 14, 3]
[1, 13, 4, 2, 10]
[8, 2, 14, 4, 7]
[12, 7, 9, 4, 14]
[13, 6, 9, 11, 5]
[1, 2, 6, 13, 12]
[0, 10, 12, 14, 7]
[9, 13, 4, 14, 7]
[4, 9, 3, 11, 0]
[6, 7, 3, 13, 5]
[7, 1, 10, 3, 4]
[11, 13, 14, 10, 7]
[11, 8, 1, 3, 6]
[0, 1, 4, 10, 5]
[10, 7, 1, 4, 3]
[14, 7, 4, 6, 9]
[7, 10, 8, 3, 11]
[3, 4, 13, 14, 7]
[11, 0, 14, 2, 3]
[1, 10, 12, 2, 11]
[8, 13, 4, 3, 1]
[5, 3, 12, 9, 7]
[1, 14, 10, 4, 9]
[3, 8, 11, 1, 7]
[4, 9, 3, 0, 7]
[1, 7, 14, 9, 11]
[9, 6, 10, 14, 12]
[11, 10, 6, 12, 7]
[14, 6, 3, 10, 4]
[3, 2, 1, 10, 13]
[4, 5, 8, 11, 12]
[12, 9, 0, 11, 13]
[11, 1, 8, 2, 9]
[5, 14, 1, 6, 13]
[6, 12, 13, 11, 4]
[2, 9, 3, 12, 4]
[4, 9, 5, 12, 7]
[3, 5, 10, 4, 11]
[3, 2, 8, 11, 4]
[10, 12, 13, 8, 1]
[11, 13, 4, 6, 2]
[8, 4, 1, 9, 5]
[7, 9, 12, 4, 3]
[11, 14, 1, 12, 13]
[1, 8, 4, 6, 2]
[0, 6, 11, 13, 14]
[13, 8, 2, 11, 4]
[1, 11, 4, 0, 9]
[3, 14, 0, 9, 8]
[11, 6, 14, 13, 8]
[11, 14, 2, 12, 4]
[3, 12, 14, 8, 5]
[6, 9, 12, 0, 10]
[0, 10, 5, 11, 3]
[5, 2, 8, 11, 7]
[11, 7, 1, 3, 9]
[7, 12, 6, 1, 0]
[4, 1, 13, 7, 5]
[3, 7, 4, 6, 0]
[6, 1, 4, 10, 8]
[1, 12, 3, 11, 8]
[13, 6, 1, 14, 4]
[14, 11, 5, 13, 6]
[4, 12, 11, 7, 13]
[7, 2, 6, 14, 4]
[2, 11, 4, 10, 14]
[2, 6, 9, 13, 3]
[1, 13, 3, 7, 4]
[5, 6, 8, 0, 1]
[0, 2, 11, 3, 9]
[5, 12, 14, 0, 7]
[2, 11, 4, 8, 5]
[3, 10, 2, 13, 1]
[14, 12, 3, 6, 4]
[0, 3, 11, 9, 6]
[8, 7, 11, 5, 2]
[14, 4, 7, 5, 6]
[11, 7, 14, 6, 0]
[3, 6, 1, 7, 0]
[5, 12, 3, 1, 4]
[7, 1, 12, 6, 8]
[5, 1, 0, 4, 2]
[9, 10, 8, 13, 7]
[4, 0, 7, 6, 8]
[0, 1, 2, 14, 11]
[14, 7, 3, 4, 8]
[12, 5, 10, 13, 0]
[11, 3, 6, 5, 10]
[8, 3, 2, 4, 13]
[11, 0, 3, 14, 9]
[2, 9, 11, 4, 10]
[10, 4, 8, 13, 12]
[14, 9, 13, 0, 5]
[11, 7, 6, 12, 14]
[6, 1, 12, 13, 10]
[8, 5, 3, 2, 11]
[11, 14, 5, 1, 10]
[8, 6, 12, 10, 0]
[6, 12, 2, 4, 5]
[13, 9, 1, 12, 7]
[8, 7, 14, 9, 13]
[5, 8, 6, 12, 13]
[11, 7, 0, 6, 8]
[10, 7, 12, 14, 3]
[14, 0, 9, 13, 10]
[10, 13, 7, 1, 0]
[5, 1, 14, 9, 10]
[4, 3, 14, 6, 5]
[0, 13, 8, 3, 1]
[11, 10, 0, 13, 6]
[11, 2, 7, 12, 3]
[7, 13, 10, 6, 8]
[0, 12, 5, 2, 6]
[6, 3, 9, 12, 0]
[2, 10, 4, 5, 12]
[4, 1, 9, 0, 11]
[0, 6, 8, 12, 10]
[2, 11, 6, 0, 3]
[7, 0, 6, 10, 12]
[12, 5, 10, 7, 6]
[7, 2, 12, 0, 9]
[9, 13, 2, 12, 5]
[0, 14, 3, 8, 11]
[5, 4, 14, 10, 0]
[6, 9, 13, 3, 14]
[14, 6, 3, 12, 10]
[2, 4, 3, 13, 0]
[11, 14, 5, 4, 8]
[12, 13, 14, 8, 3]
[13, 3, 2, 6, 8]
[6, 14, 10, 1, 3]
[5, 8, 6, 2, 4]
[14, 0, 11, 8, 13]
[10, 2, 0, 1, 4]
[8, 5, 10, 9, 7]
[8, 1, 2, 9, 11]
[9, 10, 8, 1, 13]
[12, 1, 4, 8, 5]
[9, 13, 8, 11, 7]
[1, 14, 13, 0, 12]
[6, 5, 1, 14, 7]
[12, 4, 1, 7, 0]
[9, 13, 14, 10, 12]
[12, 13, 2, 11, 14]
[4, 10, 13, 0, 7]
[7, 8, 4, 5, 1]
[4, 14, 8, 7, 10]
[6, 7, 0, 2, 4]
[6, 0, 1, 2, 9]
[6, 14, 9, 10, 2]
[14, 6, 2, 9, 12]
[7, 9, 5, 6, 14]
[12, 13, 14, 11, 2]
[2, 11, 10, 12, 8]
[10, 5, 2, 12, 9]
[4, 6, 12, 0, 8]
[11, 12, 5, 4, 6]
[8, 10, 11, 0, 14]
[10, 4, 1, 14, 9]
[7, 14, 9, 12, 11]
[9, 6, 0, 1, 12]
[8, 13, 12, 2, 0]
[6, 12, 9, 7, 1]
[14, 7, 0, 8, 3]
[6, 7, 3, 11, 10]
[9, 3, 0, 1, 12]
[8, 13, 10, 4, 6]
[9, 2, 4, 11, 3]
