P1,P2,...,Pn
[11, 8, 0, 13]
[4, 2, 9, 1]
[3, 14, 1, 5]
[6, 3, 8, 11]
[8, 11, 14, 10]
[12, 8, 3, 14]
[6, 2, 9, 3]
[0, 8, 2, 13]
[5, 8, 0, 11]
[14, 9, 2, 7]
[5, 3, 6, 14]
[3, 9, 8, 7]
[10, 5, 1, 11]
[1, 4, 10, 2]
[8, 7, 13, 11]
[11, 3, 8, 9]
[14, 5, 7, 9]
[7, 4, 6, 10]
[11, 8, 12, 10]
[6, 0, 8, 3]
[0, 10, 5, 11]
[1, 12, 13, 7]
[7, 5, 11, 4]
[0, 9, 3, 4]
[13, 4, 2, 0]
[6, 10, 2, 4]
[14, 1, 8, 13]
[10, 7, 6, 2]
[12, 10, 9, 2]
[0, 7, 10, 14]
[12, 8, 14, 4]
[1, 8, 13, 3]
[13, 7, 14, 3]
[13, 1, 5, 0]
[5, 10, 0, 11]
[13, 12, 4, 0]
[14, 6, 3, 2]
[13, 11, 6, 0]
[9, 0, 3, 12]
[8, 0, 12, 2]
[14, 7, 9, 13]
[0, 9, 8, 10]
[8, 11, 4, 2]
[1, 11, 14, 10]
[11, 7, 5, 3]
[1, 13, 8, 4]
[14, 6, 5, 8]
[14, 12, 8, 9]
[14, 13, 4, 6]
[4, 14, 8, 1]
[14, 6, 7, 12]
[10, 14, 8, 6]
[3, 7, 1, 2]
[7, 0, 11, 6]
[0, 7, 9, 4]
[11, 3, 2, 12]
[7, 1, 14, 6]
[11, 8, 14, 5]
[4, 7, 3, 8]
[5, 13, 12, 9]
[9, 2, 1, 3]
[9, 14, 3, 11]
[6, 5, 11, 10]
[9, 2, 6, 10]
[5, 10, 9, 2]
[4, 1, 13, 6]
[5, 10, 3, 12]
[10, 14, 1, 11]
[1, 3, 10, 11]
[12, 0, 9, 3]
[13, 6, 9, 10]
[14, 7, 0, 12]
[8, 14, 5, 12]
[8, 2, 4, 14]
[5, 8, 1, 13]
[11, 9, 13, 2]
[5, 3, 4, 12]
[6, 1, 7, 13]
[12, 6, 9, 4]
[12, 11, 14, 10]
[12, 10, 5, 1]
[10, 5, 7, 9]
[10, 5, 8, 0]
[7, 6, 12, 0]
[9, 2, 6, 7]
[1, 9, 2, 4]
[10, 6, 12, 7]
[6, 3, 2, 1]
[10, 4, 5, 6]
[3, 5, 1, 11]
[11, 5, 12, 4]
[6, 3, 13, 1]
[8, 14, 13, 9]
[5, 4, 10, 3]
[8, 3, 7, 9]
[13, 5, 14, 11]
[7, 6, 9, 12]
[10, 9, 6, 12]
[11, 7, 2, 8]
[11, 10, 3, 8]
[12, 1, 11, 7]
[1, 8, 7, 9]
[10, 6, 5, 0]
[8, 11, 3, 4]
[6, 5, 4, 12]
[6, 5, 8, 11]
[11, 12, 10, 9]
[10, 8, 1, 12]
[9, 8, 7, 10]
[1, 7, 14, 0]
[9, 5, 8, 3]
[10, 9, 8, 7]
[1, 8, 14, 0]
[3, 14, 11, 7]
[7, 8, 14, 2]
[14, 13, 0, 7]
[4, 9, 6, 7]
[0, 14, 10, 13]
[2, 5, 7, 1]
[9, 0, 6, 4]
[4, 9, 7, 12]
[8, 1, 12, 4]
[3, 13, 8, 12]
[11, 3, 0, 7]
[13, 4, 5, 2]
[10, 12, 8, 5]
[14, 2, 9, 12]
[6, 7, 5, 12]
[0, 8, 13, 1]
[2, 9, 6, 10]
[8, 0, 9, 6]
[1, 10, 8, 6]
[1, 7, 5, 11]
[7, 2, 0, 6]
[3, 2, 0, 11]
[8, 0, 10, 4]
[9, 14, 8, 3]
[8, 12, 13, 0]
[0, 11, 5, 7]
[2, 10, 6, 5]
[2, 7, 3, 14]
[2, 9, 10, 7]
[14, 9, 5, 6]
[2, 0, 8, 5]
[8, 9, 3, 4]
[8, 14, 11, 12]
[12, 3, 14, 0]
[6, 12, 4, 11]
[8, 12, 6, 2]
[8, 13, 11, 5]
[2, 9, 7, 6]
[2, 10, 0, 5]
[10, 1, 7, 11]
[10, 2, 4, 0]
[10, 1, 13, 2]
[7, 9, 0, 14]
[5, 4, 8, 2]
[0, 9, 11, 7]
[6, 0, 7, 14]
[10, 4, 7, 14]
[14, 6, 10, 2]
[5, 11, 6, 12]
[8, 2, 13, 6]
[9, 3, 7, 11]
[14, 7, 6, 4]
[4, 13, 0, 14]
[14, 0, 2, 10]
[3, 7, 5, 4]
[6, 10, 4, 1]
[4, 12, 6, 1]
[3, 14, 4, 13]
[1, 6, 7, 12]
[2, 14, 13, 0]
[3, 11, 0, 12]
[1, 7, 3, 8]
[8, 5, 1, 2]
[14, 8, 6, 9]
[14, 5, 2, 0]
[0, 11, 10, 8]
[11, 12, 7, 5]
[0, 5, 6, 9]
[6, 2, 14, 5]
[4, 14, 13, 7]
[1, 6, 9, 5]
[1, 9, 3, 4]
[10, 4, 6, 8]
[2, 12, 4, 13]
[9, 14, 11, 13]
[8, 9, 12, 6]
[2, 3, 10, 8]
[10, 1, 4, 2]
[6, 13, 3, 11]
[5, 1, 0, 14]
[10, 3, 12, 9]
[3, 14, 5, 6]
[1, 5, 9, 10]
[14, 5, 8, 2]
[0, 11, 9, 2]
[5, 8, 11, 0]
[13, 10, 1, 0]
[13, 9, 3, 12]
[9, 8, 6, 1]
[14, 9, 4, 12]
[0, 5, 2, 9]
[4, 7, 1, 12]
[6, 11, 9, 10]
[6, 14, 2, 3]
[7, 6, 4, 9]
[1, 6, 4, 14]
[13, 4, 12, 2]
[5, 9, 1, 12]
[6, 14, 7, 5]
[4, 8, 10, 11]
[11, 13, 1, 14]
[8, 7, 13, 9]
[10, 1, 13, 7]
[8, 4, 9, 12]
[12, 14, 5, 0]
[6, 14, 3, 8]
[14, 11, 1, 12]
[10, 0, 13, 8]
[10, 4, 5, 9]
[7, 5, 3, 12]
[6, 2, 5, 11]
[14, 6, 11, 7]
[3, 4, 11, 8]
[8, 12, 3, 10]
[6, 11, 13, 1]
[6, 8, 4, 10]
[1, 4, 7, 2]
[3, 5, 10, 2]
[6, 8, 1, 4]
[10, 3, 7, 0]
[3, 9, 5, 13]
[0, 6, 8, 13]
[4, 10, 6, 5]
[8, 12, 9, 13]
[6, 10, 12, 8]
[13, 8, 12, 14]
[12, 6, 3, 14]
[9, 8, 1, 13]
