P1,P2,...,Pn
[3, 14, 5, 12]
[8, 3, 7, 9]
[2, 10, 11, 14]
[1, 3, 7, 4]
[2, 3, 6, 5]
[3, 14, 2, 8]
[11, 3, 6, 9]
[2, 1, 4, 5]
[2, 14, 11, 10]
[12, 13, 10, 2]
[12, 6, 5, 2]
[11, 14, 3, 8]
[6, 7, 11, 9]
[10, 13, 2, 14]
[0, 13, 2, 11]
[12, 3, 4, 6]
[5, 14, 7, 2]
[7, 8, 4, 9]
[7, 6, 2, 12]
[8, 2, 11, 1]
[13, 0, 4, 12]
[14, 5, 9, 0]
[8, 2, 3, 1]
[9, 12, 14, 5]
[11, 2, 5, 13]
[6, 5, 1, 12]
[4, 10, 7, 1]
[9, 12, 6, 4]
[9, 8, 0, 6]
[8, 5, 0, 10]
[12, 4, 2, 5]
[6, 11, 5, 2]
[4, 0, 8, 14]
[9, 0, 6, 4]
[9, 4, 3, 5]
[3, 12, 9, 6]
[5, 3, 14, 7]
[10, 11, 9, 1]
[3, 4, 6, 1]
[2, 1, 0, 10]
[4, 9, 7, 3]
[1, 9, 12, 4]
[14, 7, 4, 10]
[10, 5, 0, 9]
[8, 2, 6, 10]
[14, 13, 8, 4]
[8, 3, 9, 1]
[9, 12, 14, 1]
[0, 8, 9, 6]
[2, 4, 14, 6]
[7, 8, 3, 0]
[9, 5, 12, 14]
[7, 8, 14, 13]
[4, 10, 9, 12]
[13, 9, 5, 7]
[9, 11, 7, 6]
[2, 4, 11, 5]
[2, 4, 3, 11]
[3, 13, 10, 12]
[6, 12, 8, 2]
[11, 9, 1, 12]
[7, 6, 4, 14]
[2, 7, 8, 10]
[2, 6, 5, 4]
[9, 5, 1, 3]
[9, 4, 7, 14]
[0, 12, 7, 3]
[10, 6, 12, 7]
[9, 3, 11, 6]
[4, 12, 10, 5]
[1, 8, 4, 7]
[9, 0, 14, 11]
[11, 6, 2, 5]
[14, 13, 12, 0]
[8, 4, 3, 1]
[4, 6, 10, 5]
[1, 13, 2, 3]
[6, 1, 14, 9]
[9, 6, 13, 3]
[3, 10, 4, 13]
[13, 14, 0, 5]
[12, 8, 10, 14]
[14, 4, 8, 2]
[9, 3, 7, 13]
[3, 8, 1, 0]
[6, 3, 1, 5]
[4, 1, 6, 5]
[1, 5, 11, 12]
[7, 14, 3, 5]
[8, 0, 1, 9]
[1, 14, 6, 12]
[2, 8, 9, 14]
[0, 5, 1, 7]
[1, 13, 0, 4]
[14, 2, 7, 13]
[3, 5, 1, 13]
[6, 10, 14, 2]
[9, 8, 1, 12]
[9, 10, 12, 11]
[5, 0, 9, 8]
[14, 11, 13, 6]
[2, 3, 14, 9]
[8, 14, 7, 6]
[10, 13, 14, 2]
[5, 11, 10, 1]
[6, 1, 11, 5]
[0, 13, 3, 14]
[2, 12, 6, 7]
[4, 7, 9, 13]
[1, 14, 2, 10]
[0, 3, 12, 2]
[3, 4, 12, 2]
[7, 12, 6, 8]
[4, 8, 2, 3]
[6, 1, 2, 3]
[14, 11, 7, 5]
[0, 11, 13, 6]
[11, 7, 9, 8]
[13, 10, 11, 1]
[6, 9, 1, 13]
[6, 11, 12, 9]
[13, 7, 4, 0]
[7, 13, 1, 9]
[1, 6, 14, 0]
[7, 1, 0, 9]
[8, 7, 10, 14]
[14, 11, 9, 4]
[14, 3, 8, 11]
[7, 2, 3, 8]
[5, 11, 2, 13]
[10, 0, 5, 9]
[11, 0, 8, 14]
[14, 12, 1, 9]
[11, 6, 12, 8]
[13, 12, 4, 7]
[10, 14, 9, 12]
[4, 7, 13, 0]
[7, 3, 6, 10]
[2, 13, 14, 6]
[4, 5, 12, 1]
[12, 11, 6, 4]
[4, 11, 14, 13]
[3, 9, 2, 4]
[9, 1, 5, 12]
[4, 6, 8, 2]
[11, 14, 2, 6]
[14, 7, 0, 13]
[1, 2, 4, 0]
[14, 9, 11, 10]
[7, 13, 5, 4]
[14, 10, 11, 0]
[5, 2, 1, 7]
[13, 7, 5, 11]
[7, 0, 13, 2]
[5, 12, 8, 0]
[7, 1, 10, 14]
[10, 2, 4, 8]
[9, 11, 14, 12]
[12, 3, 8, 14]
[5, 10, 3, 11]
[5, 11, 6, 4]
[7, 10, 8, 3]
[8, 14, 6, 5]
[9, 7, 1, 3]
[6, 3, 7, 13]
[5, 7, 4, 2]
[7, 6, 12, 0]
[0, 5, 9, 10]
[10, 4, 9, 11]
[0, 9, 5, 3]
[0, 6, 14, 1]
[2, 11, 3, 4]
[13, 4, 2, 11]
[12, 2, 7, 9]
[3, 6, 14, 10]
[10, 14, 2, 12]
[14, 6, 11, 3]
[0, 14, 5, 4]
[13, 10, 9, 1]
[7, 12, 9, 10]
[5, 13, 12, 8]
[2, 14, 13, 5]
[9, 4, 8, 1]
[12, 1, 6, 2]
[1, 13, 8, 11]
[1, 0, 12, 10]
[13, 10, 1, 5]
[6, 9, 5, 8]
[12, 10, 9, 8]
[7, 12, 10, 13]
[10, 13, 8, 14]
[0, 8, 9, 1]
[12, 9, 3, 13]
[1, 10, 2, 9]
[8, 3, 9, 13]
[10, 12, 3, 5]
[3, 7, 4, 9]
[7, 11, 14, 5]
[11, 1, 0, 8]
[2, 1, 4, 6]
[9, 11, 8, 5]
[0, 5, 11, 8]
[13, 11, 12, 2]
[13, 2, 14, 3]
[8, 5, 0, 11]
[7, 3, 11, 9]
[3, 13, 9, 2]
[6, 10, 9, 13]
[5, 1, 6, 11]
[12, 1, 0, 8]
[2, 14, 12, 10]
[12, 8, 1, 3]
[8, 10, 14, 7]
[7, 5, 13, 8]
[3, 6, 13, 14]
[9, 5, 2, 1]
[5, 14, 6, 4]
[6, 11, 7, 3]
[1, 0, 13, 9]
[12, 1, 4, 7]
[11, 7, 2, 13]
[14, 1, 13, 11]
[2, 7, 0, 11]
[13, 1, 10, 5]
[1, 7, 14, 6]
[6, 2, 14, 12]
[1, 3, 10, 13]
[0, 2, 1, 9]
[9, 7, 6, 1]
[0, 10, 13, 8]
[0, 9, 14, 3]
[8, 3, 10, 5]
[5, 4, 10, 1]
[13, 10, 12, 0]
[6, 4, 7, 2]
[4, 6, 0, 9]
[1, 13, 11, 12]
[2, 11, 8, 7]
[0, 14, 3, 1]
[3, 2, 13, 8]
[2, 3, 11, 9]
[6, 13, 2, 0]
[1, 6, 8, 5]
[12, 13, 5, 11]
[6, 13, 3, 1]
[3, 10, 11, 13]
[10, 13, 11, 2]
[0, 1, 14, 9]
[12, 5, 4, 9]
[2, 3, 9, 5]
[11, 0, 5, 6]
[8, 6, 3, 1]
[8, 1, 9, 2]
[13, 12, 1, 3]
[14, 8, 12, 9]
[5, 10, 13, 7]
[14, 4, 2, 11]
[4, 0, 1, 3]
[14, 7, 11, 13]
[12, 10, 7, 8]
[11, 0, 4, 9]
[6, 0, 10, 11]
[9, 7, 2, 6]
[2, 0, 13, 3]
[12, 4, 1, 6]
[1, 13, 14, 11]
[12, 0, 4, 8]
[9, 0, 4, 5]
[6, 8, 13, 0]
[2, 5, 12, 10]
[14, 4, 8, 7]
[3, 7, 12, 2]
[11, 3, 4, 10]
[4, 12, 2, 0]
[11, 3, 2, 7]
[10, 9, 4, 12]
[9, 13, 12, 7]
[8, 12, 2, 0]
[2, 3, 14, 7]
[12, 2, 14, 7]
[4, 6, 11, 14]
[12, 1, 6, 4]
[5, 8, 2, 4]
[13, 7, 4, 3]
[6, 4, 13, 11]
[1, 10, 8, 12]
[12, 3, 1, 14]
[11, 10, 12, 5]
[4, 1, 2, 11]
[7, 10, 2, 14]
[7, 3, 0, 10]
[9, 10, 13, 3]
[8, 9, 0, 4]
[12, 10, 2, 7]
[10, 0, 1, 9]
[12, 5, 2, 6]
[6, 9, 3, 4]
[14, 3, 13, 11]
[1, 14, 12, 8]
[6, 9, 7, 1]
[12, 4, 1, 6]
[11, 2, 0, 14]
[3, 14, 2, 6]
[1, 9, 2, 14]
[14, 10, 1, 6]
[1, 10, 5, 11]
[3, 11, 4, 2]
[7, 8, 10, 13]
[6, 14, 3, 5]
[11, 1, 7, 0]
[14, 8, 4, 11]
[11, 7, 4, 3]
[9, 3, 6, 4]
[11, 8, 5, 9]
[0, 8, 3, 14]
[13, 7, 11, 3]
[1, 5, 11, 13]
[12, 8, 0, 4]
[2, 4, 10, 9]
[5, 6, 7, 9]
[10, 7, 8, 2]
[5, 1, 10, 8]
[4, 11, 8, 0]
[7, 8, 10, 14]
[9, 8, 4, 10]
[8, 1, 5, 13]
[5, 4, 0, 12]
[6, 13, 1, 7]
[11, 13, 14, 9]
[6, 5, 10, 1]
[10, 12, 1, 14]
[7, 0, 5, 12]
[6, 11, 4, 12]
[11, 14, 9, 4]
[10, 13, 0, 2]
[12, 2, 6, 8]
[4, 5, 0, 7]
[1, 9, 12, 13]
[1, 10, 0, 3]
[11, 2, 0, 8]
[6, 7, 9, 5]
[4, 10, 6, 8]
[8, 2, 11, 6]
[3, 10, 4, 9]
[13, 9, 3, 5]
[11, 10, 5, 14]
[7, 0, 3, 4]
[14, 0, 3, 11]
[14, 10, 7, 13]
[8, 0, 3, 11]
[9, 14, 7, 13]
[10, 6, 0, 3]
[10, 11, 7, 9]
[2, 3, 13, 4]
[0, 1, 4, 6]
[3, 7, 11, 5]
[8, 12, 2, 13]
[8, 1, 14, 7]
[14, 3, 2, 10]
[10, 9, 11, 7]
[13, 6, 9, 12]
[10, 11, 7, 1]
[2, 5, 10, 3]
[5, 9, 6, 7]
[12, 6, 9, 0]
[2, 8, 0, 4]
[5, 7, 4, 3]
[3, 0, 8, 9]
[13, 3, 9, 5]
[11, 6, 3, 7]
[11, 13, 14, 9]
[2, 4, 8, 3]
[10, 12, 11, 6]
[6, 9, 10, 4]
[14, 2, 11, 4]
[1, 7, 12, 11]
[0, 12, 6, 5]
[4, 8, 14, 7]
[6, 12, 7, 13]
[11, 8, 7, 0]
[10, 7, 2, 13]
[0, 2, 5, 11]
[10, 9, 13, 11]
[2, 7, 14, 11]
[0, 6, 14, 10]
[10, 11, 13, 4]
[4, 14, 5, 12]
[0, 9, 14, 7]
[14, 10, 4, 12]
[4, 10, 13, 11]
[5, 9, 1, 6]
[10, 6, 7, 3]
[14, 3, 6, 5]
[7, 12, 11, 1]
