P1,P2,...,Pn
[0, 11, 10, 7, 5]
[7, 1, 5, 14, 0]
[11, 0, 13, 14, 1]
[9, 4, 12, 6, 5]
[9, 4, 5, 12, 11]
[0, 3, 14, 5, 6]
[11, 1, 13, 2, 8]
[9, 3, 0, 13, 12]
[14, 5, 11, 7, 3]
[3, 10, 12, 8, 4]
[4, 12, 5, 1, 11]
[4, 2, 9, 10, 13]
[13, 9, 8, 0, 1]
[2, 11, 1, 10, 14]
[7, 3, 1, 4, 12]
[11, 14, 7, 0, 3]
[6, 0, 10, 14, 3]
[13, 2, 7, 1, 3]
[14, 4, 12, 5, 13]
[14, 7, 2, 3, 0]
[1, 13, 9, 7, 2]
[0, 3, 13, 8, 1]
[12, 9, 1, 0, 3]
[13, 2, 12, 0, 8]
[3, 0, 11, 6, 4]
[4, 0, 2, 12, 6]
[9, 11, 1, 2, 7]
[4, 9, 13, 12, 3]
[7, 11, 8, 4, 10]
[9, 11, 7, 6, 0]
[10, 11, 5, 6, 9]
[13, 8, 14, 11, 2]
[12, 0, 1, 2, 11]
[1, 0, 5, 6, 7]
[5, 7, 1, 0, 12]
[3, 7, 11, 9, 5]
[9, 8, 10, 13, 12]
[0, 9, 11, 2, 6]
[5, 12, 7, 0, 2]
[6, 9, 7, 11, 3]
[5, 0, 9, 1, 2]
[11, 7, 10, 0, 8]
[2, 4, 8, 13, 1]
[0, 3, 1, 7, 6]
[12, 2, 6, 3, 11]
[13, 1, 5, 9, 10]
[0, 14, 9, 2, 1]
[8, 1, 13, 7, 11]
[2, 1, 13, 8, 4]
[8, 12, 9, 11, 6]
[4, 5, 8, 1, 14]
[10, 4, 3, 0, 11]
[1, 12, 13, 7, 0]
[2, 7, 8, 12, 9]
[12, 7, 1, 5, 14]
[3, 10, 13, 5, 9]
[8, 14, 4, 5, 11]
[2, 11, 13, 0, 10]
[9, 14, 10, 3, 11]
[3, 13, 6, 14, 5]
[1, 12, 11, 3, 9]
[3, 1, 6, 9, 0]
[14, 9, 2, 12, 10]
[14, 9, 6, 3, 11]
[2, 12, 4, 0, 11]
[14, 6, 13, 11, 8]
[5, 10, 11, 12, 8]
[7, 3, 10, 4, 13]
[8, 1, 6, 10, 9]
[8, 3, 13, 14, 2]
[10, 14, 9, 5, 4]
[12, 6, 14, 10, 1]
[0, 8, 11, 6, 4]
[3, 10, 5, 12, 6]
[5, 8, 9, 7, 12]
[2, 10, 4, 1, 7]
[3, 8, 7, 1, 13]
[1, 9, 8, 0, 5]
[6, 2, 4, 11, 14]
[9, 7, 2, 11, 0]
[2, 14, 13, 12, 8]
[0, 9, 14, 10, 1]
[6, 13, 12, 9, 11]
[3, 8, 10, 14, 9]
[9, 5, 12, 6, 2]
[0, 7, 4, 10, 12]
[14, 11, 4, 5, 7]
[2, 14, 0, 5, 12]
[7, 8, 9, 5, 14]
[10, 8, 5, 7, 2]
[6, 5, 1, 8, 13]
[3, 10, 5, 2, 6]
[10, 3, 2, 9, 1]
[11, 6, 9, 14, 4]
[1, 11, 3, 9, 0]
[5, 6, 11, 13, 0]
[4, 13, 11, 10, 7]
[11, 1, 13, 14, 6]
[5, 11, 10, 1, 2]
[11, 9, 14, 0, 6]
[12, 9, 2, 6, 3]
[9, 1, 12, 10, 13]
[12, 13, 11, 9, 8]
[14, 6, 8, 7, 10]
[14, 0, 9, 3, 4]
[5, 3, 10, 9, 1]
[2, 6, 13, 3, 10]
[13, 10, 1, 14, 8]
[6, 8, 2, 9, 4]
[9, 3, 1, 0, 12]
[14, 1, 3, 11, 2]
[12, 4, 9, 3, 2]
[10, 1, 11, 6, 2]
[11, 6, 5, 7, 12]
[2, 11, 12, 10, 9]
[10, 12, 7, 11, 2]
[9, 6, 7, 1, 11]
[4, 6, 5, 1, 9]
[13, 4, 12, 5, 11]
[5, 9, 6, 3, 11]
[5, 1, 8, 10, 14]
[7, 10, 5, 12, 13]
[9, 13, 0, 6, 3]
[14, 11, 0, 13, 8]
[3, 10, 1, 11, 4]
[4, 2, 5, 7, 13]
[11, 0, 9, 13, 1]
[10, 3, 8, 11, 12]
[2, 14, 6, 11, 1]
[12, 13, 7, 6, 11]
[8, 7, 6, 0, 9]
[14, 12, 11, 1, 7]
[2, 8, 1, 6, 14]
[3, 8, 7, 4, 0]
[9, 8, 1, 4, 10]
[0, 2, 11, 4, 9]
[1, 4, 14, 11, 3]
[9, 0, 8, 11, 12]
[8, 2, 11, 12, 0]
[9, 12, 6, 3, 11]
[9, 0, 6, 2, 13]
[11, 2, 1, 13, 3]
[9, 13, 5, 4, 3]
[4, 2, 5, 13, 12]
[5, 7, 4, 6, 10]
[13, 9, 1, 3, 5]
[7, 2, 5, 0, 4]
[11, 6, 1, 8, 9]
[3, 4, 9, 5, 1]
[9, 11, 10, 14, 7]
[11, 14, 7, 10, 0]
[13, 8, 11, 4, 9]
[6, 1, 8, 4, 7]
[1, 10, 5, 8, 3]
[9, 1, 4, 13, 2]
[8, 10, 3, 1, 2]
[2, 6, 11, 4, 3]
[14, 1, 7, 9, 10]
[13, 0, 7, 6, 11]
