P1,P2,...,Pn
[3, 0, 13, 4]
[14, 6, 0, 9]
[11, 14, 1, 6]
[4, 1, 9, 0]
[8, 13, 5, 7]
[3, 12, 8, 7]
[13, 12, 10, 7]
[1, 10, 4, 9]
[6, 5, 1, 3]
[6, 9, 7, 5]
[9, 7, 4, 6]
[4, 7, 2, 14]
[7, 2, 12, 5]
[10, 9, 11, 8]
[8, 10, 13, 9]
[13, 2, 12, 6]
[7, 8, 13, 3]
[9, 5, 11, 2]
[3, 10, 14, 2]
[0, 6, 5, 4]
[8, 7, 1, 4]
[13, 9, 12, 5]
[4, 5, 6, 12]
[1, 11, 3, 5]
[5, 1, 6, 3]
[4, 14, 13, 1]
[13, 10, 6, 5]
[11, 4, 14, 3]
[10, 8, 2, 13]
[4, 0, 11, 1]
[13, 7, 3, 10]
[2, 9, 6, 8]
[10, 2, 14, 12]
[0, 8, 1, 13]
[7, 3, 8, 5]
[10, 12, 0, 3]
[12, 1, 4, 2]
[2, 11, 4, 6]
[11, 8, 14, 4]
[13, 14, 9, 2]
[4, 10, 6, 14]
[5, 3, 11, 13]
[2, 7, 4, 11]
[12, 10, 8, 1]
[10, 14, 2, 3]
[2, 9, 0, 10]
[5, 14, 11, 7]
[3, 14, 0, 2]
[11, 5, 13, 10]
[8, 14, 13, 5]
[8, 1, 7, 10]
[9, 2, 8, 3]
[3, 0, 14, 11]
[13, 4, 8, 3]
[6, 13, 0, 10]
[8, 11, 0, 14]
[7, 8, 0, 13]
[3, 13, 5, 9]
[7, 0, 13, 9]
[8, 0, 1, 13]
[5, 9, 8, 12]
[13, 8, 7, 2]
[9, 10, 1, 11]
[1, 0, 3, 6]
[3, 1, 0, 7]
[10, 11, 14, 1]
[5, 7, 13, 3]
[0, 12, 7, 5]
[7, 0, 6, 12]
[9, 8, 14, 3]
[1, 10, 8, 7]
[14, 10, 7, 1]
[0, 3, 12, 9]
[9, 10, 3, 8]
[7, 13, 4, 14]
[2, 4, 5, 14]
[4, 1, 2, 12]
[14, 10, 11, 6]
[0, 7, 10, 12]
[1, 4, 0, 8]
[4, 6, 3, 12]
[4, 12, 1, 9]
[11, 2, 13, 5]
[14, 9, 3, 12]
[3, 9, 4, 5]
[3, 8, 1, 5]
[12, 13, 2, 4]
[5, 6, 7, 13]
[9, 0, 13, 5]
[9, 1, 11, 2]
[6, 10, 11, 13]
[2, 0, 11, 9]
[14, 10, 5, 9]
[12, 11, 1, 0]
[12, 3, 14, 2]
[12, 0, 7, 1]
[6, 7, 11, 13]
[11, 12, 2, 6]
[4, 5, 1, 12]
[6, 9, 0, 3]
[11, 14, 10, 13]
[13, 11, 9, 2]
[11, 7, 0, 2]
[4, 14, 2, 9]
[0, 4, 5, 8]
[5, 4, 13, 14]
[1, 13, 7, 2]
[0, 13, 8, 4]
[11, 3, 6, 10]
[6, 13, 4, 11]
[13, 0, 5, 8]
[5, 11, 7, 10]
[5, 12, 0, 7]
[0, 10, 3, 13]
[0, 13, 14, 2]
[5, 11, 0, 1]
[10, 14, 1, 3]
[6, 2, 4, 12]
[7, 1, 14, 6]
[0, 14, 3, 13]
[13, 9, 0, 8]
[0, 10, 2, 12]
[6, 9, 7, 12]
[0, 5, 4, 3]
[14, 5, 12, 2]
[13, 9, 0, 5]
[8, 10, 4, 7]
[12, 10, 3, 4]
[1, 4, 12, 13]
[1, 10, 14, 13]
[14, 1, 7, 0]
[9, 7, 1, 0]
[2, 13, 10, 7]
[10, 1, 7, 11]
[9, 4, 6, 13]
[12, 11, 0, 2]
[2, 14, 0, 7]
[4, 1, 10, 6]
[7, 6, 1, 11]
[11, 0, 2, 13]
[3, 1, 9, 12]
[1, 14, 13, 9]
[13, 7, 10, 1]
[7, 5, 12, 2]
[0, 14, 11, 8]
[13, 10, 6, 5]
[4, 11, 0, 8]
[3, 11, 13, 5]
[4, 11, 9, 6]
[11, 12, 13, 2]
[3, 10, 6, 4]
[3, 11, 13, 0]
[8, 10, 11, 3]
[5, 10, 3, 7]
[14, 11, 12, 3]
[13, 2, 9, 3]
[4, 12, 0, 1]
[8, 11, 6, 3]
[13, 1, 4, 11]
[3, 9, 1, 7]
[0, 9, 8, 7]
[13, 5, 8, 9]
[14, 11, 13, 0]
[1, 8, 9, 3]
[8, 9, 12, 3]
[3, 4, 1, 6]
[5, 11, 13, 10]
[2, 7, 8, 3]
[14, 11, 13, 2]
[2, 8, 10, 4]
[9, 0, 5, 7]
[8, 3, 5, 12]
[5, 8, 3, 1]
[7, 6, 9, 12]
[1, 8, 4, 10]
[6, 1, 12, 4]
[6, 12, 10, 2]
[1, 0, 3, 10]
[1, 8, 4, 10]
[14, 9, 13, 2]
[1, 11, 4, 6]
[10, 1, 0, 2]
[4, 13, 1, 5]
[8, 11, 10, 0]
[0, 4, 8, 5]
[11, 12, 7, 3]
[6, 12, 7, 9]
[10, 1, 12, 9]
[6, 14, 13, 1]
[8, 13, 10, 9]
[0, 14, 3, 9]
[0, 8, 14, 5]
[14, 0, 5, 3]
[5, 2, 3, 14]
[6, 8, 2, 7]
[3, 4, 12, 8]
[10, 4, 3, 6]
[6, 8, 13, 5]
[0, 10, 8, 11]
[5, 3, 0, 1]
[8, 5, 10, 11]
[7, 12, 2, 10]
[0, 3, 7, 2]
[0, 7, 2, 14]
[8, 1, 4, 6]
[12, 11, 5, 13]
[10, 12, 0, 8]
[6, 7, 4, 13]
[13, 4, 7, 8]
[1, 13, 0, 10]
[7, 14, 3, 11]
[7, 5, 13, 2]
[10, 9, 1, 11]
[10, 6, 1, 8]
[2, 9, 6, 11]
[6, 12, 11, 5]
[8, 4, 7, 5]
[11, 3, 14, 7]
[1, 12, 4, 5]
[7, 14, 1, 0]
[3, 14, 5, 13]
[0, 2, 14, 3]
[11, 4, 9, 0]
[4, 10, 12, 2]
[0, 9, 7, 2]
[10, 4, 8, 11]
[12, 4, 6, 9]
[2, 11, 4, 6]
[14, 4, 1, 0]
[11, 8, 0, 2]
[4, 13, 3, 10]
[12, 1, 11, 0]
[7, 3, 13, 11]
[3, 11, 5, 8]
[4, 9, 0, 14]
[2, 6, 9, 5]
[12, 10, 14, 7]
[11, 4, 2, 3]
[2, 5, 11, 10]
[11, 4, 0, 1]
[0, 4, 7, 9]
[10, 8, 9, 13]
[0, 9, 7, 13]
[11, 1, 10, 5]
[3, 9, 13, 1]
[12, 2, 5, 14]
[11, 13, 3, 1]
[6, 11, 5, 3]
[0, 12, 13, 5]
[13, 7, 9, 6]
[7, 10, 8, 4]
[13, 1, 5, 2]
[7, 5, 1, 9]
[1, 6, 9, 0]
[3, 8, 12, 10]
[5, 0, 2, 1]
[0, 2, 4, 6]
[2, 11, 5, 14]
[11, 9, 2, 12]
[3, 5, 0, 12]
[13, 2, 1, 8]
[14, 1, 8, 0]
[9, 12, 6, 5]
[4, 0, 6, 7]
[5, 10, 4, 12]
[5, 11, 4, 6]
[3, 7, 12, 11]
[8, 9, 7, 0]
[8, 3, 10, 14]
[8, 2, 6, 0]
[10, 13, 11, 12]
[10, 5, 6, 3]
[1, 13, 11, 0]
[1, 10, 0, 7]
[11, 13, 3, 7]
[14, 10, 8, 0]
[4, 7, 1, 11]
[1, 4, 10, 9]
[0, 4, 3, 1]
[0, 9, 1, 5]
[7, 4, 10, 14]
[14, 3, 7, 12]
[4, 6, 9, 12]
[10, 9, 2, 11]
[11, 10, 0, 1]
[7, 5, 13, 3]
[1, 0, 11, 2]
[13, 12, 10, 4]
[13, 12, 11, 6]
[3, 7, 13, 11]
[13, 12, 6, 10]
[7, 3, 11, 6]
