P1,P2,...,Pn
[5, 1, 0, 9, 10]
[1, 14, 8, 3, 9]
[12, 6, 4, 1, 14]
[7, 10, 0, 3, 14]
[14, 6, 12, 13, 8]
[13, 8, 7, 3, 10]
[12, 2, 0, 5, 9]
[9, 14, 5, 3, 11]
[9, 0, 2, 6, 3]
[3, 13, 1, 5, 14]
[5, 0, 2, 10, 11]
[11, 5, 3, 10, 6]
[14, 8, 4, 6, 9]
[2, 5, 3, 14, 0]
[5, 13, 10, 1, 7]
[13, 2, 12, 8, 7]
[11, 2, 0, 9, 12]
[5, 8, 14, 2, 11]
[9, 8, 3, 1, 7]
[8, 7, 14, 10, 11]
[8, 10, 14, 1, 6]
[4, 5, 7, 11, 2]
[3, 1, 5, 2, 0]
[8, 6, 9, 4, 5]
[10, 8, 6, 13, 0]
[4, 2, 8, 12, 9]
[12, 9, 4, 2, 3]
[4, 3, 14, 2, 5]
[3, 13, 11, 0, 5]
[6, 8, 2, 12, 3]
[9, 2, 12, 14, 3]
[5, 2, 12, 14, 0]
[4, 0, 6, 9, 10]
[12, 4, 6, 1, 5]
[2, 9, 8, 5, 13]
[5, 11, 13, 3, 0]
[3, 11, 5, 14, 4]
[0, 12, 6, 2, 11]
[3, 13, 10, 12, 14]
[8, 14, 2, 11, 7]
[13, 12, 7, 6, 9]
[3, 14, 5, 13, 11]
[7, 10, 12, 11, 4]
[8, 6, 1, 11, 14]
[2, 13, 6, 12, 8]
[13, 9, 0, 14, 6]
[13, 11, 2, 9, 4]
[0, 11, 14, 13, 4]
[11, 8, 6, 10, 14]
[5, 2, 12, 1, 6]
[14, 11, 6, 10, 8]
[6, 14, 3, 4, 13]
[6, 10, 11, 0, 4]
[14, 12, 10, 5, 3]
[13, 5, 1, 10, 9]
[3, 10, 9, 6, 4]
[4, 12, 8, 13, 2]
[10, 12, 3, 5, 2]
[6, 8, 7, 2, 1]
[14, 8, 2, 6, 7]
[10, 9, 14, 8, 11]
[6, 7, 2, 5, 0]
[7, 4, 2, 6, 5]
[8, 14, 4, 10, 5]
[11, 12, 9, 14, 5]
[8, 13, 6, 2, 11]
[13, 10, 8, 3, 6]
[0, 1, 13, 8, 6]
[3, 13, 1, 4, 6]
[8, 6, 11, 10, 12]
[5, 0, 13, 10, 4]
[10, 13, 11, 0, 4]
[9, 0, 8, 5, 14]
[4, 3, 0, 6, 14]
