P1,P2,...,Pn
[9, 1, 3, 7, 6]
[0, 2, 14, 7, 11]
[3, 12, 9, 5, 11]
[11, 0, 4, 5, 12]
[4, 8, 3, 13, 2]
[3, 2, 4, 6, 9]
[2, 4, 8, 10, 14]
[14, 5, 9, 10, 8]
[2, 3, 11, 13, 7]
[10, 5, 0, 12, 1]
[4, 7, 0, 8, 6]
[8, 6, 14, 13, 9]
[5, 6, 7, 13, 0]
[13, 2, 8, 11, 10]
[9, 5, 7, 13, 2]
[0, 5, 7, 14, 2]
[10, 14, 1, 2, 11]
[3, 1, 4, 14, 9]
[1, 10, 6, 4, 9]
[14, 11, 7, 0, 6]
[7, 8, 2, 6, 4]
[3, 0, 10, 9, 7]
[9, 1, 8, 14, 12]
[3, 10, 2, 6, 14]
[5, 4, 3, 8, 11]
[6, 1, 0, 4, 3]
[6, 4, 7, 11, 2]
[0, 12, 10, 2, 13]
[2, 14, 11, 4, 3]
[3, 14, 10, 4, 11]
[3, 13, 9, 0, 10]
[10, 6, 4, 9, 5]
[3, 11, 0, 12, 14]
[5, 7, 12, 0, 6]
[1, 2, 10, 0, 7]
[9, 8, 1, 0, 4]
[6, 0, 9, 10, 4]
[10, 8, 5, 1, 11]
[5, 8, 0, 4, 1]
[11, 0, 10, 13, 7]
[10, 7, 13, 3, 9]
[8, 9, 3, 1, 5]
[11, 13, 10, 2, 4]
[11, 10, 0, 8, 5]
[5, 0, 11, 9, 1]
[1, 10, 14, 8, 12]
[0, 3, 14, 13, 4]
[8, 14, 12, 1, 10]
[0, 2, 6, 11, 8]
[7, 14, 5, 11, 10]
[1, 12, 14, 9, 7]
[11, 5, 6, 8, 1]
[11, 8, 14, 1, 13]
[2, 5, 4, 11, 3]
[5, 12, 10, 8, 11]
[13, 9, 8, 2, 14]
[14, 9, 1, 3, 10]
[7, 9, 12, 0, 5]
[4, 10, 14, 11, 9]
[7, 10, 6, 11, 3]
[1, 5, 8, 7, 6]
[7, 3, 13, 14, 0]
[14, 8, 3, 0, 12]
[11, 0, 9, 4, 8]
[1, 6, 14, 5, 13]
[4, 8, 7, 6, 9]
[9, 6, 3, 12, 0]
[8, 6, 2, 10, 4]
[3, 6, 5, 10, 4]
[5, 11, 8, 7, 2]
[13, 2, 7, 9, 6]
[7, 2, 13, 8, 11]
[6, 1, 9, 13, 7]
[3, 8, 14, 10, 9]
[10, 7, 6, 3, 12]
[10, 3, 13, 6, 9]
[2, 1, 14, 3, 11]
[6, 10, 0, 5, 1]
[1, 12, 4, 7, 5]
[4, 12, 13, 7, 5]
[5, 0, 12, 1, 9]
[5, 1, 3, 9, 2]
[0, 13, 8, 10, 7]
[13, 2, 0, 12, 8]
[12, 7, 5, 3, 11]
[14, 1, 6, 11, 2]
[7, 11, 9, 5, 14]
[12, 11, 3, 0, 4]
[10, 7, 0, 8, 1]
[3, 5, 6, 13, 1]
