P1,P2,...,Pn
[9, 8, 1, 14]
[11, 8, 10, 13]
[6, 14, 9, 1]
[3, 4, 14, 6]
[1, 8, 11, 13]
[5, 2, 12, 3]
[11, 6, 0, 5]
[10, 9, 3, 5]
[6, 12, 14, 1]
[0, 13, 4, 12]
[9, 12, 8, 13]
[3, 5, 6, 14]
[1, 4, 2, 14]
[14, 11, 8, 9]
[3, 8, 0, 6]
[0, 2, 8, 6]
[1, 2, 11, 10]
[1, 14, 8, 3]
[6, 10, 1, 0]
[14, 11, 4, 3]
[5, 4, 9, 8]
[14, 4, 6, 1]
[3, 8, 2, 6]
[3, 1, 2, 6]
[13, 2, 9, 0]
[9, 0, 4, 3]
[0, 8, 12, 9]
[8, 9, 14, 3]
[8, 5, 14, 6]
[14, 6, 12, 7]
[6, 0, 5, 8]
[10, 0, 2, 7]
[14, 13, 0, 7]
[0, 1, 2, 4]
[10, 5, 4, 14]
[10, 11, 14, 6]
[10, 4, 11, 14]
[2, 9, 13, 10]
[0, 3, 10, 4]
[13, 2, 1, 10]
[14, 5, 0, 10]
[7, 9, 4, 13]
[11, 14, 5, 9]
[9, 5, 14, 6]
[6, 12, 7, 3]
[3, 12, 7, 8]
[10, 12, 9, 14]
[7, 11, 13, 4]
[10, 5, 13, 8]
[5, 13, 0, 12]
[12, 7, 0, 10]
[7, 11, 12, 5]
[4, 14, 5, 2]
[10, 11, 12, 1]
[5, 10, 7, 2]
[10, 0, 5, 6]
[13, 5, 8, 4]
[5, 10, 11, 8]
[14, 6, 2, 9]
[8, 12, 11, 7]
[12, 0, 14, 7]
[3, 7, 12, 9]
[10, 0, 14, 2]
[11, 4, 2, 5]
[4, 9, 8, 14]
[8, 9, 14, 2]
[8, 1, 7, 2]
[6, 5, 11, 9]
[13, 3, 6, 8]
[3, 4, 5, 6]
[12, 11, 0, 14]
[14, 0, 2, 4]
[13, 1, 0, 7]
[6, 7, 13, 12]
[7, 6, 5, 8]
[13, 2, 12, 10]
[12, 10, 11, 5]
[4, 13, 5, 7]
[4, 0, 10, 11]
[14, 13, 3, 12]
[7, 6, 1, 13]
[14, 8, 7, 12]
[8, 5, 13, 4]
[8, 4, 3, 1]
[1, 6, 11, 5]
[0, 5, 2, 8]
[6, 14, 7, 4]
[6, 4, 11, 5]
[7, 0, 8, 5]
[2, 9, 3, 1]
