P1,P2,...,Pn
[11, 10, 9, 12, 5]
[7, 6, 14, 9, 13]
[13, 8, 11, 14, 6]
[3, 7, 6, 11, 10]
[0, 6, 5, 3, 4]
[12, 0, 8, 1, 14]
[3, 0, 14, 13, 4]
[14, 0, 8, 4, 11]
[14, 7, 1, 6, 8]
[0, 13, 4, 8, 1]
[5, 2, 12, 0, 14]
[0, 13, 1, 7, 10]
[0, 6, 4, 7, 1]
[12, 2, 14, 4, 5]
[0, 9, 14, 10, 4]
[9, 11, 12, 13, 7]
[5, 13, 6, 2, 3]
[6, 9, 2, 0, 5]
[13, 2, 7, 11, 1]
[4, 8, 12, 3, 13]
[11, 7, 6, 3, 8]
[12, 13, 10, 4, 9]
[1, 3, 11, 12, 4]
[3, 8, 12, 2, 10]
[1, 3, 11, 2, 5]
[13, 3, 9, 5, 4]
[10, 6, 4, 13, 0]
[9, 4, 13, 2, 7]
[9, 2, 0, 1, 13]
[12, 13, 9, 1, 11]
[4, 2, 12, 10, 8]
[4, 1, 7, 8, 2]
[7, 0, 2, 1, 5]
[12, 3, 2, 9, 6]
[4, 2, 10, 7, 13]
[5, 3, 0, 13, 7]
[9, 0, 14, 8, 3]
[7, 6, 3, 5, 8]
[5, 0, 6, 3, 4]
[0, 14, 10, 8, 7]
[13, 11, 7, 5, 9]
[2, 6, 7, 1, 0]
[4, 13, 2, 10, 11]
[5, 0, 1, 12, 10]
[6, 5, 14, 8, 2]
[9, 7, 2, 1, 11]
[10, 9, 11, 2, 5]
[4, 6, 8, 1, 7]
[9, 11, 4, 3, 6]
[13, 0, 3, 1, 6]
[9, 6, 12, 5, 4]
[9, 14, 12, 3, 6]
[6, 9, 4, 1, 3]
[12, 9, 1, 6, 11]
[3, 9, 5, 12, 0]
[10, 1, 6, 13, 11]
[3, 8, 6, 13, 4]
[4, 2, 9, 6, 14]
[2, 11, 14, 12, 4]
[2, 0, 9, 3, 1]
[9, 1, 3, 5, 10]
[14, 10, 13, 0, 6]
[5, 6, 13, 8, 1]
[4, 1, 13, 2, 14]
[3, 5, 12, 10, 14]
[5, 9, 4, 14, 12]
[7, 11, 5, 6, 3]
[0, 14, 8, 13, 10]
[4, 3, 5, 6, 0]
[14, 4, 3, 13, 7]
[0, 1, 10, 2, 5]
[4, 2, 8, 6, 3]
[13, 4, 8, 1, 10]
[1, 11, 8, 12, 0]
[4, 11, 2, 1, 3]
[4, 2, 1, 5, 14]
[3, 11, 12, 14, 8]
[10, 6, 5, 12, 11]
[3, 14, 1, 5, 13]
[10, 9, 7, 0, 12]
[11, 8, 2, 14, 4]
[10, 7, 5, 3, 0]
