P1,P2,...,Pn
[3, 13, 4, 6, 7]
[2, 13, 6, 8, 12]
[1, 11, 9, 2, 5]
[6, 5, 1, 9, 12]
[3, 4, 1, 13, 0]
[10, 14, 4, 11, 8]
[9, 3, 7, 12, 13]
[10, 11, 1, 12, 5]
[8, 13, 6, 14, 9]
[9, 14, 4, 5, 0]
[2, 3, 5, 6, 0]
[4, 2, 3, 5, 11]
[3, 4, 9, 6, 10]
[10, 9, 5, 12, 3]
[1, 3, 7, 2, 11]
[1, 3, 2, 6, 14]
[6, 7, 2, 13, 10]
[9, 14, 2, 12, 13]
[7, 9, 2, 10, 12]
[12, 9, 1, 7, 13]
[14, 5, 2, 11, 1]
[14, 2, 5, 6, 9]
[5, 8, 13, 12, 10]
[8, 9, 1, 3, 12]
[1, 8, 9, 5, 6]
[7, 2, 1, 9, 5]
[7, 10, 3, 5, 12]
[6, 13, 7, 9, 1]
[1, 3, 11, 4, 6]
[11, 4, 5, 14, 9]
[10, 11, 4, 8, 9]
[1, 11, 5, 6, 8]
[12, 0, 5, 8, 7]
[8, 9, 0, 11, 14]
[6, 11, 12, 2, 9]
[9, 3, 13, 4, 12]
[11, 14, 1, 0, 9]
[3, 14, 7, 12, 0]
[1, 10, 9, 6, 8]
[14, 1, 9, 3, 11]
[12, 6, 7, 14, 13]
[5, 4, 11, 2, 9]
[13, 10, 14, 11, 9]
[13, 6, 2, 5, 11]
[11, 3, 7, 0, 6]
[11, 14, 12, 13, 9]
[2, 4, 3, 11, 1]
[11, 12, 6, 14, 10]
[9, 1, 3, 12, 2]
[1, 2, 5, 6, 11]
[11, 8, 14, 6, 4]
[5, 11, 9, 13, 12]
[10, 4, 0, 8, 5]
[2, 6, 5, 3, 1]
[7, 9, 12, 1, 13]
[8, 3, 6, 10, 9]
[2, 4, 1, 8, 3]
[11, 12, 0, 10, 3]
[13, 9, 12, 11, 5]
[2, 4, 12, 7, 8]
[6, 9, 0, 5, 3]
[10, 5, 7, 11, 2]
[2, 11, 8, 9, 13]
[3, 4, 13, 9, 8]
[4, 12, 14, 7, 0]
[10, 9, 1, 12, 4]
[5, 1, 11, 14, 6]
[12, 2, 6, 5, 13]
[6, 1, 12, 10, 0]
[1, 5, 4, 14, 10]
[6, 12, 10, 11, 14]
[6, 0, 2, 11, 1]
[14, 7, 0, 12, 2]
[10, 4, 8, 2, 5]
[14, 6, 2, 10, 9]
[1, 3, 12, 8, 11]
[10, 5, 9, 11, 1]
[6, 8, 0, 5, 3]
[12, 5, 3, 10, 6]
