P1,P2,...,Pn
[0, 1, 2, 7]
[10, 4, 6, 13]
[9, 1, 10, 7]
[4, 10, 2, 8]
[14, 13, 12, 10]
[11, 13, 5, 14]
[6, 0, 1, 14]
[10, 7, 5, 14]
[2, 3, 1, 4]
[1, 3, 7, 13]
[2, 14, 1, 5]
[3, 14, 11, 1]
[13, 8, 9, 3]
[2, 13, 7, 12]
[3, 8, 7, 6]
[8, 9, 5, 1]
[14, 6, 1, 12]
[0, 5, 12, 7]
[9, 7, 3, 2]
[10, 2, 11, 13]
[1, 6, 11, 7]
[8, 1, 12, 0]
[4, 9, 7, 11]
[8, 1, 10, 9]
[12, 6, 11, 9]
[2, 9, 1, 7]
[3, 14, 13, 8]
[1, 10, 9, 13]
[6, 11, 5, 3]
[2, 12, 13, 10]
[4, 11, 6, 10]
[4, 14, 12, 2]
[12, 7, 11, 10]
[14, 5, 7, 8]
[5, 9, 8, 13]
[6, 10, 0, 4]
[10, 8, 4, 9]
[3, 9, 7, 6]
[6, 7, 5, 13]
[5, 8, 11, 14]
[7, 2, 3, 14]
[5, 13, 6, 7]
[2, 11, 6, 4]
[8, 0, 10, 1]
[1, 8, 5, 2]
[7, 1, 2, 3]
[0, 9, 10, 2]
[9, 0, 7, 4]
[10, 6, 3, 8]
[9, 2, 12, 0]
[7, 10, 14, 13]
[13, 8, 12, 2]
[8, 0, 2, 5]
[10, 12, 6, 1]
[0, 14, 12, 10]
[10, 13, 4, 5]
[1, 12, 7, 3]
[12, 1, 11, 7]
[8, 11, 3, 9]
[9, 7, 5, 8]
[9, 2, 12, 11]
[3, 0, 14, 11]
[13, 0, 1, 14]
[7, 8, 0, 5]
[8, 14, 2, 12]
[2, 3, 7, 9]
[11, 6, 5, 12]
[2, 5, 1, 0]
