P1,P2,...,Pn
[5, 4, 13, 11, 8]
[9, 7, 2, 10, 0]
[0, 14, 10, 12, 2]
[5, 11, 3, 1, 14]
[12, 13, 5, 1, 7]
[5, 6, 8, 13, 4]
[2, 12, 13, 0, 9]
[0, 13, 4, 12, 7]
[11, 12, 4, 0, 6]
[11, 3, 2, 4, 6]
[2, 9, 0, 12, 4]
[12, 2, 5, 7, 3]
[11, 13, 3, 12, 0]
[9, 11, 14, 1, 8]
[1, 14, 8, 6, 5]
[3, 6, 11, 8, 7]
[9, 10, 3, 12, 1]
[10, 5, 11, 2, 0]
[12, 9, 14, 0, 13]
[11, 6, 1, 14, 12]
[5, 4, 0, 9, 13]
[11, 7, 3, 8, 10]
[14, 9, 10, 4, 7]
[0, 3, 7, 4, 13]
[12, 5, 10, 6, 0]
[0, 14, 13, 11, 2]
[2, 6, 10, 4, 13]
[14, 3, 11, 13, 9]
[12, 7, 9, 10, 3]
[9, 7, 2, 13, 1]
[1, 2, 9, 12, 6]
[2, 13, 9, 4, 5]
[12, 8, 11, 13, 6]
[1, 5, 3, 12, 7]
[1, 4, 9, 11, 2]
[2, 5, 4, 1, 9]
[0, 6, 9, 5, 10]
[11, 13, 14, 6, 3]
[8, 13, 4, 9, 6]
[14, 1, 13, 7, 5]
[10, 6, 8, 14, 1]
[1, 9, 11, 7, 3]
[8, 0, 5, 2, 11]
[2, 14, 13, 0, 6]
[6, 11, 8, 0, 7]
[13, 0, 9, 4, 6]
[14, 11, 12, 7, 5]
[10, 8, 14, 2, 12]
[1, 8, 13, 11, 14]
[14, 0, 10, 9, 5]
[3, 7, 9, 1, 10]
[14, 1, 2, 9, 6]
[4, 3, 2, 11, 6]
[6, 14, 3, 0, 10]
[8, 0, 13, 2, 11]
[2, 11, 8, 5, 9]
[4, 0, 7, 2, 1]
[9, 6, 4, 10, 5]
[13, 14, 0, 11, 8]
[8, 13, 3, 4, 5]
[13, 2, 8, 6, 14]
[7, 13, 14, 4, 12]
