P1,P2,...,Pn
[6, 1, 8, 4]
[1, 2, 3, 12]
[6, 11, 10, 9]
[5, 1, 9, 11]
[3, 4, 0, 2]
[13, 7, 10, 9]
[14, 8, 4, 9]
[1, 7, 12, 13]
[3, 9, 7, 1]
[10, 12, 0, 11]
[12, 11, 3, 7]
[10, 4, 3, 11]
[11, 5, 6, 1]
[9, 3, 10, 1]
[1, 2, 9, 5]
[12, 7, 4, 5]
[10, 9, 11, 2]
[2, 5, 3, 8]
[3, 13, 7, 6]
[12, 2, 10, 9]
[0, 6, 14, 8]
[5, 2, 1, 14]
[0, 11, 5, 1]
[12, 6, 1, 2]
[8, 3, 0, 9]
[1, 0, 6, 12]
[4, 8, 13, 7]
[2, 12, 6, 10]
[5, 8, 2, 6]
[5, 4, 14, 7]
[12, 3, 8, 6]
[14, 11, 10, 12]
[3, 1, 10, 12]
[5, 2, 7, 9]
[14, 13, 6, 2]
[3, 0, 13, 6]
[5, 3, 1, 9]
[11, 3, 13, 2]
[0, 2, 3, 13]
[10, 1, 13, 0]
[9, 2, 14, 7]
[14, 0, 9, 12]
[8, 4, 11, 7]
[7, 4, 2, 0]
[11, 6, 9, 5]
[7, 11, 14, 4]
[6, 4, 3, 2]
[13, 8, 2, 5]
[8, 9, 6, 13]
[2, 11, 6, 13]
[12, 0, 13, 6]
[5, 4, 11, 1]
[1, 10, 8, 13]
[14, 10, 2, 11]
[6, 11, 3, 9]
[9, 0, 12, 1]
[14, 13, 11, 2]
[11, 1, 8, 0]
[4, 1, 9, 12]
[12, 0, 5, 6]
[6, 9, 8, 13]
[9, 4, 8, 5]
[8, 1, 12, 3]
[10, 14, 8, 1]
[14, 2, 4, 5]
[9, 1, 0, 12]
[7, 3, 1, 12]
[8, 0, 6, 14]
[12, 5, 14, 8]
[12, 13, 5, 7]
[9, 0, 11, 8]
[14, 0, 9, 1]
[3, 5, 4, 14]
[13, 4, 5, 7]
[14, 0, 6, 4]
[2, 11, 14, 3]
[7, 10, 1, 12]
[3, 4, 9, 7]
[13, 9, 4, 6]
[0, 4, 2, 3]
[5, 4, 9, 12]
[7, 2, 0, 9]
[9, 10, 7, 5]
[1, 2, 7, 5]
[7, 1, 6, 2]
[12, 1, 11, 14]
[7, 14, 13, 1]
[14, 13, 4, 8]
[12, 10, 1, 2]
[13, 14, 12, 5]
[8, 0, 6, 7]
[2, 3, 10, 4]
[11, 0, 1, 9]
[10, 0, 8, 12]
[4, 6, 11, 14]
[1, 10, 2, 13]
[9, 14, 6, 3]
[3, 10, 8, 1]
[3, 11, 2, 12]
[5, 14, 10, 7]
[14, 8, 12, 4]
[12, 2, 7, 6]
[5, 12, 13, 0]
[5, 6, 7, 4]
[12, 10, 11, 0]
[0, 2, 3, 9]
[0, 6, 10, 3]
[12, 4, 14, 5]
[9, 7, 10, 14]
[7, 11, 10, 0]
[10, 4, 6, 5]
[10, 11, 4, 5]
[5, 11, 8, 12]
[4, 13, 10, 7]
[3, 10, 8, 2]
[6, 10, 5, 3]
[14, 7, 4, 8]
[8, 14, 6, 5]
[11, 7, 4, 13]
[9, 11, 0, 4]
[13, 7, 10, 9]
[4, 13, 12, 1]
[9, 5, 6, 1]
[13, 3, 4, 7]
[14, 4, 10, 0]
[5, 3, 8, 14]
[13, 0, 7, 1]
[13, 11, 9, 0]
[5, 2, 13, 1]
[12, 13, 11, 9]
[1, 7, 5, 0]
[0, 11, 13, 12]
[0, 1, 9, 2]
[9, 6, 1, 3]
[6, 9, 0, 11]
[10, 1, 9, 5]
[6, 12, 3, 13]
[4, 11, 3, 1]
[9, 5, 1, 8]
[0, 6, 3, 14]
[12, 8, 11, 10]
[14, 1, 13, 7]
[11, 3, 2, 7]
[14, 3, 10, 13]
[2, 13, 4, 14]
[3, 5, 1, 9]
[8, 6, 9, 3]
[6, 13, 5, 12]
[6, 10, 12, 7]
[12, 3, 9, 4]
[13, 7, 2, 6]
[5, 12, 14, 4]
[12, 10, 9, 8]
[11, 8, 14, 0]
[1, 2, 12, 14]
[7, 1, 14, 11]
[9, 14, 0, 13]
[3, 8, 11, 1]
[1, 5, 2, 8]
[9, 12, 1, 10]
[3, 5, 14, 8]
[13, 0, 2, 3]
[8, 6, 4, 11]
[14, 0, 9, 3]
[11, 13, 2, 14]
[5, 7, 10, 0]
[8, 2, 11, 14]
[7, 14, 10, 12]
[7, 2, 8, 14]
[7, 13, 6, 8]
[1, 6, 5, 4]
[8, 5, 14, 3]
[3, 4, 7, 5]
[1, 9, 11, 2]
[10, 6, 3, 2]
[2, 7, 11, 5]
[8, 5, 3, 10]
[14, 11, 10, 0]
[9, 14, 1, 5]
[2, 0, 6, 10]
[11, 7, 4, 14]
[5, 10, 11, 14]
[12, 8, 4, 13]
[12, 5, 3, 4]
[10, 1, 5, 0]
[9, 5, 2, 3]
[12, 7, 2, 14]
[14, 2, 12, 5]
[5, 6, 12, 2]
[10, 12, 14, 4]
[4, 2, 12, 6]
[12, 7, 4, 11]
[10, 1, 12, 6]
[0, 9, 5, 1]
[14, 11, 7, 3]
[2, 9, 12, 6]
[5, 13, 9, 0]
[14, 5, 1, 10]
[12, 11, 10, 1]
[11, 1, 7, 8]
[7, 11, 9, 1]
[5, 7, 13, 12]
[0, 8, 4, 9]
[0, 7, 1, 12]
[6, 5, 0, 9]
[7, 5, 3, 9]
[6, 12, 8, 4]
[0, 11, 9, 4]
[2, 0, 5, 10]
[11, 8, 0, 6]
[5, 0, 1, 3]
[10, 13, 14, 11]
[8, 4, 7, 3]
[6, 9, 10, 4]
[0, 1, 13, 12]
[1, 3, 2, 4]
[13, 12, 10, 4]
[8, 4, 7, 11]
[11, 5, 14, 10]
[7, 11, 13, 2]
[6, 13, 0, 2]
[10, 4, 5, 9]
[9, 2, 12, 13]
[13, 8, 11, 2]
[8, 1, 3, 0]
[2, 12, 7, 14]
[5, 12, 7, 2]
[12, 6, 14, 3]
[10, 6, 13, 3]
[2, 9, 3, 11]
[5, 14, 10, 7]
[8, 7, 11, 0]
[2, 0, 7, 9]
[10, 8, 3, 0]
[1, 0, 4, 8]
[6, 1, 12, 9]
[9, 6, 5, 8]
[4, 0, 14, 9]
[7, 1, 10, 5]
[0, 12, 1, 4]
[8, 0, 3, 11]
[8, 9, 4, 3]
[4, 5, 8, 3]
[0, 5, 3, 12]
[0, 3, 10, 9]
[4, 0, 3, 1]
[12, 5, 9, 14]
[1, 14, 13, 3]
[1, 2, 6, 0]
[14, 10, 2, 13]
[3, 7, 9, 12]
[9, 13, 12, 1]
[10, 11, 2, 5]
[13, 0, 2, 1]
[9, 6, 5, 10]
[14, 3, 8, 4]
[6, 5, 8, 10]
[8, 4, 11, 0]
[0, 13, 4, 14]
[4, 10, 8, 6]
[4, 6, 13, 8]
[4, 9, 6, 3]
[14, 5, 9, 2]
[2, 11, 3, 1]
[7, 1, 4, 0]
[9, 4, 8, 13]
[10, 3, 2, 12]
[5, 8, 6, 4]
[0, 13, 3, 11]
[12, 13, 11, 8]
[0, 1, 13, 8]
[3, 1, 8, 5]
[7, 1, 3, 14]
[4, 11, 14, 10]
[8, 1, 11, 12]
[10, 3, 8, 1]
[5, 4, 14, 7]
[7, 4, 3, 10]
[6, 13, 1, 11]
[5, 14, 1, 12]
[3, 10, 5, 11]
[12, 10, 11, 8]
[1, 5, 10, 14]
[13, 3, 14, 6]
[1, 5, 2, 9]
[9, 0, 14, 4]
[4, 3, 1, 8]
[10, 12, 7, 5]
[8, 11, 4, 3]
[13, 8, 6, 9]
