P1,P2,...,Pn
[9, 0, 5, 7, 13]
[7, 1, 8, 14, 13]
[2, 0, 8, 10, 3]
[14, 7, 4, 1, 0]
[14, 10, 12, 7, 8]
[2, 7, 8, 0, 1]
[10, 4, 13, 6, 9]
[4, 3, 2, 8, 9]
[9, 0, 10, 6, 11]
[10, 1, 9, 5, 7]
[11, 13, 2, 5, 8]
[12, 5, 1, 13, 8]
[6, 11, 12, 7, 8]
[2, 0, 4, 3, 10]
[7, 9, 13, 10, 11]
[7, 2, 10, 6, 0]
[14, 10, 6, 1, 9]
[3, 0, 5, 2, 10]
[7, 14, 1, 2, 11]
[3, 5, 4, 13, 10]
[10, 4, 0, 6, 11]
[4, 12, 2, 10, 11]
[3, 5, 13, 4, 0]
[5, 2, 3, 7, 8]
[4, 9, 6, 11, 3]
[10, 7, 5, 1, 6]
[4, 0, 5, 13, 11]
[6, 11, 4, 12, 1]
[0, 11, 3, 8, 13]
[10, 4, 12, 0, 11]
[0, 7, 10, 6, 3]
[5, 14, 12, 1, 4]
[0, 3, 11, 12, 6]
[7, 2, 13, 10, 14]
[5, 6, 1, 4, 2]
[2, 7, 13, 3, 0]
[13, 11, 10, 0, 6]
[9, 4, 14, 6, 11]
[13, 8, 10, 2, 5]
[4, 3, 9, 13, 10]
[7, 8, 6, 14, 11]
[10, 5, 3, 9, 11]
[10, 7, 13, 11, 0]
[1, 9, 7, 4, 8]
[13, 4, 7, 5, 9]
[13, 3, 5, 4, 1]
[6, 8, 10, 2, 5]
[7, 1, 11, 8, 9]
[1, 11, 9, 12, 2]
[4, 14, 1, 7, 13]
[2, 11, 0, 10, 7]
[10, 14, 9, 13, 4]
[8, 0, 14, 4, 1]
[8, 10, 12, 11, 2]
[13, 14, 8, 12, 3]
[7, 4, 14, 1, 6]
[7, 8, 0, 10, 12]
[10, 9, 8, 14, 7]
[11, 3, 14, 8, 2]
[7, 2, 3, 0, 8]
[13, 8, 12, 1, 0]
[3, 1, 5, 14, 6]
[1, 2, 9, 6, 8]
[13, 0, 8, 10, 4]
[14, 10, 13, 2, 9]
[8, 7, 2, 9, 6]
[7, 10, 11, 3, 1]
[5, 10, 11, 12, 14]
[11, 3, 0, 7, 5]
[0, 2, 6, 3, 10]
[3, 5, 11, 6, 14]
[8, 2, 0, 14, 4]
[10, 6, 5, 4, 13]
[6, 13, 11, 1, 2]
[9, 11, 7, 1, 3]
[8, 14, 1, 2, 3]
[10, 3, 1, 14, 2]
[11, 2, 6, 8, 13]
[7, 0, 5, 10, 11]
[0, 14, 8, 7, 9]
[5, 8, 0, 11, 9]
[12, 5, 7, 14, 10]
[5, 8, 0, 10, 14]
[6, 0, 10, 8, 14]
[4, 11, 2, 8, 0]
[11, 5, 7, 10, 1]
[7, 3, 0, 4, 6]
[2, 4, 6, 14, 11]
[8, 4, 0, 3, 12]
[7, 13, 1, 5, 6]
[13, 10, 5, 3, 1]
[2, 5, 0, 7, 6]
[5, 6, 14, 1, 12]
[10, 2, 13, 6, 14]
[8, 0, 12, 14, 1]
[3, 11, 8, 4, 13]
[0, 13, 14, 1, 5]
[14, 9, 1, 3, 10]
[1, 9, 12, 3, 0]
[0, 3, 5, 14, 12]
[6, 10, 2, 5, 14]
[0, 1, 11, 2, 4]
[5, 6, 12, 8, 0]
[8, 9, 12, 2, 3]
[1, 13, 9, 8, 10]
[14, 11, 12, 1, 7]
[12, 11, 8, 4, 1]
[10, 13, 8, 12, 4]
[0, 8, 11, 3, 6]
[11, 4, 14, 9, 10]
[3, 4, 12, 1, 6]
[2, 11, 8, 3, 13]
[1, 12, 11, 0, 13]
[10, 7, 5, 2, 4]
[8, 9, 7, 12, 4]
[2, 13, 14, 12, 0]
[4, 13, 14, 9, 5]
[0, 8, 14, 1, 4]
[13, 7, 11, 9, 14]
[13, 5, 4, 11, 7]
[6, 9, 13, 12, 3]
[9, 12, 5, 2, 3]
[11, 4, 9, 0, 10]
[1, 3, 7, 6, 9]
[9, 1, 10, 6, 2]
