P1,P2,...,Pn
[0, 2, 10, 3, 6]
[11, 0, 9, 5, 7]
[6, 9, 14, 13, 8]
[14, 13, 4, 6, 0]
[0, 4, 14, 2, 12]
[3, 10, 13, 9, 12]
[14, 9, 1, 12, 13]
[4, 0, 3, 8, 12]
[2, 7, 11, 5, 10]
[13, 0, 8, 2, 10]
[12, 10, 11, 3, 9]
[7, 9, 10, 5, 3]
[4, 7, 0, 14, 11]
[13, 9, 4, 5, 14]
[0, 3, 11, 14, 4]
[13, 11, 0, 9, 7]
[5, 4, 0, 10, 3]
[8, 0, 6, 9, 4]
[0, 7, 5, 9, 11]
[2, 0, 12, 3, 5]
[8, 2, 14, 0, 1]
[0, 8, 9, 4, 5]
[11, 13, 0, 10, 4]
[0, 6, 12, 8, 13]
[11, 7, 13, 2, 8]
[6, 9, 3, 7, 2]
[2, 4, 8, 3, 13]
[7, 11, 13, 8, 3]
[12, 7, 0, 13, 6]
[0, 3, 4, 13, 2]
[11, 2, 8, 10, 9]
[12, 7, 4, 11, 3]
[3, 11, 4, 13, 10]
[0, 7, 5, 9, 1]
[12, 6, 11, 5, 8]
[5, 12, 4, 7, 0]
[1, 7, 2, 6, 10]
[14, 1, 10, 9, 11]
[6, 12, 8, 4, 0]
[13, 0, 2, 6, 14]
[4, 3, 7, 8, 14]
[0, 10, 2, 14, 9]
[7, 9, 12, 4, 2]
[5, 0, 10, 9, 3]
[10, 2, 8, 6, 0]
[11, 10, 14, 6, 8]
[7, 8, 5, 4, 13]
[5, 7, 14, 1, 9]
[10, 5, 14, 7, 2]
[13, 12, 8, 14, 6]
[5, 14, 2, 13, 3]
[11, 4, 0, 5, 14]
[8, 4, 2, 1, 11]
[6, 8, 13, 11, 5]
[0, 5, 12, 9, 6]
[0, 2, 12, 8, 4]
[11, 13, 9, 12, 14]
[11, 6, 12, 2, 3]
[4, 5, 2, 1, 3]
[12, 1, 11, 9, 4]
[11, 10, 7, 2, 12]
[4, 11, 3, 12, 10]
[10, 8, 0, 4, 11]
[13, 6, 1, 12, 4]
[7, 12, 8, 2, 6]
[14, 11, 10, 8, 13]
[6, 9, 0, 14, 11]
[4, 2, 1, 7, 8]
[6, 8, 4, 13, 10]
[5, 11, 0, 12, 3]
[4, 9, 5, 6, 7]
[0, 9, 10, 12, 13]
[2, 5, 7, 9, 4]
[12, 14, 13, 1, 9]
[2, 13, 1, 0, 6]
[13, 2, 0, 7, 1]
[4, 6, 5, 2, 13]
[4, 8, 11, 12, 3]
[7, 8, 6, 2, 10]
[14, 3, 6, 1, 11]
[5, 1, 8, 13, 0]
[0, 5, 10, 9, 2]
[12, 11, 0, 4, 8]
[9, 3, 5, 0, 12]
[13, 1, 8, 6, 2]
[4, 13, 12, 0, 1]
[1, 14, 11, 9, 8]
[1, 12, 7, 11, 2]
[6, 5, 7, 8, 1]
[11, 9, 3, 10, 0]
[9, 7, 0, 10, 8]
[14, 13, 4, 1, 12]
[3, 8, 12, 9, 1]
[7, 12, 0, 8, 5]
[10, 2, 1, 4, 6]
[2, 0, 14, 8, 10]
[10, 6, 1, 5, 8]
[9, 5, 12, 10, 8]
[4, 7, 3, 10, 2]
[4, 12, 13, 8, 14]
[10, 5, 2, 7, 0]
[12, 11, 8, 2, 9]
[11, 13, 0, 2, 5]
[12, 1, 2, 0, 9]
[7, 11, 3, 14, 6]
[4, 10, 5, 11, 7]
[14, 6, 3, 10, 9]
[6, 12, 7, 11, 3]
[2, 12, 4, 8, 1]
[1, 8, 3, 13, 2]
[1, 6, 11, 2, 13]
[12, 0, 6, 2, 1]
[6, 9, 1, 8, 13]
[1, 11, 9, 8, 7]
[11, 4, 8, 1, 9]
[8, 9, 1, 4, 10]
[14, 10, 2, 11, 4]
[3, 0, 6, 14, 12]
