P1,P2,...,Pn
[5, 6, 7, 1, 4]
[12, 4, 6, 3, 13]
[11, 3, 8, 1, 10]
[4, 14, 5, 10, 1]
[12, 5, 6, 10, 2]
[13, 0, 11, 4, 5]
[8, 12, 14, 1, 6]
[5, 14, 13, 4, 7]
[8, 14, 3, 2, 1]
[9, 5, 4, 7, 10]
[11, 13, 4, 0, 8]
[8, 6, 2, 11, 12]
[0, 1, 4, 11, 10]
[8, 11, 14, 12, 1]
[9, 13, 14, 2, 7]
[3, 12, 5, 7, 10]
[14, 3, 13, 1, 5]
[7, 6, 3, 9, 5]
[14, 7, 3, 5, 0]
[11, 14, 0, 4, 9]
[3, 14, 9, 11, 2]
[14, 9, 6, 13, 2]
[3, 0, 1, 13, 11]
[10, 14, 4, 1, 7]
[2, 6, 4, 10, 5]
[13, 14, 3, 11, 0]
[5, 7, 13, 4, 11]
[4, 1, 2, 14, 3]
[11, 1, 13, 14, 4]
[1, 3, 14, 11, 10]
[6, 7, 13, 14, 9]
[13, 9, 14, 0, 6]
[7, 0, 9, 1, 6]
[8, 0, 6, 13, 1]
[6, 14, 7, 2, 13]
[7, 10, 5, 4, 12]
[9, 10, 4, 13, 12]
[11, 8, 0, 10, 1]
[14, 3, 12, 11, 13]
[13, 4, 5, 1, 10]
[8, 6, 3, 2, 0]
[8, 6, 1, 4, 10]
[12, 8, 10, 5, 2]
[0, 7, 2, 1, 4]
[7, 11, 8, 3, 1]
[9, 10, 7, 3, 11]
[2, 11, 3, 1, 14]
[11, 6, 7, 0, 2]
[14, 7, 12, 8, 5]
[12, 8, 3, 11, 13]
[1, 10, 7, 12, 3]
[8, 3, 9, 13, 7]
[12, 7, 14, 13, 8]
[3, 6, 5, 13, 14]
[4, 8, 13, 11, 7]
[0, 3, 13, 11, 7]
[12, 7, 3, 13, 6]
[9, 7, 3, 5, 8]
[9, 0, 8, 10, 4]
[6, 2, 9, 5, 10]
[4, 2, 10, 0, 3]
[5, 13, 11, 1, 2]
[0, 11, 7, 6, 3]
[3, 10, 2, 6, 5]
[1, 0, 11, 4, 14]
[1, 9, 4, 13, 14]
[9, 13, 12, 5, 3]
[12, 11, 5, 1, 2]
[13, 12, 1, 8, 7]
[7, 12, 14, 11, 6]
[4, 0, 14, 9, 11]
[8, 11, 6, 0, 10]
[8, 13, 4, 2, 7]
[1, 0, 10, 6, 13]
[13, 6, 5, 8, 14]
[10, 7, 9, 3, 0]
[13, 9, 5, 0, 8]
[4, 11, 14, 0, 9]
[11, 1, 10, 4, 0]
[13, 0, 3, 7, 6]
[4, 11, 3, 9, 7]
[1, 12, 4, 6, 14]
[4, 13, 8, 7, 11]
[0, 9, 8, 10, 1]
[7, 4, 13, 10, 3]
[6, 8, 10, 9, 12]
[7, 9, 5, 12, 6]
[10, 7, 13, 14, 8]
[12, 4, 1, 9, 5]
[4, 5, 12, 2, 10]
[13, 6, 14, 1, 10]
[5, 2, 13, 10, 7]
[12, 1, 6, 10, 4]
[4, 3, 6, 9, 8]
[10, 9, 3, 4, 11]
[12, 9, 5, 10, 13]
[14, 11, 10, 13, 0]
[12, 1, 3, 8, 6]
[4, 8, 11, 9, 6]
[13, 0, 6, 3, 1]
[8, 2, 13, 4, 12]
[7, 6, 13, 5, 12]
[9, 1, 6, 2, 3]
[1, 14, 5, 0, 2]
[9, 2, 10, 6, 1]
[6, 3, 10, 13, 11]
[1, 10, 2, 9, 0]
[7, 9, 6, 3, 5]
[12, 9, 6, 4, 0]
[13, 3, 1, 14, 4]
[14, 9, 5, 10, 6]
[11, 9, 13, 5, 6]
[1, 8, 11, 12, 9]
[1, 9, 5, 3, 7]
[9, 1, 8, 0, 7]
[3, 8, 2, 12, 0]
[1, 12, 13, 14, 8]
[14, 0, 13, 12, 9]
[6, 2, 8, 13, 14]
[9, 6, 2, 5, 8]
[3, 6, 11, 10, 9]
[6, 5, 0, 8, 10]
[12, 14, 10, 9, 2]
[0, 7, 2, 10, 8]
[1, 0, 5, 6, 14]
[0, 5, 14, 1, 9]
[12, 14, 1, 13, 5]
[11, 1, 2, 10, 8]
[14, 6, 13, 3, 4]
[5, 8, 6, 13, 9]
[5, 14, 6, 2, 9]
[12, 9, 10, 6, 4]
[9, 10, 12, 0, 14]
[11, 2, 7, 1, 12]
[7, 12, 1, 14, 9]
[5, 6, 2, 10, 11]
[13, 11, 4, 1, 6]
[5, 4, 9, 10, 2]
[11, 4, 13, 5, 0]
[3, 7, 14, 4, 6]
[1, 5, 11, 4, 6]
[12, 6, 11, 2, 14]
[5, 4, 13, 6, 7]
[10, 6, 2, 5, 1]
[14, 5, 2, 8, 7]
[3, 4, 10, 1, 14]
[3, 14, 5, 1, 12]
[9, 2, 12, 3, 7]
[13, 1, 4, 10, 14]
[2, 9, 7, 1, 4]
[4, 7, 14, 11, 2]
[8, 10, 11, 12, 5]
[9, 11, 12, 5, 1]
[9, 0, 10, 3, 1]
[4, 1, 7, 9, 0]
[1, 0, 13, 11, 5]
[5, 11, 12, 9, 14]
[3, 7, 0, 4, 11]
[13, 10, 6, 0, 11]
[9, 2, 14, 3, 8]
[7, 1, 4, 14, 0]
[10, 5, 11, 4, 13]
[7, 14, 9, 6, 5]
[7, 14, 6, 8, 5]
[9, 4, 3, 0, 6]
[2, 3, 4, 14, 11]
[11, 14, 9, 12, 10]
