P1,P2,...,Pn
[1, 0, 5, 3, 8]
[1, 8, 12, 9, 11]
[7, 4, 8, 13, 3]
[1, 14, 9, 7, 10]
[3, 14, 13, 10, 11]
[8, 0, 13, 11, 9]
[3, 2, 10, 13, 4]
[10, 2, 8, 5, 7]
[1, 6, 5, 9, 10]
[7, 1, 10, 0, 11]
[5, 12, 9, 2, 13]
[6, 4, 13, 2, 0]
[12, 9, 4, 7, 5]
[2, 5, 11, 10, 3]
[5, 4, 12, 14, 0]
[3, 8, 5, 10, 9]
[5, 6, 1, 0, 13]
[8, 13, 2, 5, 11]
[7, 12, 1, 4, 8]
[9, 0, 6, 13, 2]
[12, 0, 1, 6, 8]
[9, 1, 10, 4, 13]
[5, 6, 9, 14, 8]
[4, 2, 6, 3, 12]
[4, 2, 7, 8, 14]
[2, 13, 4, 14, 1]
[7, 13, 10, 3, 2]
[10, 6, 7, 13, 5]
[1, 11, 8, 4, 12]
[13, 4, 5, 8, 0]
[1, 7, 11, 14, 13]
[13, 11, 4, 3, 7]
[10, 11, 14, 1, 8]
[12, 2, 9, 0, 1]
[1, 8, 6, 3, 13]
[7, 3, 10, 9, 8]
[11, 0, 14, 12, 1]
[9, 7, 8, 10, 11]
[9, 1, 7, 11, 4]
[9, 11, 12, 14, 7]
[10, 1, 11, 9, 7]
[4, 7, 11, 12, 0]
[2, 14, 10, 4, 12]
[0, 12, 10, 7, 4]
[1, 4, 6, 14, 8]
[9, 7, 1, 2, 13]
[4, 11, 0, 14, 5]
[6, 7, 10, 5, 9]
[10, 0, 4, 7, 9]
[3, 7, 11, 14, 0]
[11, 1, 5, 2, 8]
[3, 14, 0, 10, 13]
[6, 2, 13, 12, 0]
[4, 2, 12, 8, 14]
[3, 7, 8, 2, 6]
[0, 1, 12, 13, 3]
[11, 10, 14, 0, 6]
[0, 9, 5, 4, 2]
[10, 12, 14, 1, 8]
[3, 5, 9, 2, 1]
[3, 5, 0, 10, 9]
[8, 4, 5, 10, 9]
[14, 5, 7, 9, 1]
[2, 0, 5, 14, 6]
[6, 9, 10, 11, 7]
[3, 7, 13, 6, 14]
[8, 7, 3, 14, 1]
[11, 8, 10, 12, 7]
[7, 8, 9, 14, 13]
[6, 11, 1, 10, 13]
[5, 12, 14, 10, 2]
[8, 13, 11, 1, 7]
[0, 3, 1, 14, 12]
[5, 6, 12, 1, 8]
[8, 3, 12, 9, 2]
[2, 13, 7, 6, 9]
[12, 0, 11, 10, 1]
[4, 1, 7, 5, 11]
[13, 6, 3, 11, 7]
[2, 8, 4, 6, 7]
[10, 14, 0, 3, 4]
[13, 6, 5, 4, 1]
[6, 3, 14, 0, 13]
[7, 4, 13, 11, 5]
[5, 6, 10, 13, 2]
[3, 5, 1, 0, 4]
[8, 2, 12, 9, 11]
[1, 14, 5, 8, 3]
[2, 7, 6, 0, 3]
[1, 2, 3, 13, 9]
[0, 6, 9, 1, 10]
[5, 9, 0, 6, 14]
[7, 10, 9, 6, 4]
[5, 6, 0, 11, 14]
[14, 11, 13, 7, 6]
[13, 6, 12, 2, 1]
[7, 2, 13, 0, 12]
[11, 12, 9, 3, 1]
[2, 12, 10, 0, 4]
[7, 6, 9, 3, 8]
[0, 2, 14, 10, 3]
[1, 9, 14, 12, 8]
[13, 7, 9, 3, 2]
[3, 8, 11, 2, 14]
[2, 13, 11, 7, 12]
[2, 10, 9, 1, 3]
[3, 2, 1, 9, 7]
[4, 8, 5, 11, 3]
[3, 2, 14, 11, 4]
[9, 3, 5, 8, 14]
[9, 3, 2, 1, 13]
[1, 14, 4, 13, 8]
[10, 7, 13, 9, 14]
[9, 12, 0, 13, 1]
[0, 10, 12, 13, 2]
[3, 0, 11, 14, 7]
[2, 11, 13, 8, 9]
[1, 4, 10, 13, 3]
[0, 9, 7, 12, 13]
[14, 5, 9, 8, 0]
[2, 10, 0, 3, 5]
[9, 6, 7, 14, 5]
[8, 13, 3, 5, 4]
[8, 2, 0, 1, 13]
[13, 10, 3, 4, 9]
[7, 2, 8, 6, 11]
[10, 11, 1, 3, 12]
[1, 12, 7, 10, 8]
[2, 13, 10, 0, 7]
[1, 13, 4, 5, 6]
[11, 10, 5, 14, 9]
[8, 1, 12, 7, 5]
[2, 10, 14, 4, 11]
[2, 3, 9, 6, 0]
[3, 9, 4, 12, 13]
[7, 14, 4, 2, 6]
[4, 14, 6, 8, 7]
[2, 11, 13, 6, 8]
[7, 6, 0, 5, 12]
[10, 7, 5, 8, 6]
[3, 9, 14, 0, 1]
[3, 5, 11, 14, 4]
[2, 9, 0, 14, 5]
[9, 3, 7, 0, 13]
[6, 14, 10, 7, 0]
[0, 4, 11, 13, 5]
[1, 8, 7, 13, 2]
[3, 11, 7, 0, 14]
[8, 2, 6, 10, 0]
[3, 2, 14, 9, 7]
[13, 9, 1, 14, 2]
[1, 2, 3, 11, 9]
[2, 6, 0, 4, 3]
[11, 6, 8, 7, 3]
[8, 13, 6, 3, 7]
[10, 7, 9, 2, 1]
[14, 5, 1, 4, 9]
[5, 0, 11, 8, 12]
[0, 2, 1, 5, 13]
[7, 14, 1, 11, 2]
[3, 10, 12, 0, 13]
[12, 13, 9, 7, 5]
[9, 5, 13, 1, 7]
[4, 13, 6, 1, 7]
[9, 4, 1, 11, 13]
[6, 2, 1, 11, 0]
[12, 7, 11, 2, 6]
[1, 12, 3, 0, 8]
[9, 6, 0, 3, 14]
[7, 4, 5, 1, 14]
[14, 9, 3, 5, 12]
[14, 4, 13, 9, 7]
[14, 4, 13, 2, 11]
[1, 0, 8, 2, 13]
[7, 3, 12, 10, 11]
[7, 14, 4, 5, 11]
[5, 14, 8, 4, 10]
[5, 12, 7, 8, 1]
[11, 0, 8, 6, 13]
[11, 6, 13, 4, 8]
[13, 6, 11, 9, 4]
[1, 12, 14, 6, 0]
[1, 14, 6, 7, 2]
[13, 11, 3, 6, 7]
[7, 4, 1, 5, 9]
[10, 14, 9, 13, 5]
[11, 12, 7, 5, 9]
[2, 6, 3, 11, 5]
[11, 3, 8, 9, 0]
[10, 8, 3, 7, 9]
[7, 4, 8, 5, 0]
[7, 0, 5, 11, 8]
[10, 2, 13, 4, 0]
[13, 7, 10, 3, 11]
[11, 6, 1, 2, 8]
[0, 10, 12, 1, 9]
[11, 5, 12, 0, 3]
[7, 6, 12, 8, 3]
[14, 13, 8, 2, 4]
[2, 9, 13, 12, 6]
[3, 2, 7, 9, 4]
[7, 12, 3, 13, 10]
[6, 11, 13, 14, 9]
[8, 13, 6, 3, 12]
[8, 13, 1, 5, 12]
[7, 11, 12, 14, 9]
[2, 3, 8, 7, 12]
[14, 4, 13, 10, 6]
[6, 3, 14, 13, 7]
[10, 0, 3, 11, 8]
[14, 11, 2, 12, 3]
[8, 10, 13, 1, 3]
[11, 9, 7, 3, 0]
[13, 5, 7, 12, 14]
[8, 6, 0, 2, 9]
[9, 11, 0, 4, 1]
[5, 13, 6, 1, 10]
[5, 6, 8, 11, 13]
[9, 10, 11, 5, 6]
[11, 13, 14, 9, 4]
[1, 10, 14, 5, 2]
[3, 6, 7, 12, 5]
[14, 6, 0, 9, 13]
[1, 14, 6, 4, 2]
[2, 9, 1, 8, 12]
[11, 12, 7, 1, 3]
[11, 10, 1, 14, 5]
[5, 7, 3, 10, 14]
[13, 12, 14, 7, 11]
[3, 0, 9, 8, 14]
[5, 6, 3, 11, 9]
[5, 2, 11, 10, 3]
[3, 0, 8, 13, 4]
[8, 9, 4, 12, 0]
[14, 12, 0, 3, 5]
[5, 11, 3, 4, 1]
[7, 3, 2, 10, 9]
[2, 14, 1, 9, 3]
[4, 13, 12, 2, 0]
[9, 3, 6, 11, 5]
[11, 3, 2, 0, 4]
[6, 2, 14, 9, 5]
[8, 11, 5, 12, 3]
[14, 13, 12, 3, 10]
[14, 5, 0, 1, 12]
[10, 3, 8, 1, 9]
[6, 12, 5, 9, 0]
[6, 14, 7, 2, 0]
[12, 4, 8, 2, 9]
[7, 1, 5, 12, 14]
[5, 12, 11, 1, 13]
[1, 9, 10, 13, 7]
[9, 7, 1, 8, 5]
[13, 5, 2, 10, 7]
[2, 5, 9, 8, 11]
[10, 5, 14, 11, 7]
[14, 13, 1, 6, 9]
[9, 11, 14, 3, 4]
[6, 1, 3, 9, 4]
[14, 7, 11, 4, 12]
[1, 5, 3, 8, 12]
[0, 4, 12, 7, 1]
[1, 11, 7, 3, 10]
[13, 2, 1, 4, 12]
[12, 10, 2, 9, 13]
[7, 5, 6, 8, 14]
[12, 13, 10, 0, 6]
[0, 12, 10, 6, 8]
[10, 11, 7, 6, 9]
[12, 4, 14, 3, 2]
