P1,P2,...,Pn
[2, 1, 14, 7, 10]
[3, 2, 11, 10, 13]
[10, 13, 0, 3, 5]
[4, 1, 0, 9, 3]
[8, 0, 5, 12, 9]
[10, 9, 4, 0, 8]
[9, 7, 0, 4, 11]
[3, 0, 9, 11, 1]
[5, 14, 8, 10, 12]
[11, 7, 5, 0, 6]
[13, 9, 0, 4, 1]
[4, 13, 9, 3, 7]
[0, 6, 10, 11, 5]
[11, 6, 1, 4, 12]
[12, 8, 13, 5, 4]
[11, 0, 5, 4, 10]
[4, 14, 5, 1, 7]
[11, 10, 0, 5, 14]
[14, 10, 5, 3, 11]
[0, 10, 9, 6, 2]
[11, 5, 9, 10, 6]
[2, 6, 11, 3, 10]
[5, 0, 4, 7, 9]
[10, 3, 4, 2, 8]
[1, 12, 0, 2, 9]
[3, 0, 12, 6, 10]
[8, 3, 6, 12, 7]
[4, 12, 7, 6, 11]
[5, 14, 2, 0, 7]
[9, 12, 3, 6, 10]
[0, 11, 13, 9, 3]
[4, 5, 8, 0, 2]
[10, 9, 2, 4, 1]
[1, 6, 2, 9, 13]
[6, 0, 10, 3, 5]
[3, 12, 14, 0, 10]
[9, 8, 12, 11, 2]
[11, 7, 14, 6, 5]
[6, 11, 2, 9, 10]
[1, 11, 4, 12, 13]
[6, 4, 0, 5, 8]
[12, 7, 6, 1, 13]
[0, 2, 8, 13, 1]
[0, 3, 12, 6, 4]
[8, 10, 1, 13, 14]
[3, 2, 12, 10, 9]
[9, 7, 6, 10, 4]
[6, 4, 2, 12, 7]
[2, 5, 3, 4, 13]
[7, 2, 10, 8, 5]
[0, 4, 5, 1, 3]
[2, 13, 0, 3, 4]
[6, 14, 13, 0, 3]
[14, 3, 9, 4, 0]
[11, 2, 9, 14, 8]
[1, 8, 0, 7, 14]
[2, 12, 6, 14, 13]
[11, 10, 3, 12, 7]
[9, 6, 13, 3, 7]
[0, 1, 13, 4, 9]
[5, 2, 10, 9, 13]
[5, 13, 12, 7, 4]
[7, 9, 11, 0, 8]
[13, 1, 2, 3, 14]
[13, 8, 11, 7, 12]
[12, 5, 1, 7, 9]
[13, 11, 7, 8, 12]
[13, 4, 3, 11, 0]
[4, 13, 2, 5, 7]
[11, 12, 1, 9, 7]
[3, 11, 7, 8, 5]
[3, 12, 1, 14, 0]
[13, 10, 6, 3, 0]
[2, 13, 6, 4, 8]
[14, 11, 4, 1, 3]
[8, 1, 3, 6, 13]
[10, 1, 2, 6, 14]
[10, 3, 5, 2, 7]
[7, 13, 3, 14, 11]
[9, 3, 11, 4, 6]
[5, 12, 3, 6, 1]
[9, 10, 0, 12, 8]
[9, 8, 0, 12, 10]
[10, 4, 5, 9, 3]
[12, 10, 3, 13, 6]
[11, 1, 13, 10, 5]
[2, 0, 12, 9, 10]
[2, 9, 6, 4, 10]
[3, 7, 2, 8, 4]
[1, 4, 6, 5, 12]
[12, 7, 11, 2, 9]
[1, 11, 4, 10, 2]
[4, 13, 6, 9, 8]
[14, 8, 2, 6, 0]
[6, 5, 9, 8, 10]
[0, 10, 3, 11, 9]
[12, 0, 14, 5, 9]
[14, 3, 0, 11, 5]
[4, 0, 1, 6, 8]
[7, 14, 6, 11, 3]
[8, 10, 1, 14, 0]
[2, 13, 12, 14, 8]
[13, 4, 9, 3, 10]
[8, 2, 7, 4, 0]
[8, 1, 5, 13, 6]
[8, 11, 5, 0, 13]
[13, 1, 11, 8, 14]
[6, 12, 11, 10, 1]
[10, 0, 8, 1, 7]
[9, 1, 11, 10, 6]
[6, 5, 7, 0, 1]
[10, 5, 8, 4, 6]
[10, 7, 9, 11, 0]
[8, 14, 6, 0, 13]
[9, 6, 14, 1, 10]
[10, 4, 6, 12, 8]
[14, 10, 12, 11, 6]
[7, 13, 3, 14, 2]
[12, 9, 0, 11, 8]
[1, 10, 4, 6, 2]
[1, 2, 6, 7, 8]
[5, 3, 13, 7, 11]
[8, 12, 13, 1, 6]
[0, 12, 4, 6, 13]
[14, 9, 0, 4, 11]
[4, 7, 9, 14, 1]
[6, 0, 14, 8, 7]
[2, 7, 11, 1, 9]
[13, 7, 9, 0, 4]
[8, 12, 7, 14, 13]
[11, 14, 12, 3, 13]
[1, 8, 6, 10, 9]
[1, 11, 4, 8, 7]
[7, 8, 12, 10, 5]
[2, 8, 10, 11, 6]
[11, 12, 6, 4, 9]
[13, 3, 9, 14, 1]
[9, 10, 1, 13, 12]
[9, 3, 11, 5, 14]
[10, 1, 5, 11, 3]
[8, 7, 3, 6, 4]
[0, 5, 13, 9, 10]
[4, 0, 9, 7, 13]
[9, 5, 7, 8, 13]
[11, 5, 3, 14, 8]
[3, 7, 4, 1, 12]
[14, 11, 7, 2, 5]
[4, 9, 8, 14, 7]
[8, 1, 9, 14, 12]
[12, 5, 6, 14, 1]
[6, 1, 12, 11, 7]
[12, 6, 8, 9, 10]
[1, 10, 2, 5, 3]
[7, 5, 13, 4, 2]
[14, 5, 3, 4, 6]
[7, 2, 12, 8, 10]
[3, 0, 14, 9, 6]
[2, 0, 14, 4, 9]
[0, 12, 10, 1, 4]
[4, 5, 10, 7, 3]
[10, 13, 14, 12, 5]
[10, 3, 14, 13, 0]
[14, 1, 5, 0, 6]
[5, 6, 11, 2, 9]
[1, 0, 2, 9, 14]
[6, 2, 1, 0, 8]
[4, 10, 2, 0, 12]
[11, 14, 10, 4, 13]
[6, 12, 11, 13, 7]
[1, 0, 13, 11, 6]
[5, 14, 7, 1, 11]
[9, 11, 13, 0, 7]
[13, 12, 7, 2, 8]
[13, 11, 14, 2, 6]
[2, 3, 6, 0, 14]
[9, 8, 11, 10, 6]
[8, 14, 7, 9, 10]
[11, 7, 0, 1, 5]
[7, 9, 10, 13, 1]
[12, 2, 8, 10, 9]
[4, 0, 3, 5, 9]
[1, 4, 5, 14, 2]
[14, 0, 11, 12, 2]
[3, 12, 4, 2, 13]
[8, 5, 2, 1, 0]
[8, 13, 3, 12, 1]
[9, 14, 3, 12, 10]
[8, 13, 2, 10, 0]
[0, 3, 7, 5, 13]
[5, 4, 2, 10, 12]
[6, 7, 8, 9, 10]
[2, 11, 10, 12, 1]
[1, 7, 11, 4, 6]
[13, 10, 11, 2, 1]
[0, 6, 3, 1, 13]
