P1,P2,...,Pn
[8, 3, 7, 4]
[11, 2, 14, 10]
[12, 4, 1, 7]
[1, 4, 11, 2]
[7, 5, 4, 9]
[2, 12, 6, 9]
[2, 6, 4, 8]
[3, 8, 2, 9]
[11, 5, 12, 2]
[12, 5, 11, 2]
[2, 8, 12, 5]
[9, 3, 2, 7]
[11, 0, 12, 6]
[7, 2, 1, 9]
[10, 2, 0, 5]
[13, 7, 12, 14]
[4, 9, 0, 5]
[10, 0, 5, 14]
[14, 11, 1, 8]
[7, 11, 0, 3]
[4, 11, 14, 8]
[9, 14, 2, 10]
[2, 6, 8, 5]
[5, 3, 4, 7]
[5, 7, 13, 0]
[7, 11, 4, 8]
[8, 1, 0, 7]
[9, 5, 12, 8]
[5, 9, 7, 4]
[7, 10, 2, 14]
[7, 6, 11, 9]
[9, 0, 11, 10]
[8, 9, 2, 4]
[3, 7, 11, 13]
[11, 3, 10, 12]
[10, 13, 11, 8]
[1, 2, 3, 0]
[1, 10, 9, 2]
[5, 11, 8, 2]
[9, 12, 6, 14]
[0, 10, 8, 5]
[4, 5, 8, 2]
[5, 14, 10, 12]
[2, 9, 10, 4]
[3, 4, 2, 14]
[10, 13, 8, 6]
[11, 4, 7, 1]
[11, 14, 1, 7]
[4, 10, 1, 3]
[0, 3, 12, 7]
[11, 9, 2, 4]
[1, 11, 7, 8]
[3, 1, 8, 10]
[6, 11, 5, 0]
[7, 0, 13, 1]
[4, 8, 7, 12]
[5, 0, 2, 10]
[8, 7, 5, 14]
[14, 5, 9, 6]
[2, 8, 14, 7]
[12, 11, 13, 0]
[5, 13, 9, 3]
[7, 2, 13, 6]
[5, 8, 0, 13]
[8, 4, 14, 7]
[11, 7, 6, 3]
[7, 1, 6, 12]
[13, 7, 14, 11]
[13, 5, 14, 9]
[5, 12, 11, 4]
[13, 1, 0, 5]
[7, 4, 11, 13]
[9, 14, 0, 5]
[12, 2, 11, 9]
[4, 5, 14, 10]
[3, 2, 14, 1]
[1, 14, 6, 8]
[9, 14, 5, 12]
[11, 14, 10, 4]
[2, 8, 9, 12]
[9, 8, 10, 6]
[13, 7, 8, 11]
[14, 5, 12, 1]
[8, 0, 3, 13]
[11, 14, 4, 3]
[11, 4, 8, 12]
[13, 4, 6, 10]
[8, 9, 6, 12]
[13, 6, 4, 10]
[14, 2, 6, 9]
[5, 4, 9, 0]
[0, 8, 1, 4]
[8, 6, 14, 10]
[7, 6, 2, 10]
[6, 12, 0, 14]
[0, 5, 3, 13]
[1, 12, 3, 8]
[7, 14, 6, 8]
[4, 2, 12, 7]
[11, 13, 10, 2]
[12, 9, 2, 13]
[9, 11, 3, 8]
[12, 5, 11, 1]
[7, 4, 6, 0]
[8, 0, 1, 10]
[13, 5, 6, 12]
[10, 3, 9, 4]
[2, 14, 3, 10]
[9, 14, 8, 12]
[8, 6, 7, 10]
