P1,P2,...,Pn
[8, 5, 11, 1]
[2, 11, 5, 8]
[5, 6, 13, 10]
[9, 3, 13, 11]
[8, 4, 10, 7]
[5, 3, 6, 4]
[5, 12, 14, 1]
[3, 8, 13, 7]
[2, 1, 14, 6]
[12, 7, 11, 4]
[12, 0, 5, 13]
[7, 6, 11, 5]
[12, 9, 1, 4]
[10, 1, 5, 0]
[5, 3, 0, 4]
[14, 10, 7, 4]
[5, 13, 6, 4]
[9, 10, 1, 5]
[1, 4, 7, 9]
[11, 8, 12, 4]
[5, 3, 10, 11]
[0, 5, 13, 12]
[6, 2, 13, 8]
[13, 14, 6, 9]
[12, 5, 14, 6]
[1, 12, 8, 14]
[7, 14, 9, 0]
[4, 10, 0, 7]
[4, 11, 6, 12]
[12, 14, 10, 8]
[8, 4, 11, 6]
[11, 14, 6, 13]
[11, 14, 2, 4]
[13, 12, 9, 8]
[9, 12, 3, 5]
[13, 4, 7, 9]
[9, 2, 6, 3]
[12, 11, 9, 7]
[14, 9, 12, 10]
[14, 10, 11, 9]
[1, 6, 12, 14]
[10, 1, 11, 2]
[0, 5, 14, 2]
[12, 13, 5, 1]
[11, 2, 7, 4]
[1, 12, 11, 10]
[11, 8, 4, 6]
[4, 0, 7, 12]
[3, 1, 11, 4]
[2, 7, 12, 8]
[10, 3, 2, 14]
[11, 13, 8, 2]
[3, 0, 6, 11]
[3, 9, 6, 13]
[2, 1, 9, 7]
[2, 14, 6, 10]
[14, 12, 10, 5]
[0, 7, 1, 5]
[1, 3, 10, 11]
[5, 2, 6, 0]
[9, 11, 10, 4]
[7, 3, 6, 12]
[12, 14, 2, 3]
[5, 3, 8, 7]
[11, 1, 9, 12]
[12, 4, 0, 2]
[6, 4, 0, 2]
[8, 0, 2, 3]
[14, 3, 5, 9]
[11, 2, 12, 0]
[2, 8, 11, 1]
[5, 1, 7, 14]
[7, 11, 8, 4]
[8, 6, 9, 4]
[0, 10, 12, 9]
[11, 7, 12, 8]
[6, 14, 0, 9]
[1, 10, 5, 9]
[14, 1, 13, 4]
[6, 1, 7, 13]
[10, 7, 9, 3]
[10, 9, 2, 1]
[8, 13, 14, 12]
[1, 12, 6, 11]
[6, 9, 3, 10]
[12, 0, 8, 11]
[14, 2, 4, 3]
[0, 12, 10, 6]
[2, 12, 14, 3]
[5, 10, 14, 8]
[5, 4, 11, 8]
[2, 8, 7, 4]
[7, 14, 4, 12]
[9, 3, 8, 11]
[12, 11, 4, 13]
[0, 14, 12, 8]
[1, 11, 2, 7]
[12, 6, 3, 8]
[3, 0, 8, 2]
[13, 5, 4, 1]
[6, 2, 1, 7]
[3, 2, 11, 14]
[4, 0, 14, 7]
[10, 2, 9, 4]
[3, 6, 0, 11]
[10, 4, 7, 5]
[12, 7, 13, 8]
