P1,P2,...,Pn
[2, 5, 11, 8]
[2, 4, 1, 7]
[1, 14, 13, 4]
[14, 6, 2, 11]
[14, 1, 8, 9]
[12, 10, 7, 11]
[9, 0, 11, 6]
[1, 7, 11, 8]
[13, 1, 11, 2]
[6, 12, 2, 11]
[6, 11, 12, 2]
[6, 4, 13, 1]
[2, 10, 0, 9]
[14, 7, 4, 6]
[6, 13, 1, 2]
[9, 10, 3, 1]
[10, 4, 0, 6]
[1, 8, 9, 12]
[7, 0, 6, 1]
[10, 5, 11, 7]
[7, 0, 10, 8]
[6, 2, 1, 10]
[8, 13, 5, 4]
[5, 9, 12, 2]
[12, 10, 8, 3]
[2, 4, 14, 12]
[7, 1, 4, 2]
[10, 6, 13, 1]
[14, 13, 8, 2]
[6, 4, 11, 8]
[4, 12, 8, 14]
[0, 4, 5, 8]
[14, 1, 13, 2]
[1, 0, 14, 7]
[1, 10, 4, 6]
[2, 1, 14, 9]
[8, 7, 14, 11]
[8, 14, 0, 4]
[14, 7, 1, 3]
[0, 13, 7, 10]
[12, 10, 8, 9]
[2, 8, 11, 7]
[12, 1, 0, 10]
[4, 7, 11, 12]
[2, 3, 11, 0]
[1, 6, 8, 3]
[6, 8, 4, 13]
[8, 4, 6, 2]
[8, 7, 3, 13]
[9, 7, 12, 0]
[11, 10, 13, 14]
[12, 2, 7, 0]
[2, 6, 5, 14]
[6, 5, 8, 13]
[0, 14, 8, 3]
[5, 4, 13, 6]
[11, 3, 1, 12]
[4, 5, 3, 13]
[12, 11, 13, 0]
[14, 11, 6, 2]
[4, 10, 14, 11]
[8, 13, 1, 7]
[1, 13, 14, 6]
[6, 9, 14, 8]
[13, 9, 0, 14]
[12, 14, 10, 4]
[9, 4, 8, 0]
[5, 4, 3, 11]
[8, 1, 3, 0]
[9, 0, 10, 13]
[13, 0, 1, 14]
[8, 3, 4, 0]
[1, 3, 12, 10]
[4, 5, 11, 8]
[4, 6, 1, 8]
[10, 8, 12, 9]
[6, 12, 4, 2]
[12, 13, 6, 3]
[3, 7, 11, 6]
[5, 4, 9, 7]
[10, 4, 3, 0]
[11, 5, 14, 6]
[12, 11, 2, 10]
[8, 5, 3, 6]
[7, 8, 12, 9]
[6, 8, 1, 13]
[5, 7, 0, 9]
[2, 9, 7, 3]
[2, 5, 8, 1]
[10, 11, 9, 2]
[1, 8, 7, 6]
[12, 3, 7, 11]
[9, 10, 2, 8]
[3, 11, 5, 13]
[8, 14, 2, 0]
[1, 2, 8, 10]
[12, 11, 13, 8]
[4, 0, 14, 2]
[4, 13, 10, 5]
[11, 3, 12, 14]
[10, 12, 8, 2]
[8, 13, 3, 2]
[0, 13, 7, 5]
[2, 12, 7, 5]
[11, 8, 4, 3]
[10, 13, 2, 6]
[12, 11, 5, 3]
[9, 10, 7, 2]
[0, 8, 1, 11]
[2, 14, 4, 0]
[7, 11, 12, 4]
[14, 11, 2, 8]
[2, 7, 6, 5]
[5, 9, 1, 11]
[14, 8, 13, 2]
[8, 6, 13, 7]
[9, 5, 7, 3]
[8, 2, 12, 10]
[8, 2, 6, 0]
[12, 9, 1, 6]
[3, 4, 9, 14]
[14, 5, 7, 13]
[4, 1, 0, 10]
[6, 3, 2, 8]
[1, 14, 7, 4]
[12, 2, 5, 3]
[2, 6, 8, 11]
[7, 12, 1, 2]
[7, 11, 3, 9]
[2, 11, 3, 4]
[6, 11, 8, 13]
[9, 5, 11, 4]
[10, 0, 7, 8]
[4, 9, 6, 11]
[9, 0, 5, 11]
[11, 7, 12, 14]
[4, 2, 13, 7]
[11, 12, 6, 0]
[3, 5, 6, 10]
[3, 7, 10, 8]
[13, 10, 4, 1]
[13, 0, 6, 8]
[2, 11, 6, 3]
[0, 5, 10, 9]
[10, 5, 13, 0]
[2, 13, 0, 10]
[12, 10, 13, 6]
[11, 1, 6, 10]
[0, 2, 4, 9]
[1, 3, 8, 0]
[9, 6, 4, 5]
[13, 12, 10, 4]
[3, 6, 13, 12]
[3, 5, 12, 6]
[12, 2, 0, 4]
[13, 3, 1, 12]
[9, 4, 10, 14]
[5, 13, 14, 8]
[6, 0, 3, 1]
[8, 11, 10, 13]
[10, 12, 9, 0]
[0, 13, 4, 12]
[10, 14, 8, 12]
[0, 13, 12, 6]
[5, 3, 0, 13]
[0, 4, 2, 14]
[2, 4, 12, 1]
[12, 3, 11, 1]
[5, 2, 4, 11]
[6, 1, 10, 11]
[7, 12, 5, 8]
[3, 12, 13, 0]
[8, 5, 1, 14]
[2, 10, 5, 11]
[5, 7, 2, 8]
[8, 7, 9, 0]
[10, 3, 0, 9]
[4, 9, 3, 13]
[5, 2, 8, 12]
[7, 10, 1, 5]
[3, 5, 4, 9]
[3, 11, 14, 6]
[0, 2, 7, 4]
[11, 5, 4, 2]
[8, 13, 10, 12]
[14, 12, 9, 7]
[7, 12, 3, 5]
[6, 3, 12, 5]
[10, 3, 6, 4]
