P1,P2,...,Pn
[7, 12, 1, 3, 8]
[9, 7, 13, 4, 5]
[13, 6, 14, 8, 2]
[4, 7, 11, 1, 3]
[9, 6, 2, 5, 14]
[8, 14, 12, 7, 6]
[13, 2, 10, 7, 9]
[3, 6, 5, 10, 2]
[13, 7, 0, 9, 8]
[5, 12, 13, 0, 8]
[0, 4, 8, 6, 7]
[6, 14, 11, 9, 3]
[0, 11, 4, 2, 9]
[9, 10, 6, 11, 8]
[3, 10, 9, 12, 13]
[0, 8, 14, 5, 2]
[6, 5, 12, 2, 9]
[12, 5, 11, 10, 9]
[1, 14, 4, 6, 5]
[7, 4, 11, 2, 10]
[14, 6, 8, 5, 3]
[3, 14, 1, 6, 13]
[14, 7, 5, 11, 2]
[9, 1, 2, 13, 8]
[4, 3, 7, 14, 0]
[0, 2, 5, 6, 10]
[10, 11, 14, 0, 1]
[4, 8, 10, 7, 0]
[5, 9, 6, 14, 7]
[6, 4, 8, 2, 0]
[1, 13, 7, 3, 6]
[14, 5, 2, 4, 3]
[12, 10, 11, 5, 6]
[11, 14, 0, 8, 1]
[12, 13, 10, 2, 8]
[13, 2, 12, 1, 4]
[6, 9, 3, 4, 5]
[12, 11, 3, 13, 8]
[3, 5, 11, 1, 10]
[8, 5, 14, 3, 7]
[4, 11, 14, 3, 10]
[7, 12, 2, 10, 6]
[1, 12, 5, 0, 4]
[6, 11, 13, 7, 4]
[1, 9, 12, 5, 13]
[0, 6, 9, 5, 11]
[13, 2, 6, 14, 1]
[3, 0, 6, 9, 1]
[6, 4, 0, 5, 11]
[5, 7, 6, 12, 8]
[0, 2, 13, 10, 11]
[5, 6, 1, 8, 0]
[0, 11, 12, 3, 2]
[3, 12, 5, 0, 1]
[8, 6, 11, 10, 5]
[3, 10, 13, 11, 0]
