P1,P2,...,Pn
[10, 9, 7, 8, 4]
[4, 3, 14, 7, 6]
[14, 13, 4, 3, 10]
[0, 4, 11, 12, 9]
[3, 6, 14, 1, 7]
[11, 10, 13, 6, 1]
[8, 5, 14, 7, 11]
[13, 12, 6, 8, 4]
[6, 10, 5, 7, 8]
[9, 4, 12, 2, 14]
[8, 12, 1, 0, 10]
[7, 12, 5, 6, 10]
[11, 14, 13, 4, 8]
[11, 3, 9, 2, 1]
[13, 0, 4, 9, 14]
[4, 13, 8, 10, 3]
[5, 1, 7, 14, 12]
[3, 11, 2, 13, 14]
[8, 2, 0, 9, 4]
[13, 6, 11, 7, 5]
[10, 7, 9, 12, 14]
[12, 13, 10, 9, 2]
[5, 3, 14, 10, 2]
[10, 12, 3, 8, 0]
[5, 11, 7, 13, 6]
[11, 10, 14, 3, 6]
[7, 10, 12, 4, 8]
[7, 14, 6, 9, 5]
[8, 12, 14, 6, 0]
[8, 10, 9, 13, 12]
[3, 2, 0, 7, 6]
[14, 10, 4, 5, 7]
[4, 10, 1, 14, 3]
[2, 4, 14, 13, 8]
[3, 5, 9, 11, 4]
[14, 3, 9, 6, 2]
[12, 1, 5, 6, 13]
[14, 9, 10, 6, 5]
[2, 13, 8, 14, 3]
[5, 7, 12, 4, 2]
[7, 1, 6, 14, 4]
[2, 10, 1, 3, 12]
[10, 5, 14, 1, 6]
[0, 7, 9, 14, 1]
[9, 11, 12, 14, 3]
[11, 14, 4, 5, 13]
[7, 0, 12, 8, 11]
[12, 3, 10, 6, 2]
[7, 10, 11, 6, 3]
[0, 13, 8, 5, 3]
[0, 1, 5, 10, 3]
[5, 3, 10, 1, 7]
[1, 6, 5, 8, 9]
[7, 1, 11, 6, 8]
[7, 8, 0, 10, 11]
[11, 10, 0, 1, 4]
[7, 11, 3, 9, 5]
[4, 8, 6, 1, 7]
[6, 0, 10, 7, 9]
[3, 12, 4, 2, 13]
[3, 4, 1, 14, 13]
[9, 12, 7, 13, 4]
[7, 9, 4, 2, 11]
[5, 6, 11, 13, 7]
[9, 13, 4, 6, 8]
[0, 3, 5, 9, 12]
[8, 4, 6, 12, 7]
[7, 13, 5, 12, 0]
[2, 6, 12, 5, 9]
