P1,P2,...,Pn
[1, 13, 10, 8, 0]
[4, 11, 13, 1, 8]
[2, 14, 11, 4, 13]
[11, 12, 6, 1, 0]
[7, 9, 13, 14, 5]
[12, 4, 1, 7, 0]
[1, 10, 7, 3, 13]
[5, 3, 6, 13, 14]
[11, 3, 9, 14, 13]
[12, 10, 0, 6, 8]
[8, 2, 1, 14, 4]
[3, 8, 13, 11, 1]
[5, 6, 4, 12, 11]
[0, 6, 13, 14, 8]
[10, 9, 4, 2, 11]
[12, 8, 3, 7, 14]
[9, 1, 7, 2, 11]
[0, 3, 1, 14, 11]
[5, 7, 0, 14, 8]
[2, 5, 9, 4, 12]
[9, 0, 11, 6, 13]
[8, 0, 9, 13, 5]
[6, 2, 8, 14, 11]
[0, 8, 1, 7, 3]
[7, 5, 11, 4, 2]
[12, 7, 0, 9, 13]
[11, 8, 1, 10, 13]
[12, 10, 13, 6, 1]
[1, 14, 4, 13, 6]
[11, 10, 0, 8, 1]
[3, 10, 6, 4, 1]
[7, 13, 0, 12, 8]
[9, 7, 5, 3, 14]
[2, 11, 3, 13, 6]
[7, 5, 13, 2, 9]
[4, 5, 12, 6, 2]
[13, 12, 8, 3, 10]
[11, 2, 8, 6, 0]
[3, 1, 8, 10, 12]
[0, 14, 12, 10, 8]
[5, 3, 7, 2, 6]
[4, 8, 1, 14, 10]
[3, 9, 10, 6, 2]
[6, 11, 2, 10, 8]
[1, 8, 11, 13, 0]
[3, 14, 6, 0, 10]
[14, 2, 1, 6, 11]
[6, 0, 13, 7, 14]
[3, 7, 14, 10, 1]
[1, 0, 9, 13, 14]
[9, 5, 0, 14, 8]
[2, 8, 10, 6, 11]
[8, 6, 11, 0, 2]
[7, 1, 14, 4, 6]
[3, 14, 6, 1, 8]
[1, 4, 0, 9, 10]
[3, 12, 4, 7, 0]
[6, 4, 12, 11, 3]
[9, 5, 0, 4, 6]
[9, 1, 0, 11, 7]
[6, 10, 8, 1, 5]
[0, 12, 10, 3, 14]
[5, 9, 7, 14, 3]
[5, 13, 10, 11, 4]
[7, 13, 6, 10, 1]
[7, 4, 3, 5, 9]
[10, 9, 4, 3, 2]
[8, 9, 10, 5, 13]
[5, 1, 10, 9, 2]
[12, 11, 0, 3, 1]
[4, 2, 8, 10, 0]
[12, 11, 2, 8, 13]
[8, 5, 2, 6, 13]
[3, 13, 8, 1, 4]
[4, 2, 8, 5, 14]
[2, 7, 4, 12, 6]
[9, 1, 7, 12, 3]
[0, 10, 5, 8, 9]
[1, 13, 6, 2, 10]
[11, 5, 4, 3, 6]
[6, 12, 10, 11, 4]
[7, 10, 0, 6, 13]
[8, 7, 12, 14, 13]
[8, 0, 10, 3, 7]
[13, 3, 11, 12, 0]
[3, 10, 2, 8, 12]
[14, 2, 12, 3, 0]
[8, 12, 13, 1, 11]
[1, 12, 13, 14, 2]
[7, 5, 13, 14, 6]
[6, 10, 2, 11, 9]
[4, 0, 6, 7, 13]
[12, 9, 8, 13, 3]
[4, 10, 12, 2, 8]
[13, 6, 12, 8, 1]
[14, 0, 3, 1, 5]
[6, 11, 4, 9, 13]
[4, 11, 7, 8, 12]
[12, 5, 10, 0, 6]
[1, 3, 13, 4, 9]
[8, 10, 13, 5, 3]
[7, 12, 5, 3, 11]
[1, 14, 13, 8, 0]
[3, 5, 8, 12, 6]
[11, 8, 9, 13, 12]
[4, 7, 0, 9, 10]
[3, 7, 4, 5, 10]
[11, 9, 6, 4, 5]
[3, 7, 0, 14, 12]
[5, 12, 14, 3, 6]
[12, 3, 5, 7, 13]
[14, 3, 8, 9, 12]
[7, 9, 3, 1, 2]
[6, 1, 14, 3, 12]
[13, 5, 3, 10, 0]
[11, 13, 3, 5, 6]
[8, 1, 11, 2, 5]
[8, 14, 13, 11, 4]
[12, 9, 2, 8, 14]
[0, 11, 5, 13, 7]
[5, 4, 2, 6, 14]
[14, 12, 13, 5, 10]
[10, 13, 2, 14, 1]
[3, 4, 1, 10, 12]
[5, 3, 2, 4, 8]
[6, 1, 5, 14, 8]
[2, 1, 0, 3, 12]
[1, 8, 7, 3, 13]
[6, 9, 13, 12, 11]
[2, 14, 8, 11, 6]
[0, 1, 2, 7, 14]
[5, 4, 11, 2, 14]
[9, 2, 6, 3, 14]
[3, 1, 8, 11, 0]
[2, 11, 5, 0, 1]
[0, 6, 13, 2, 9]
[0, 11, 1, 12, 5]
[3, 8, 11, 4, 12]
[6, 2, 11, 8, 13]
[2, 14, 5, 7, 12]
[13, 7, 6, 10, 8]
[8, 9, 6, 14, 4]
[10, 0, 7, 3, 8]
[0, 1, 8, 2, 4]
[5, 1, 3, 7, 10]
[9, 2, 14, 10, 1]
[13, 4, 3, 11, 8]
[2, 14, 9, 10, 6]
[14, 0, 7, 10, 13]
[3, 11, 7, 4, 8]
[10, 0, 4, 9, 8]
[6, 7, 3, 1, 14]
[7, 10, 4, 11, 1]
[5, 1, 2, 11, 6]
[3, 7, 10, 6, 8]
[4, 11, 7, 8, 1]
[3, 4, 5, 1, 14]
[1, 7, 8, 2, 10]
[12, 6, 1, 3, 14]
[0, 4, 14, 11, 8]
[7, 12, 10, 9, 6]
[14, 3, 11, 1, 10]
[0, 1, 2, 11, 10]
[9, 6, 0, 14, 8]
[13, 7, 11, 12, 6]
[14, 5, 9, 13, 8]
[0, 9, 6, 5, 8]
[8, 14, 1, 11, 3]
[5, 2, 7, 13, 0]
[12, 10, 11, 1, 8]
[13, 1, 12, 0, 8]
[13, 3, 5, 8, 0]
[12, 3, 13, 0, 4]
[13, 3, 7, 8, 12]
[3, 10, 14, 2, 8]
[13, 2, 7, 4, 3]
[11, 10, 13, 0, 3]
[9, 10, 12, 14, 6]
[14, 5, 12, 2, 3]
[12, 2, 10, 9, 5]
[6, 11, 9, 3, 4]
[10, 5, 14, 8, 3]
[8, 0, 7, 6, 12]
[4, 7, 14, 13, 2]
[2, 0, 3, 5, 7]
[7, 0, 8, 1, 2]
[7, 11, 13, 10, 2]
[6, 2, 14, 8, 10]
[4, 0, 2, 6, 9]
[10, 12, 3, 11, 6]
[0, 3, 14, 10, 6]
[11, 1, 12, 5, 10]
[11, 4, 12, 2, 8]
[5, 3, 1, 12, 10]
[4, 10, 7, 8, 5]
[14, 3, 12, 11, 1]
[13, 8, 1, 10, 2]
[9, 8, 3, 1, 7]
[4, 14, 1, 11, 0]
[9, 13, 10, 12, 1]
[1, 14, 11, 7, 13]
[10, 14, 9, 4, 5]
[11, 12, 1, 2, 13]
[6, 7, 3, 10, 14]
[9, 14, 1, 0, 7]
[14, 9, 12, 7, 13]
[8, 7, 4, 11, 5]
[8, 3, 11, 14, 2]
[8, 2, 12, 13, 1]
[1, 8, 0, 5, 12]
[8, 4, 9, 5, 12]
[9, 6, 7, 5, 1]
[12, 1, 10, 14, 11]
[13, 2, 14, 1, 12]
[1, 9, 7, 8, 0]
