P1,P2,...,Pn
[3, 10, 0, 13]
[14, 2, 10, 8]
[5, 2, 3, 4]
[13, 8, 4, 10]
[12, 4, 7, 11]
[9, 7, 0, 11]
[12, 10, 7, 6]
[3, 4, 0, 6]
[11, 7, 14, 2]
[1, 2, 9, 6]
[5, 2, 4, 1]
[5, 14, 3, 12]
[12, 9, 4, 5]
[2, 9, 3, 7]
[3, 0, 14, 13]
[13, 6, 11, 10]
[9, 4, 12, 8]
[2, 0, 14, 12]
[11, 10, 5, 0]
[0, 11, 9, 12]
[10, 5, 9, 2]
[0, 9, 13, 3]
[4, 10, 12, 2]
[9, 11, 12, 14]
[4, 13, 10, 3]
[2, 12, 11, 7]
[7, 13, 12, 9]
[0, 13, 3, 4]
[12, 14, 0, 6]
[8, 13, 9, 4]
[0, 5, 1, 11]
[8, 4, 7, 11]
[4, 5, 14, 0]
[8, 11, 2, 9]
[8, 4, 1, 2]
[12, 6, 8, 0]
[4, 2, 10, 13]
[6, 11, 4, 2]
[3, 11, 14, 6]
[13, 10, 8, 11]
[14, 6, 1, 8]
[3, 12, 1, 9]
[0, 7, 8, 14]
[9, 6, 14, 13]
[6, 13, 1, 7]
[0, 13, 7, 12]
[1, 5, 12, 9]
[10, 13, 6, 11]
[12, 11, 3, 14]
[9, 3, 6, 10]
[6, 3, 12, 4]
[9, 14, 10, 5]
[10, 2, 3, 11]
[10, 6, 2, 4]
[5, 1, 14, 4]
[2, 4, 9, 0]
[1, 9, 7, 14]
[11, 7, 9, 14]
[5, 0, 12, 4]
[8, 3, 11, 12]
[10, 3, 1, 4]
[8, 3, 10, 7]
[12, 7, 5, 3]
[9, 0, 11, 5]
[14, 4, 12, 6]
[4, 14, 11, 9]
[4, 11, 12, 7]
[6, 3, 9, 5]
[9, 8, 12, 13]
[10, 5, 3, 14]
[7, 9, 4, 3]
[4, 0, 9, 11]
[2, 7, 9, 11]
[3, 1, 0, 8]
[6, 14, 12, 9]
[4, 11, 8, 12]
[2, 3, 6, 7]
[14, 9, 8, 3]
[5, 13, 9, 1]
[2, 10, 7, 11]
[6, 7, 11, 0]
[8, 1, 14, 5]
[10, 11, 4, 7]
[6, 11, 12, 7]
[6, 2, 3, 8]
[14, 2, 4, 7]
[3, 4, 9, 13]
[9, 4, 14, 13]
[2, 6, 7, 1]
[5, 0, 1, 2]
[14, 8, 13, 7]
[11, 3, 0, 10]
[12, 0, 6, 11]
[4, 3, 14, 8]
[7, 13, 1, 5]
[8, 14, 9, 5]
[3, 11, 2, 10]
[5, 7, 8, 12]
[8, 3, 14, 7]
[10, 13, 1, 6]
[2, 9, 11, 10]
[7, 0, 6, 12]
[6, 4, 1, 8]
[0, 9, 6, 8]
[10, 8, 2, 4]
[13, 5, 6, 1]
[4, 3, 2, 14]
[4, 3, 12, 7]
[9, 2, 14, 12]
[3, 4, 7, 9]
[4, 5, 2, 14]
[8, 13, 2, 5]
[12, 13, 2, 3]
[14, 2, 1, 12]
[13, 4, 11, 1]
[12, 6, 10, 5]
[2, 14, 0, 3]
[8, 4, 9, 5]
[4, 6, 10, 7]
[11, 1, 10, 2]
[1, 5, 9, 12]
[12, 5, 4, 14]
[13, 2, 8, 1]
[0, 8, 9, 13]
[1, 13, 12, 3]
[14, 12, 1, 10]
[7, 4, 3, 0]
[8, 2, 3, 5]
[4, 10, 5, 11]
[12, 5, 13, 8]
[13, 6, 4, 5]
[1, 3, 6, 0]
[1, 0, 8, 5]
[8, 10, 7, 6]
[10, 7, 9, 11]
[4, 1, 3, 13]
[2, 0, 11, 10]
[12, 1, 4, 11]
[10, 9, 7, 1]
[1, 6, 13, 12]
[12, 6, 1, 14]
[14, 10, 3, 5]
[11, 10, 9, 2]
[11, 13, 4, 6]
[0, 1, 4, 12]
