P1,P2,...,Pn
[2, 1, 4, 13, 9]
[6, 3, 2, 12, 10]
[12, 3, 4, 10, 8]
[12, 3, 14, 2, 6]
[4, 1, 13, 14, 12]
[4, 6, 3, 0, 2]
[11, 14, 6, 10, 2]
[6, 13, 2, 12, 14]
[2, 4, 14, 10, 8]
[5, 11, 3, 8, 9]
[6, 3, 10, 4, 11]
[8, 3, 6, 13, 4]
[5, 8, 11, 2, 1]
[8, 4, 14, 13, 2]
[11, 7, 13, 4, 10]
[12, 6, 1, 8, 0]
[12, 6, 5, 13, 2]
[1, 14, 2, 11, 4]
[10, 8, 2, 6, 11]
[7, 4, 5, 14, 1]
[11, 2, 9, 14, 4]
[12, 4, 8, 6, 3]
[12, 8, 5, 10, 2]
[9, 0, 4, 10, 14]
[0, 2, 4, 6, 14]
[8, 0, 9, 1, 10]
[1, 3, 2, 6, 12]
[12, 8, 0, 9, 11]
[13, 11, 12, 4, 1]
[1, 8, 7, 6, 11]
[5, 1, 2, 7, 6]
[10, 8, 4, 7, 6]
[0, 2, 10, 4, 14]
[7, 5, 8, 14, 2]
[3, 12, 5, 4, 1]
[12, 1, 0, 6, 14]
[2, 1, 5, 0, 7]
[1, 14, 2, 0, 5]
[12, 7, 0, 6, 8]
[1, 3, 11, 13, 8]
[9, 12, 8, 3, 13]
[9, 3, 13, 1, 8]
[3, 2, 14, 13, 11]
[11, 5, 0, 9, 7]
[4, 1, 14, 13, 3]
[5, 11, 12, 0, 10]
[1, 6, 10, 7, 4]
[12, 7, 5, 3, 4]
[4, 10, 2, 13, 6]
[7, 6, 14, 13, 0]
[11, 0, 4, 6, 10]
[6, 1, 14, 2, 3]
[4, 8, 14, 10, 2]
[0, 6, 11, 5, 8]
[13, 11, 5, 6, 3]
[1, 5, 12, 8, 7]
[7, 6, 10, 0, 14]
[2, 11, 7, 3, 5]
[7, 5, 3, 9, 13]
[13, 0, 6, 14, 2]
[5, 14, 12, 13, 3]
[9, 2, 0, 8, 13]
[2, 8, 14, 13, 9]
[5, 6, 7, 9, 0]
[1, 5, 10, 14, 13]
[10, 3, 7, 13, 0]
[7, 10, 4, 12, 0]
[0, 8, 10, 2, 5]
[1, 6, 8, 10, 5]
[2, 11, 14, 7, 9]
[3, 7, 1, 13, 5]
[4, 10, 14, 12, 13]
[5, 2, 9, 10, 13]
[5, 13, 12, 6, 1]
[8, 13, 0, 12, 6]
[14, 7, 0, 10, 13]
[6, 8, 9, 4, 11]
[12, 8, 6, 7, 5]
[4, 12, 6, 0, 9]
[13, 14, 7, 3, 8]
[1, 12, 14, 3, 4]
[12, 1, 7, 9, 8]
[6, 0, 14, 12, 4]
[9, 3, 6, 10, 7]
[5, 6, 11, 12, 14]
[13, 14, 5, 9, 2]
[2, 13, 0, 10, 1]
[11, 14, 5, 2, 1]
[10, 8, 11, 12, 0]
[12, 9, 3, 11, 0]
[10, 9, 8, 2, 14]
[13, 8, 10, 11, 0]
[3, 7, 0, 10, 6]
[12, 9, 1, 5, 11]
[0, 13, 9, 7, 1]
[7, 4, 13, 8, 14]
[6, 4, 7, 14, 10]
[4, 5, 12, 6, 2]
[14, 5, 1, 12, 9]
[13, 9, 11, 7, 8]
[7, 12, 14, 9, 4]
[0, 7, 4, 5, 13]
[3, 5, 4, 9, 0]
[0, 4, 12, 6, 13]
[13, 12, 3, 1, 7]
[9, 1, 0, 10, 6]
[9, 2, 4, 1, 14]
[2, 7, 6, 14, 12]
[14, 4, 2, 10, 13]
