P1,P2,...,Pn
[12, 9, 4, 10]
[2, 11, 6, 13]
[8, 4, 10, 9]
[13, 14, 8, 12]
[2, 4, 12, 9]
[11, 5, 1, 14]
[3, 13, 11, 1]
[1, 10, 9, 3]
[4, 7, 3, 11]
[7, 0, 14, 10]
[9, 8, 1, 6]
[8, 11, 10, 6]
[2, 8, 13, 3]
[7, 3, 14, 4]
[13, 2, 9, 0]
[5, 3, 8, 12]
[8, 5, 10, 6]
[8, 10, 11, 9]
[14, 6, 12, 10]
[14, 12, 7, 10]
[8, 9, 7, 2]
[14, 9, 5, 12]
[9, 10, 13, 12]
[9, 14, 1, 10]
[9, 10, 4, 5]
[11, 3, 13, 6]
[9, 8, 10, 6]
[2, 9, 12, 8]
[5, 11, 13, 9]
[12, 10, 9, 5]
[3, 6, 10, 12]
[9, 5, 8, 6]
[14, 12, 4, 11]
[7, 5, 2, 9]
[2, 7, 11, 8]
[13, 1, 3, 14]
[0, 9, 10, 4]
[12, 13, 0, 6]
[13, 2, 0, 7]
[13, 7, 11, 1]
[8, 4, 2, 1]
[13, 9, 4, 5]
[6, 10, 8, 1]
[5, 2, 12, 13]
[14, 5, 12, 9]
[13, 4, 0, 12]
[9, 12, 13, 1]
[10, 11, 3, 8]
[1, 13, 2, 12]
[12, 13, 10, 0]
[6, 1, 10, 7]
[7, 9, 4, 10]
[8, 5, 7, 3]
[4, 13, 1, 9]
[7, 11, 0, 12]
[8, 4, 12, 7]
[6, 14, 5, 9]
[0, 8, 2, 10]
[1, 12, 7, 5]
[13, 12, 14, 8]
[2, 4, 5, 11]
[9, 2, 0, 11]
[11, 14, 13, 5]
[12, 10, 1, 11]
[1, 0, 10, 6]
[6, 3, 9, 7]
[6, 11, 7, 4]
[5, 9, 8, 3]
[1, 12, 2, 6]
[9, 8, 3, 13]
[1, 6, 8, 5]
[12, 2, 6, 14]
[5, 1, 10, 4]
[6, 2, 10, 1]
[7, 5, 11, 13]
[2, 12, 9, 8]
[13, 8, 5, 9]
[3, 8, 10, 11]
[3, 12, 8, 11]
[11, 2, 8, 4]
[11, 3, 4, 9]
[11, 12, 2, 6]
[14, 0, 5, 3]
[5, 0, 6, 3]
[7, 5, 4, 14]
[3, 10, 9, 6]
