P1,P2,...,Pn
[2, 1, 3, 12, 0]
[13, 9, 6, 8, 0]
[0, 2, 10, 5, 12]
[11, 13, 4, 10, 0]
[5, 1, 4, 14, 3]
[14, 0, 8, 9, 3]
[4, 12, 3, 7, 10]
[14, 4, 0, 3, 7]
[5, 12, 9, 3, 2]
[9, 13, 12, 4, 3]
[6, 1, 7, 11, 4]
[14, 0, 11, 9, 12]
[5, 9, 12, 2, 6]
[8, 9, 14, 10, 12]
[6, 2, 8, 4, 7]
[8, 9, 2, 7, 14]
[11, 10, 9, 0, 14]
[4, 9, 2, 7, 12]
[9, 13, 10, 8, 6]
[2, 6, 14, 9, 4]
[0, 9, 2, 14, 6]
[14, 0, 5, 6, 8]
[4, 5, 3, 2, 14]
[1, 10, 12, 11, 13]
[7, 4, 1, 2, 13]
[6, 10, 5, 7, 13]
[10, 11, 6, 13, 2]
[10, 13, 5, 14, 11]
[13, 2, 7, 5, 6]
[3, 4, 2, 14, 0]
[4, 5, 10, 7, 2]
[1, 7, 14, 5, 3]
[12, 1, 0, 3, 11]
[2, 4, 1, 14, 6]
[2, 11, 0, 8, 5]
[9, 3, 5, 1, 0]
[6, 14, 11, 2, 9]
[12, 7, 10, 6, 1]
[9, 2, 8, 10, 12]
[9, 6, 12, 1, 5]
[7, 3, 9, 11, 5]
[12, 2, 13, 5, 1]
[4, 2, 10, 7, 9]
[14, 12, 2, 10, 7]
[6, 5, 0, 1, 8]
[10, 14, 11, 3, 1]
[14, 8, 4, 3, 13]
[5, 9, 7, 14, 2]
[1, 0, 6, 12, 4]
[13, 6, 1, 4, 10]
[0, 7, 11, 5, 4]
[2, 12, 1, 6, 7]
[10, 2, 9, 12, 5]
[1, 11, 4, 5, 14]
[7, 3, 10, 4, 9]
[9, 4, 2, 12, 13]
[4, 12, 9, 13, 6]
[5, 3, 1, 11, 0]
[12, 2, 11, 8, 14]
[5, 4, 1, 8, 3]
[13, 6, 4, 9, 10]
[1, 9, 14, 2, 0]
[1, 2, 7, 0, 13]
[11, 9, 13, 3, 4]
[13, 11, 5, 9, 8]
[11, 10, 6, 5, 2]
[11, 10, 4, 1, 12]
[9, 11, 8, 0, 7]
[13, 5, 6, 7, 0]
[1, 3, 0, 4, 12]
[10, 9, 14, 2, 11]
[1, 13, 4, 9, 6]
[13, 3, 7, 5, 10]
[9, 5, 7, 0, 14]
[3, 13, 14, 6, 7]
[14, 13, 12, 5, 3]
[7, 10, 13, 6, 9]
[1, 12, 0, 5, 10]
[10, 1, 4, 9, 7]
[7, 14, 1, 5, 8]
[4, 6, 9, 7, 13]
[4, 3, 11, 8, 12]
[10, 4, 7, 0, 1]
[2, 0, 1, 5, 6]
[8, 13, 4, 6, 2]
[7, 2, 0, 1, 10]
[14, 7, 2, 9, 10]
[13, 10, 4, 3, 14]
[9, 0, 13, 11, 3]
[7, 12, 0, 10, 2]
[9, 6, 11, 7, 5]
[8, 4, 1, 0, 14]
[9, 6, 4, 7, 5]
[9, 14, 4, 12, 0]
[14, 4, 13, 1, 3]
[2, 8, 10, 6, 14]
[8, 6, 13, 11, 4]
[1, 2, 14, 3, 10]
[14, 9, 5, 12, 7]
[13, 9, 6, 14, 1]
[12, 5, 6, 8, 0]
[2, 7, 13, 3, 8]
[11, 10, 8, 3, 12]
[6, 0, 5, 9, 8]
[7, 11, 9, 4, 6]
[1, 0, 5, 4, 8]
[11, 4, 13, 10, 3]
[13, 0, 6, 14, 1]
[10, 3, 0, 14, 11]
[9, 8, 6, 5, 1]
[1, 8, 13, 11, 9]
[7, 10, 2, 5, 1]
[6, 3, 8, 12, 2]
[1, 8, 4, 13, 3]
[13, 6, 9, 1, 10]
[1, 4, 13, 8, 11]
[7, 2, 12, 14, 6]
[1, 0, 2, 5, 13]
[14, 4, 10, 12, 2]
[5, 3, 0, 14, 10]
[5, 8, 10, 7, 3]
[14, 12, 4, 6, 8]
[6, 2, 5, 0, 8]
[7, 14, 12, 5, 9]
[8, 9, 12, 6, 3]
[5, 10, 9, 1, 0]
[14, 5, 8, 3, 11]
[4, 2, 8, 14, 0]
[4, 11, 3, 14, 13]
[2, 4, 12, 9, 1]
[4, 14, 8, 10, 1]
[8, 7, 12, 5, 0]
[6, 9, 7, 5, 3]
[10, 3, 7, 6, 14]
[3, 5, 4, 2, 11]
[10, 4, 9, 5, 0]
[14, 4, 10, 1, 3]
[12, 7, 6, 2, 13]
[3, 14, 13, 9, 4]
[5, 9, 0, 6, 12]
[13, 7, 14, 10, 3]
[3, 8, 13, 7, 1]
[3, 14, 0, 7, 2]
[4, 1, 7, 6, 5]
[5, 1, 9, 11, 13]
[9, 4, 13, 3, 8]
[3, 7, 11, 8, 13]
[2, 10, 13, 6, 4]
[6, 11, 14, 3, 9]
[0, 13, 1, 14, 10]
[0, 4, 2, 6, 9]
[12, 7, 13, 1, 0]
[1, 7, 5, 9, 4]
[9, 1, 7, 2, 0]
[7, 11, 5, 12, 10]
[8, 13, 2, 0, 1]
[7, 8, 12, 0, 6]
[10, 1, 9, 4, 7]
[4, 6, 0, 13, 2]
[7, 9, 5, 13, 8]
[0, 8, 5, 11, 7]
[9, 12, 14, 6, 8]
[14, 1, 8, 6, 3]
[12, 9, 6, 10, 0]
[6, 2, 1, 4, 14]
[10, 8, 0, 3, 14]
[10, 14, 11, 1, 12]
[2, 14, 13, 9, 5]
[8, 10, 6, 2, 11]
[3, 2, 6, 14, 9]
[11, 6, 8, 1, 5]
[3, 2, 6, 11, 8]
[8, 13, 10, 12, 3]
[0, 1, 9, 13, 12]
[6, 5, 0, 7, 2]
[13, 5, 14, 0, 1]
[5, 12, 3, 4, 14]
[7, 5, 11, 13, 2]
[4, 0, 11, 9, 3]
[9, 10, 1, 8, 6]
[8, 0, 4, 10, 5]
[7, 6, 12, 14, 1]
[7, 1, 6, 11, 0]
[6, 7, 2, 10, 9]
[9, 8, 6, 10, 7]
[9, 1, 5, 2, 4]
[5, 9, 12, 0, 3]
[12, 3, 14, 1, 13]
[8, 7, 13, 9, 6]
[5, 0, 14, 10, 12]
[11, 14, 13, 10, 7]
[13, 1, 11, 3, 10]
[14, 3, 4, 12, 2]
[8, 11, 10, 4, 3]
[0, 8, 12, 9, 10]
[11, 3, 10, 0, 4]
[4, 10, 9, 3, 5]
[13, 14, 7, 10, 11]
[0, 3, 10, 14, 6]
[8, 10, 2, 5, 12]
[0, 5, 6, 1, 10]
[13, 3, 7, 6, 10]
[5, 12, 14, 10, 1]
[10, 13, 14, 7, 0]
[5, 0, 3, 7, 4]
[13, 2, 3, 10, 12]
[2, 13, 6, 0, 11]
[12, 1, 6, 8, 3]
[10, 1, 5, 4, 11]
[10, 2, 0, 3, 12]
[11, 9, 10, 14, 0]
[14, 1, 3, 5, 13]
[6, 1, 12, 8, 2]
[4, 5, 13, 0, 6]
[7, 5, 10, 9, 1]
[13, 11, 14, 10, 12]
[1, 2, 4, 0, 10]
[1, 0, 6, 12, 9]
[1, 6, 13, 2, 3]
[1, 5, 14, 4, 7]
[1, 2, 10, 13, 5]
[10, 11, 8, 14, 6]
[3, 8, 7, 10, 4]
[7, 10, 0, 4, 3]
[2, 1, 12, 9, 6]
[2, 12, 10, 14, 4]
[2, 12, 0, 9, 10]
[9, 2, 4, 0, 1]
[10, 9, 11, 8, 2]
[8, 7, 0, 10, 9]
[5, 12, 6, 8, 1]
[7, 1, 4, 6, 13]
[12, 7, 4, 0, 5]
[12, 13, 0, 4, 7]
[7, 13, 10, 8, 1]
[4, 2, 8, 11, 0]
[7, 6, 10, 3, 11]
[11, 4, 12, 9, 3]
[10, 1, 2, 11, 3]
[14, 2, 13, 1, 11]
[11, 13, 0, 7, 10]
[0, 13, 2, 4, 14]
[13, 14, 4, 8, 11]
[14, 4, 9, 0, 6]
[10, 6, 14, 4, 3]
[10, 1, 7, 8, 13]
[10, 12, 9, 4, 5]
[5, 9, 1, 11, 14]
[3, 13, 0, 8, 1]
[14, 6, 4, 12, 8]
[3, 11, 14, 0, 13]
[11, 7, 4, 0, 3]
[1, 3, 6, 7, 10]
[9, 4, 6, 7, 10]
[8, 11, 13, 2, 10]
[7, 14, 13, 8, 12]
[2, 7, 14, 6, 3]
[13, 12, 4, 6, 11]
[13, 4, 6, 10, 2]
[9, 8, 13, 6, 11]
[1, 4, 6, 7, 8]
[6, 7, 10, 13, 11]
[7, 10, 3, 6, 2]
[7, 6, 11, 4, 12]
[1, 11, 6, 3, 10]
[5, 13, 8, 0, 6]
[1, 3, 0, 12, 2]
[10, 2, 6, 9, 7]
[8, 6, 4, 13, 12]
[1, 12, 0, 11, 7]
[14, 0, 1, 10, 9]
[3, 2, 10, 13, 5]
[12, 8, 14, 4, 6]
[7, 9, 1, 14, 8]
[9, 14, 1, 3, 0]
[1, 7, 5, 8, 4]
[13, 8, 7, 6, 4]
[4, 14, 12, 8, 3]
[0, 1, 11, 7, 9]
[5, 7, 8, 9, 2]
[0, 12, 6, 7, 14]
[12, 4, 13, 6, 7]
[14, 12, 3, 1, 4]
[6, 2, 10, 9, 8]
[3, 8, 2, 5, 1]
[6, 0, 7, 8, 1]
[5, 7, 13, 12, 6]
