P1,P2,...,Pn
[6, 8, 12, 2]
[4, 0, 5, 9]
[3, 11, 8, 10]
[12, 11, 0, 7]
[10, 4, 3, 1]
[13, 7, 12, 6]
[13, 5, 6, 8]
[9, 13, 5, 8]
[14, 3, 0, 7]
[0, 3, 4, 9]
[3, 13, 12, 0]
[3, 7, 5, 10]
[13, 9, 8, 11]
[10, 13, 8, 6]
[9, 12, 5, 11]
[0, 9, 7, 4]
[2, 1, 12, 11]
[6, 4, 11, 8]
[2, 5, 0, 8]
[3, 5, 1, 4]
[1, 4, 12, 7]
[14, 2, 13, 7]
[9, 14, 0, 8]
[5, 3, 6, 0]
[7, 12, 14, 1]
[4, 13, 7, 3]
[11, 8, 10, 2]
[13, 7, 8, 1]
[9, 6, 14, 13]
[1, 11, 12, 8]
[11, 7, 10, 9]
[5, 7, 14, 11]
[8, 12, 5, 3]
[11, 12, 1, 2]
[14, 2, 7, 5]
[6, 10, 14, 12]
[8, 9, 2, 6]
[5, 3, 14, 9]
[8, 1, 3, 9]
[1, 8, 6, 2]
[6, 11, 4, 8]
[5, 2, 9, 4]
[0, 5, 13, 1]
[4, 8, 12, 3]
[6, 1, 10, 14]
[2, 3, 1, 12]
[7, 4, 3, 2]
[5, 8, 7, 12]
[2, 10, 7, 6]
[9, 2, 13, 7]
[4, 1, 2, 5]
[3, 6, 5, 0]
[12, 13, 8, 14]
[6, 12, 11, 0]
[8, 12, 5, 7]
[0, 13, 12, 10]
[3, 5, 9, 13]
[0, 14, 4, 13]
[10, 14, 1, 8]
[7, 11, 4, 12]
[2, 9, 12, 13]
[11, 9, 14, 5]
[2, 11, 8, 9]
[12, 8, 4, 13]
[7, 12, 4, 3]
[11, 4, 7, 8]
[6, 13, 9, 5]
[9, 7, 10, 3]
[9, 3, 12, 4]
[1, 9, 4, 11]
[8, 1, 5, 10]
[7, 4, 13, 3]
[4, 0, 8, 12]
[7, 13, 3, 2]
[13, 1, 4, 8]
[11, 0, 3, 10]
[0, 12, 9, 4]
[1, 6, 9, 13]
[10, 11, 3, 1]
[1, 12, 10, 5]
[2, 7, 4, 14]
[14, 13, 4, 1]
[7, 5, 6, 1]
[4, 12, 13, 14]
[7, 4, 0, 13]
[0, 3, 7, 4]
