P1,P2,...,Pn
[4, 14, 7, 5, 1]
[3, 5, 14, 10, 4]
[7, 1, 8, 9, 14]
[14, 7, 3, 4, 9]
[11, 12, 8, 5, 3]
[12, 10, 6, 2, 9]
[2, 7, 8, 9, 5]
[5, 7, 11, 13, 12]
[11, 1, 6, 3, 9]
[0, 12, 14, 4, 10]
[9, 2, 10, 12, 6]
[10, 7, 14, 12, 9]
[6, 4, 3, 2, 0]
[3, 10, 4, 11, 2]
[12, 13, 7, 0, 1]
[0, 6, 13, 7, 1]
[11, 7, 9, 1, 10]
[3, 12, 7, 6, 0]
[2, 4, 0, 3, 6]
[1, 0, 13, 6, 9]
[2, 7, 11, 14, 9]
[0, 2, 11, 1, 6]
[11, 7, 10, 13, 0]
[9, 8, 11, 6, 5]
[5, 11, 4, 10, 3]
[2, 4, 8, 1, 10]
[1, 5, 0, 6, 3]
[5, 12, 7, 10, 9]
[7, 1, 10, 6, 4]
[1, 10, 9, 14, 5]
[6, 12, 3, 9, 13]
[9, 8, 12, 14, 6]
[6, 7, 0, 14, 11]
[14, 1, 3, 12, 10]
[8, 5, 4, 14, 7]
[10, 0, 14, 9, 7]
[10, 8, 4, 11, 5]
[6, 1, 14, 9, 3]
[13, 8, 5, 10, 2]
[10, 7, 14, 13, 12]
[5, 6, 13, 10, 12]
[0, 10, 13, 5, 8]
[12, 13, 7, 11, 2]
[13, 4, 2, 1, 5]
[6, 5, 0, 2, 1]
[6, 3, 7, 2, 0]
[8, 11, 7, 4, 14]
[3, 2, 4, 0, 14]
[14, 9, 5, 3, 2]
[5, 7, 1, 8, 9]
[5, 3, 9, 14, 12]
[12, 7, 2, 11, 1]
[4, 8, 0, 9, 6]
[8, 7, 10, 2, 0]
[2, 10, 11, 0, 7]
[3, 6, 7, 2, 13]
[5, 1, 4, 8, 12]
[13, 2, 9, 11, 14]
[12, 5, 11, 14, 9]
[4, 3, 8, 11, 7]
[14, 1, 10, 13, 6]
[3, 6, 9, 14, 8]
[6, 3, 13, 5, 9]
[12, 0, 1, 14, 9]
[10, 12, 5, 14, 8]
[13, 6, 0, 3, 14]
[2, 7, 9, 14, 0]
[11, 0, 12, 5, 6]
[1, 3, 12, 9, 13]
[8, 5, 7, 12, 3]
[4, 0, 12, 10, 9]
[0, 9, 8, 2, 5]
[12, 10, 9, 4, 3]
[11, 5, 12, 8, 3]
[1, 14, 7, 4, 8]
[12, 7, 6, 0, 14]
[5, 13, 1, 8, 7]
[2, 7, 8, 3, 10]
[6, 4, 14, 3, 13]
[1, 11, 14, 13, 12]
[9, 14, 7, 5, 0]
[5, 10, 11, 9, 14]
[0, 8, 7, 12, 14]
[9, 7, 5, 12, 0]
[11, 12, 10, 0, 13]
[8, 10, 12, 1, 14]
[1, 14, 10, 7, 6]
[7, 10, 0, 1, 6]
[5, 13, 9, 14, 7]
[2, 11, 7, 4, 6]
[2, 11, 9, 10, 14]
[6, 7, 2, 0, 3]
[11, 5, 0, 13, 9]
[8, 10, 6, 7, 2]
[5, 8, 12, 14, 1]
[12, 3, 14, 6, 0]
[8, 5, 7, 10, 3]
[6, 11, 10, 13, 4]
[11, 8, 5, 13, 3]
[6, 1, 2, 8, 10]
[11, 13, 10, 9, 1]
[7, 1, 3, 8, 4]
[8, 6, 1, 2, 10]
[7, 0, 5, 4, 6]
[2, 9, 14, 0, 8]
[11, 12, 10, 13, 14]
[10, 12, 3, 7, 6]
[1, 13, 8, 9, 4]
[10, 3, 8, 7, 4]
[13, 1, 10, 3, 8]
[11, 1, 4, 14, 6]
[5, 9, 8, 6, 11]
[3, 12, 6, 7, 1]
[14, 0, 11, 6, 1]
[2, 4, 6, 13, 9]
[1, 0, 5, 3, 11]
[8, 13, 10, 7, 6]
[6, 10, 13, 5, 2]
[10, 8, 9, 3, 7]
[12, 1, 9, 7, 0]
[12, 11, 5, 9, 3]
[8, 1, 7, 11, 0]
[1, 6, 8, 4, 14]
[1, 6, 8, 9, 0]
[14, 3, 2, 11, 9]
[10, 2, 11, 8, 12]
[11, 12, 13, 1, 7]
[11, 4, 9, 8, 7]
[3, 8, 9, 4, 5]
[7, 12, 0, 3, 14]
